GEOGRAPHICAL	TIME	MEASURE	OBS_VALUE
San Cristóbal de La Laguna	2019	Dato	932
San Juan de la Rambla	2019	Tasa variación interperiódica	-3.03
San Juan de la Rambla	2019	Variación interperiódica	-1
San Juan de la Rambla	2019	Variación anual	-1
San Juan de la Rambla	2019	Tasa variación anual	-3.03
San Juan de la Rambla	2019	Dato	32
San Miguel de Abona	2019	Tasa variación interperiódica	-18.23
San Miguel de Abona	2019	Variación interperiódica	-37
San Miguel de Abona	2019	Variación anual	-37
San Miguel de Abona	2019	Tasa variación anual	-18.23
San Miguel de Abona	2019	Dato	166
Santa Cruz de Tenerife	2019	Tasa variación interperiódica	-4.95
Santa Cruz de Tenerife	2019	Variación interperiódica	-64
Santa Cruz de Tenerife	2019	Variación anual	-64
Santa Cruz de Tenerife	2019	Tasa variación anual	-4.95
Santa Cruz de Tenerife	2019	Dato	1230
Santa Úrsula	2019	Tasa variación interperiódica	8.24
Santa Úrsula	2019	Variación interperiódica	7
Santa Úrsula	2019	Variación anual	7
Santa Úrsula	2019	Tasa variación anual	8.24
Santa Úrsula	2019	Dato	92
Santiago del Teide	2019	Tasa variación interperiódica	6.10
Santiago del Teide	2019	Variación interperiódica	5
Santiago del Teide	2019	Variación anual	5
Santiago del Teide	2019	Tasa variación anual	6.10
Santiago del Teide	2019	Dato	87
El Sauzal	2019	Tasa variación interperiódica	-1.69
El Sauzal	2019	Variación interperiódica	-1
El Sauzal	2019	Variación anual	-1
El Sauzal	2019	Tasa variación anual	-1.69
El Sauzal	2019	Dato	58
Los Silos	2019	Tasa variación interperiódica	11.54
Los Silos	2019	Variación interperiódica	3
Los Silos	2019	Variación anual	3
Los Silos	2019	Tasa variación anual	11.54
Los Silos	2019	Dato	29
Tacoronte	2019	Tasa variación interperiódica	-5.63
Tacoronte	2019	Variación interperiódica	-9
Tacoronte	2019	Variación anual	-9
Tacoronte	2019	Tasa variación anual	-5.63
Tacoronte	2019	Dato	151
El Tanque	2019	Tasa variación interperiódica	-22.73
El Tanque	2019	Variación interperiódica	-5
El Tanque	2019	Variación anual	-5
El Tanque	2019	Tasa variación anual	-22.73
El Tanque	2019	Dato	17
Tegueste	2019	Tasa variación interperiódica	-25.84
Tegueste	2019	Variación interperiódica	-23
Tegueste	2019	Variación anual	-23
Tegueste	2019	Tasa variación anual	-25.84
Tegueste	2019	Dato	66
La Victoria de Acentejo	2019	Tasa variación interperiódica	8.77
La Victoria de Acentejo	2019	Variación interperiódica	5
La Victoria de Acentejo	2019	Variación anual	5
La Victoria de Acentejo	2019	Tasa variación anual	8.77
La Victoria de Acentejo	2019	Dato	62
Vilaflor de Chasna	2019	Tasa variación interperiódica	0.00
Vilaflor de Chasna	2019	Variación interperiódica	0
Vilaflor de Chasna	2019	Variación anual	0
Vilaflor de Chasna	2019	Tasa variación anual	0.00
Vilaflor de Chasna	2019	Dato	7
Adeje	2018	Tasa variación interperiódica	-8.16
Adeje	2018	Variación interperiódica	-32
Adeje	2018	Variación anual	-32
