GEOGRAPHICAL	TIME	MEASURE	OBS_VALUE
El Sauzal	2022	Tasa variación anual	0.98
El Sauzal	2022	Dato	9005
Los Silos	2022	Tasa variación interperiódica	-1.02
Los Silos	2022	Variación interperiódica	-48
Los Silos	2022	Variación anual	-48
Los Silos	2022	Tasa variación anual	-1.02
Los Silos	2022	Dato	4644
Tacoronte	2022	Tasa variación interperiódica	1.01
Tacoronte	2022	Variación interperiódica	246
Tacoronte	2022	Variación anual	246
Tacoronte	2022	Tasa variación anual	1.01
Tacoronte	2022	Dato	24592
El Tanque	2022	Tasa variación interperiódica	-0.57
El Tanque	2022	Variación interperiódica	-16
El Tanque	2022	Variación anual	-16
El Tanque	2022	Tasa variación anual	-0.57
El Tanque	2022	Dato	2813
Tegueste	2022	Tasa variación interperiódica	0.29
Tegueste	2022	Variación interperiódica	33
Tegueste	2022	Variación anual	33
Tegueste	2022	Tasa variación anual	0.29
Tegueste	2022	Dato	11359
La Victoria de Acentejo	2022	Tasa variación interperiódica	0.10
La Victoria de Acentejo	2022	Variación interperiódica	9
La Victoria de Acentejo	2022	Variación anual	9
La Victoria de Acentejo	2022	Tasa variación anual	0.10
La Victoria de Acentejo	2022	Dato	9170
Vilaflor de Chasna	2022	Tasa variación interperiódica	-1.23
Vilaflor de Chasna	2022	Variación interperiódica	-22
Vilaflor de Chasna	2022	Variación anual	-22
Vilaflor de Chasna	2022	Tasa variación anual	-1.23
Vilaflor de Chasna	2022	Dato	1767
Adeje	2021	Tasa variación interperiódica	-0.61
Adeje	2021	Variación interperiódica	-297
Adeje	2021	Variación anual	-297
Adeje	2021	Tasa variación anual	-0.61
Adeje	2021	Dato	48733
Arafo	2021	Tasa variación interperiódica	0.20
Arafo	2021	Variación interperiódica	11
Arafo	2021	Variación anual	11
Arafo	2021	Tasa variación anual	0.20
Arafo	2021	Dato	5604
Arico	2021	Tasa variación interperiódica	1.52
Arico	2021	Variación interperiódica	123
Arico	2021	Variación anual	123
Arico	2021	Tasa variación anual	1.52
Arico	2021	Dato	8234
Arona	2021	Tasa variación interperiódica	-0.26
Arona	2021	Variación interperiódica	-214
Arona	2021	Variación anual	-214
Arona	2021	Tasa variación anual	-0.26
Arona	2021	Dato	82563
Buenavista del Norte	2021	Tasa variación interperiódica	-0.42
Buenavista del Norte	2021	Variación interperiódica	-20
Buenavista del Norte	2021	Variación anual	-20
Buenavista del Norte	2021	Tasa variación anual	-0.42
Buenavista del Norte	2021	Dato	4766
Candelaria	2021	Tasa variación interperiódica	0.28
Candelaria	2021	Variación interperiódica	80
Candelaria	2021	Variación anual	80
Candelaria	2021	Tasa variación anual	0.28
Candelaria	2021	Dato	28463
Fasnia	2021	Tasa variación interperiódica	-0.39
Fasnia	2021	Variación interperiódica	-11
Fasnia	2021	Variación anual	-11
Fasnia	2021	Tasa variación anual	-0.39
Fasnia	2021	Dato	2807
Garachico	2021	Tasa variación interperiódica	0.53
Garachico	2021	Variación interperiódica	26
Garachico	2021	Variación anual	26
Garachico	2021	Tasa variación anual	0.53
Garachico	2021	Dato	4895
Granadilla de Abona	2021	Tasa variación interperiódica	1.20
Granadilla de Abona	2021	Variación interperiódica	617
Granadilla de Abona	2021	Variación anual	617
Granadilla de Abona	2021	Tasa variación anual	1.20
Granadilla de Abona	2021	Dato	51850
La Guancha	2021	Tasa variación interperiódica	0.23
La Guancha	2021	Variación interperiódica	13
La Guancha	2021	Variación anual	13
La Guancha	2021	Tasa variación anual	0.23
La Guancha	2021	Dato	5553
Guía de Isora	2021	Tasa variación interperiódica	0.14
Guía de Isora	2021	Variación interperiódica	31
Guía de Isora	2021	Variación anual	31
Guía de Isora	2021	Tasa variación anual	0.14
Guía de Isora	2021	Dato	21827
Güímar	2021	Tasa variación interperiódica	1.64
Güímar	2021	Variación interperiódica	338
Güímar	2021	Variación anual	338
Güímar	2021	Tasa variación anual	1.64
Güímar	2021	Dato	21000
Icod de los Vinos	2021	Tasa variación interperiódica	-0.03
Icod de los Vinos	2021	Variación interperiódica	-6
Icod de los Vinos	2021	Variación anual	-6
Icod de los Vinos	2021	Tasa variación anual	-0.03
Icod de los Vinos	2021	Dato	23310
La Matanza de Acentejo	2021	Tasa variación interperiódica	0.61
La Matanza de Acentejo	2021	Variación interperiódica	55
La Matanza de Acentejo	2021	Variación anual	55
La Matanza de Acentejo	2021	Tasa variación anual	0.61
La Matanza de Acentejo	2021	Dato	9114
La Orotava	2021	Tasa variación interperiódica	0.08
La Orotava	2021	Variación interperiódica	32
La Orotava	2021	Variación anual	32
La Orotava	2021	Tasa variación anual	0.08
La Orotava	2021	Dato	42219
Puerto de la Cruz	2021	Tasa variación interperiódica	-1.03
Puerto de la Cruz	2021	Variación interperiódica	-313
Puerto de la Cruz	2021	Variación anual	-313
Puerto de la Cruz	2021	Tasa variación anual	-1.03
Puerto de la Cruz	2021	Dato	30179
Los Realejos	2021	Tasa variación interperiódica	0.26
Los Realejos	2021	Variación interperiódica	97
Los Realejos	2021	Variación anual	97
Los Realejos	2021	Tasa variación anual	0.26
Los Realejos	2021	Dato	36824
El Rosario	2021	Tasa variación interperiódica	0.54
El Rosario	2021	Variación interperiódica	94
El Rosario	2021	Variación anual	94
El Rosario	2021	Tasa variación anual	0.54
El Rosario	2021	Dato	17590
San Cristóbal de La Laguna	2021	Tasa variación interperiódica	-0.57
San Cristóbal de La Laguna	2021	Variación interperiódica	-901
San Cristóbal de La Laguna	2021	Variación anual	-901
San Cristóbal de La Laguna	2021	Tasa variación anual	-0.57
San Cristóbal de La Laguna	2021	Dato	158010
San Juan de la Rambla	2021	Tasa variación interperiódica	-0.39
San Juan de la Rambla	2021	Variación interperiódica	-19
San Juan de la Rambla	2021	Variación anual	-19
San Juan de la Rambla	2021	Tasa variación anual	-0.39
San Juan de la Rambla	2021	Dato	4854
San Miguel de Abona	2021	Tasa variación interperiódica	1.16
San Miguel de Abona	2021	Variación interperiódica	251
San Miguel de Abona	2021	Variación anual	251
San Miguel de Abona	2021	Tasa variación anual	1.16
San Miguel de Abona	2021	Dato	21872
Santa Cruz de Tenerife	2021	Tasa variación interperiódica	-0.30
Santa Cruz de Tenerife	2021	Variación interperiódica	-631
Santa Cruz de Tenerife	2021	Variación anual	-631
Santa Cruz de Tenerife	2021	Tasa variación anual	-0.30
Santa Cruz de Tenerife	2021	Dato	208563
Santa Úrsula	2021	Tasa variación interperiódica	0.23
Santa Úrsula	2021	Variación interperiódica	34
Santa Úrsula	2021	Variación anual	34
Santa Úrsula	2021	Tasa variación anual	0.23
Santa Úrsula	2021	Dato	14987
Santiago del Teide	2021	Tasa variación interperiódica	-1.47
Santiago del Teide	2021	Variación interperiódica	-166
Santiago del Teide	2021	Variación anual	-166
Santiago del Teide	2021	Tasa variación anual	-1.47
Santiago del Teide	2021	Dato	11115
El Sauzal	2021	Tasa variación interperiódica	-0.25
El Sauzal	2021	Variación interperiódica	-22
El Sauzal	2021	Variación anual	-22
El Sauzal	2021	Tasa variación anual	-0.25
El Sauzal	2021	Dato	8918
Los Silos	2021	Tasa variación interperiódica	-1.08
Los Silos	2021	Variación interperiódica	-51
Los Silos	2021	Variación anual	-51
Los Silos	2021	Tasa variación anual	-1.08
Los Silos	2021	Dato	4692
Tacoronte	2021	Tasa variación interperiódica	0.60
Tacoronte	2021	Variación interperiódica	145
Tacoronte	2021	Variación anual	145
Tacoronte	2021	Tasa variación anual	0.60
Tacoronte	2021	Dato	24346
El Tanque	2021	Tasa variación interperiódica	-0.81
El Tanque	2021	Variación interperiódica	-23
El Tanque	2021	Variación anual	-23
El Tanque	2021	Tasa variación anual	-0.81
El Tanque	2021	Dato	2829
Tegueste	2021	Tasa variación interperiódica	0.35
Tegueste	2021	Variación interperiódica	39
Tegueste	2021	Variación anual	39
Tegueste	2021	Tasa variación anual	0.35
Tegueste	2021	Dato	11326
La Victoria de Acentejo	2021	Tasa variación interperiódica	0.03
La Victoria de Acentejo	2021	Variación interperiódica	3
La Victoria de Acentejo	2021	Variación anual	3
La Victoria de Acentejo	2021	Tasa variación anual	0.03
La Victoria de Acentejo	2021	Dato	9161
Vilaflor de Chasna	2021	Tasa variación interperiódica	4.31
Vilaflor de Chasna	2021	Variación interperiódica	74
Vilaflor de Chasna	2021	Variación anual	74
Vilaflor de Chasna	2021	Tasa variación anual	4.31
Vilaflor de Chasna	2021	Dato	1789
Adeje	2020	Tasa variación interperiódica	2.43
Adeje	2020	Variación interperiódica	1161
Adeje	2020	Variación anual	1161
Adeje	2020	Tasa variación anual	2.43
Adeje	2020	Dato	49030
Arafo	2020	Tasa variación interperiódica	0.76
Arafo	2020	Variación interperiódica	42
Arafo	2020	Variación anual	42
Arafo	2020	Tasa variación anual	0.76
Arafo	2020	Dato	5593
Arico	2020	Tasa variación interperiódica	1.54
Arico	2020	Variación interperiódica	123
Arico	2020	Variación anual	123
Arico	2020	Tasa variación anual	1.54
Arico	2020	Dato	8111
Arona	2020	Tasa variación interperiódica	1.92
Arona	2020	Variación interperiódica	1561
Arona	2020	Variación anual	1561
Arona	2020	Tasa variación anual	1.92
Arona	2020	Dato	82777
Buenavista del Norte	2020	Tasa variación interperiódica	0.17
Buenavista del Norte	2020	Variación interperiódica	8
Buenavista del Norte	2020	Variación anual	8
Buenavista del Norte	2020	Tasa variación anual	0.17
Buenavista del Norte	2020	Dato	4786
Candelaria	2020	Tasa variación interperiódica	1.42
Candelaria	2020	Variación interperiódica	398
Candelaria	2020	Variación anual	398
Candelaria	2020	Tasa variación anual	1.42
Candelaria	2020	Dato	28383
Fasnia	2020	Tasa variación interperiódica	1.15
Fasnia	2020	Variación interperiódica	32
Fasnia	2020	Variación anual	32
Fasnia	2020	Tasa variación anual	1.15
Fasnia	2020	Dato	2818
Garachico	2020	Tasa variación interperiódica	-0.04
Garachico	2020	Variación interperiódica	-2
Garachico	2020	Variación anual	-2
Garachico	2020	Tasa variación anual	-0.04
Garachico	2020	Dato	4869
Granadilla de Abona	2020	Tasa variación interperiódica	2.17
Granadilla de Abona	2020	Variación interperiódica	1087
Granadilla de Abona	2020	Variación anual	1087
Granadilla de Abona	2020	Tasa variación anual	2.17
Granadilla de Abona	2020	Dato	51233
La Guancha	2020	Tasa variación interperiódica	0.36
La Guancha	2020	Variación interperiódica	20
La Guancha	2020	Variación anual	20
La Guancha	2020	Tasa variación anual	0.36
La Guancha	2020	Dato	5540
Guía de Isora	2020	Tasa variación interperiódica	2.00
Guía de Isora	2020	Variación interperiódica	428
Guía de Isora	2020	Variación anual	428
Guía de Isora	2020	Tasa variación anual	2.00
Guía de Isora	2020	Dato	21796
Güímar	2020	Tasa variación interperiódica	2.34
Güímar	2020	Variación interperiódica	472
Güímar	2020	Variación anual	472
Güímar	2020	Tasa variación anual	2.34
Güímar	2020	Dato	20662
Icod de los Vinos	2020	Tasa variación interperiódica	0.27
Icod de los Vinos	2020	Variación interperiódica	62
Icod de los Vinos	2020	Variación anual	62
Icod de los Vinos	2020	Tasa variación anual	0.27
Icod de los Vinos	2020	Dato	23316
La Matanza de Acentejo	2020	Tasa variación interperiódica	-0.02
La Matanza de Acentejo	2020	Variación interperiódica	-2
La Matanza de Acentejo	2020	Variación anual	-2
La Matanza de Acentejo	2020	Tasa variación anual	-0.02
La Matanza de Acentejo	2020	Dato	9059
La Orotava	2020	Tasa variación interperiódica	0.38
La Orotava	2020	Variación interperiódica	158
La Orotava	2020	Variación anual	158
La Orotava	2020	Tasa variación anual	0.38
La Orotava	2020	Dato	42187
Puerto de la Cruz	2020	Tasa variación interperiódica	0.08
Puerto de la Cruz	2020	Variación interperiódica	24
Puerto de la Cruz	2020	Variación anual	24
Puerto de la Cruz	2020	Tasa variación anual	0.08
Puerto de la Cruz	2020	Dato	30492
Los Realejos	2020	Tasa variación interperiódica	0.89
Los Realejos	2020	Variación interperiódica	325
Los Realejos	2020	Variación anual	325
Los Realejos	2020	Tasa variación anual	0.89
Los Realejos	2020	Dato	36727
El Rosario	2020	Tasa variación interperiódica	0.73
El Rosario	2020	Variación interperiódica	126
El Rosario	2020	Variación anual	126
El Rosario	2020	Tasa variación anual	0.73
El Rosario	2020	Dato	17496
San Cristóbal de La Laguna	2020	Tasa variación interperiódica	0.89
San Cristóbal de La Laguna	2020	Variación interperiódica	1408
San Cristóbal de La Laguna	2020	Variación anual	1408
San Cristóbal de La Laguna	2020	Tasa variación anual	0.89
San Cristóbal de La Laguna	2020	Dato	158911
San Juan de la Rambla	2020	Tasa variación interperiódica	0.93
San Juan de la Rambla	2020	Variación interperiódica	45
San Juan de la Rambla	2020	Variación anual	45
San Juan de la Rambla	2020	Tasa variación anual	0.93
San Juan de la Rambla	2020	Dato	4873
San Miguel de Abona	2020	Tasa variación interperiódica	3.52
San Miguel de Abona	2020	Variación interperiódica	735
San Miguel de Abona	2020	Variación anual	735
San Miguel de Abona	2020	Tasa variación anual	3.52
San Miguel de Abona	2020	Dato	21621
Santa Cruz de Tenerife	2020	Tasa variación interperiódica	0.91
Santa Cruz de Tenerife	2020	Variación interperiódica	1882
Santa Cruz de Tenerife	2020	Variación anual	1882
Santa Cruz de Tenerife	2020	Tasa variación anual	0.91
Santa Cruz de Tenerife	2020	Dato	209194
Santa Úrsula	2020	Tasa variación interperiódica	1.87
Santa Úrsula	2020	Variación interperiódica	274
Santa Úrsula	2020	Variación anual	274
Santa Úrsula	2020	Tasa variación anual	1.87
Santa Úrsula	2020	Dato	14953
Santiago del Teide	2020	Tasa variación interperiódica	1.53
Santiago del Teide	2020	Variación interperiódica	170
Santiago del Teide	2020	Variación anual	170
Santiago del Teide	2020	Tasa variación anual	1.53
Santiago del Teide	2020	Dato	11281
El Sauzal	2020	Tasa variación interperiódica	0.07
El Sauzal	2020	Variación interperiódica	6
El Sauzal	2020	Variación anual	6
El Sauzal	2020	Tasa variación anual	0.07
El Sauzal	2020	Dato	8940
Los Silos	2020	Tasa variación interperiódica	1.07
Los Silos	2020	Variación interperiódica	50
Los Silos	2020	Variación anual	50
Los Silos	2020	Tasa variación anual	1.07
Los Silos	2020	Dato	4743
Tacoronte	2020	Tasa variación interperiódica	0.28
Tacoronte	2020	Variación interperiódica	67
Tacoronte	2020	Variación anual	67
Tacoronte	2020	Tasa variación anual	0.28
Tacoronte	2020	Dato	24201
El Tanque	2020	Tasa variación interperiódica	3.22
El Tanque	2020	Variación interperiódica	89
El Tanque	2020	Variación anual	89
El Tanque	2020	Tasa variación anual	3.22
El Tanque	2020	Dato	2852
Tegueste	2020	Tasa variación interperiódica	-0.06
Tegueste	2020	Variación interperiódica	-7
Tegueste	2020	Variación anual	-7
Tegueste	2020	Tasa variación anual	-0.06
Tegueste	2020	Dato	11287
La Victoria de Acentejo	2020	Tasa variación interperiódica	-0.29
La Victoria de Acentejo	2020	Variación interperiódica	-27
La Victoria de Acentejo	2020	Variación anual	-27
La Victoria de Acentejo	2020	Tasa variación anual	-0.29
La Victoria de Acentejo	2020	Dato	9158
Vilaflor de Chasna	2020	Tasa variación interperiódica	2.88
Vilaflor de Chasna	2020	Variación interperiódica	48
Vilaflor de Chasna	2020	Variación anual	48
Vilaflor de Chasna	2020	Tasa variación anual	2.88
Vilaflor de Chasna	2020	Dato	1715
Adeje	2019	Tasa variación interperiódica	1.25
Adeje	2019	Variación interperiódica	589
Adeje	2019	Variación anual	589
Adeje	2019	Tasa variación anual	1.25
Adeje	2019	Dato	47869
Arafo	2019	Tasa variación interperiódica	-0.20
Arafo	2019	Variación interperiódica	-11
Arafo	2019	Variación anual	-11
Arafo	2019	Tasa variación anual	-0.20
Arafo	2019	Dato	5551
Arico	2019	Tasa variación interperiódica	2.00
Arico	2019	Variación interperiódica	157
Arico	2019	Variación anual	157
Arico	2019	Tasa variación anual	2.00
Arico	2019	Dato	7988
Arona	2019	Tasa variación interperiódica	2.23
Arona	2019	Variación interperiódica	1768
Arona	2019	Variación anual	1768
Arona	2019	Tasa variación anual	2.23
Arona	2019	Dato	81216
Buenavista del Norte	2019	Tasa variación interperiódica	0.48
Buenavista del Norte	2019	Variación interperiódica	23
Buenavista del Norte	2019	Variación anual	23
Buenavista del Norte	2019	Tasa variación anual	0.48
Buenavista del Norte	2019	Dato	4778
Candelaria	2019	Tasa variación interperiódica	1.24
Candelaria	2019	Variación interperiódica	344
Candelaria	2019	Variación anual	344
Candelaria	2019	Tasa variación anual	1.24
Candelaria	2019	Dato	27985
Fasnia	2019	Tasa variación interperiódica	0.65
Fasnia	2019	Variación interperiódica	18
Fasnia	2019	Variación anual	18
Fasnia	2019	Tasa variación anual	0.65
Fasnia	2019	Dato	2786
Garachico	2019	Tasa variación interperiódica	1.08
Garachico	2019	Variación interperiódica	52
Garachico	2019	Variación anual	52
Garachico	2019	Tasa variación anual	1.08
Garachico	2019	Dato	4871
Granadilla de Abona	2019	Tasa variación interperiódica	3.66
Granadilla de Abona	2019	Variación interperiódica	1772
Granadilla de Abona	2019	Variación anual	1772
Granadilla de Abona	2019	Tasa variación anual	3.66
Granadilla de Abona	2019	Dato	50146
La Guancha	2019	Tasa variación interperiódica	1.69
La Guancha	2019	Variación interperiódica	92
La Guancha	2019	Variación anual	92
La Guancha	2019	Tasa variación anual	1.69
La Guancha	2019	Dato	5520
Guía de Isora	2019	Tasa variación interperiódica	1.80
Guía de Isora	2019	Variación interperiódica	377
Guía de Isora	2019	Variación anual	377
Guía de Isora	2019	Tasa variación anual	1.80
Guía de Isora	2019	Dato	21368
Güímar	2019	Tasa variación interperiódica	2.28
Güímar	2019	Variación interperiódica	451
Güímar	2019	Variación anual	451
Güímar	2019	Tasa variación anual	2.28
Güímar	2019	Dato	20190
Icod de los Vinos	2019	Tasa variación interperiódica	2.22
Icod de los Vinos	2019	Variación interperiódica	505
Icod de los Vinos	2019	Variación anual	505
Icod de los Vinos	2019	Tasa variación anual	2.22
Icod de los Vinos	2019	Dato	23254
La Matanza de Acentejo	2019	Tasa variación interperiódica	1.17
La Matanza de Acentejo	2019	Variación interperiódica	105
La Matanza de Acentejo	2019	Variación anual	105
La Matanza de Acentejo	2019	Tasa variación anual	1.17
La Matanza de Acentejo	2019	Dato	9061
La Orotava	2019	Tasa variación interperiódica	0.47
La Orotava	2019	Variación interperiódica	196
La Orotava	2019	Variación anual	196
La Orotava	2019	Tasa variación anual	0.47
La Orotava	2019	Dato	42029
Puerto de la Cruz	2019	Tasa variación interperiódica	-0.05
Puerto de la Cruz	2019	Variación interperiódica	-15
Puerto de la Cruz	2019	Variación anual	-15
Puerto de la Cruz	2019	Tasa variación anual	-0.05
Puerto de la Cruz	2019	Dato	30468
Los Realejos	2019	Tasa variación interperiódica	-0.01
Los Realejos	2019	Variación interperiódica	-3
Los Realejos	2019	Variación anual	-3
Los Realejos	2019	Tasa variación anual	-0.01
Los Realejos	2019	Dato	36402
El Rosario	2019	Tasa variación interperiódica	0.10
El Rosario	2019	Variación interperiódica	18
El Rosario	2019	Variación anual	18
El Rosario	2019	Tasa variación anual	0.10
El Rosario	2019	Dato	17370
San Cristóbal de La Laguna	2019	Tasa variación interperiódica	1.26
San Cristóbal de La Laguna	2019	Variación interperiódica	1954
San Cristóbal de La Laguna	2019	Variación anual	1954
San Cristóbal de La Laguna	2019	Tasa variación anual	1.26
San Cristóbal de La Laguna	2019	Dato	157503
San Juan de la Rambla	2019	Tasa variación interperiódica	0.60
San Juan de la Rambla	2019	Variación interperiódica	29
San Juan de la Rambla	2019	Variación anual	29
San Juan de la Rambla	2019	Tasa variación anual	0.60
San Juan de la Rambla	2019	Dato	4828
San Miguel de Abona	2019	Tasa variación interperiódica	6.17
San Miguel de Abona	2019	Variación interperiódica	1214
San Miguel de Abona	2019	Variación anual	1214
San Miguel de Abona	2019	Tasa variación anual	6.17
San Miguel de Abona	2019	Dato	20886
Santa Cruz de Tenerife	2019	Tasa variación interperiódica	1.20
Santa Cruz de Tenerife	2019	Variación interperiódica	2456
Santa Cruz de Tenerife	2019	Variación anual	2456
Santa Cruz de Tenerife	2019	Tasa variación anual	1.20
Santa Cruz de Tenerife	2019	Dato	207312
Santa Úrsula	2019	Tasa variación interperiódica	1.62
Santa Úrsula	2019	Variación interperiódica	234
Santa Úrsula	2019	Variación anual	234
Santa Úrsula	2019	Tasa variación anual	1.62
Santa Úrsula	2019	Dato	14679
Santiago del Teide	2019	Tasa variación interperiódica	3.31
Santiago del Teide	2019	Variación interperiódica	356
Santiago del Teide	2019	Variación anual	356
Santiago del Teide	2019	Tasa variación anual	3.31
Santiago del Teide	2019	Dato	11111
El Sauzal	2019	Tasa variación interperiódica	-0.15
El Sauzal	2019	Variación interperiódica	-13
El Sauzal	2019	Variación anual	-13
El Sauzal	2019	Tasa variación anual	-0.15
El Sauzal	2019	Dato	8934
Los Silos	2019	Tasa variación interperiódica	-1.35
Los Silos	2019	Variación interperiódica	-64
Los Silos	2019	Variación anual	-64
Los Silos	2019	Tasa variación anual	-1.35
Los Silos	2019	Dato	4693
Tacoronte	2019	Tasa variación interperiódica	0.72
Tacoronte	2019	Variación interperiódica	173
Tacoronte	2019	Variación anual	173
Tacoronte	2019	Tasa variación anual	0.72
Tacoronte	2019	Dato	24134
El Tanque	2019	Tasa variación interperiódica	3.48
El Tanque	2019	Variación interperiódica	93
El Tanque	2019	Variación anual	93
El Tanque	2019	Tasa variación anual	3.48
El Tanque	2019	Dato	2763
Tegueste	2019	Tasa variación interperiódica	0.81
Tegueste	2019	Variación interperiódica	91
Tegueste	2019	Variación anual	91
Tegueste	2019	Tasa variación anual	0.81
Tegueste	2019	Dato	11294
La Victoria de Acentejo	2019	Tasa variación interperiódica	1.60
La Victoria de Acentejo	2019	Variación interperiódica	145
La Victoria de Acentejo	2019	Variación anual	145
La Victoria de Acentejo	2019	Tasa variación anual	1.60
La Victoria de Acentejo	2019	Dato	9185
Vilaflor de Chasna	2019	Tasa variación interperiódica	1.34
Vilaflor de Chasna	2019	Variación interperiódica	22
Vilaflor de Chasna	2019	Variación anual	22
Vilaflor de Chasna	2019	Tasa variación anual	1.34
Vilaflor de Chasna	2019	Dato	1667
Adeje	2018	Tasa variación interperiódica	0.95
Adeje	2018	Variación interperiódica	447
Adeje	2018	Variación anual	447
Adeje	2018	Tasa variación anual	0.95
Adeje	2018	Dato	47280
Arafo	2018	Tasa variación interperiódica	0.56
Arafo	2018	Variación interperiódica	31
