GEOGRAPHICAL	TIME	MEASURE	OBS_VALUE
Güímar	2022	Dato	1485
Icod de los Vinos	2022	Tasa variación interperiódica	7.42
Icod de los Vinos	2022	Variación interperiódica	121
Icod de los Vinos	2022	Variación anual	121
Icod de los Vinos	2022	Tasa variación anual	7.42
Icod de los Vinos	2022	Dato	1751
La Matanza de Acentejo	2022	Tasa variación interperiódica	-0.59
La Matanza de Acentejo	2022	Variación interperiódica	-3
La Matanza de Acentejo	2022	Variación anual	-3
La Matanza de Acentejo	2022	Tasa variación anual	-0.59
La Matanza de Acentejo	2022	Dato	505
La Orotava	2022	Tasa variación interperiódica	10.62
La Orotava	2022	Variación interperiódica	191
La Orotava	2022	Variación anual	191
La Orotava	2022	Tasa variación anual	10.62
La Orotava	2022	Dato	1989
Puerto de la Cruz	2022	Tasa variación interperiódica	1.33
Puerto de la Cruz	2022	Variación interperiódica	69
Puerto de la Cruz	2022	Variación anual	69
Puerto de la Cruz	2022	Tasa variación anual	1.33
Puerto de la Cruz	2022	Dato	5251
Los Realejos	2022	Tasa variación interperiódica	9.33
Los Realejos	2022	Variación interperiódica	169
Los Realejos	2022	Variación anual	169
Los Realejos	2022	Tasa variación anual	9.33
Los Realejos	2022	Dato	1981
El Rosario	2022	Tasa variación interperiódica	0.85
El Rosario	2022	Variación interperiódica	9
El Rosario	2022	Variación anual	9
El Rosario	2022	Tasa variación anual	0.85
El Rosario	2022	Dato	1066
San Cristóbal de La Laguna	2022	Tasa variación interperiódica	-3.58
San Cristóbal de La Laguna	2022	Variación interperiódica	-338
San Cristóbal de La Laguna	2022	Variación anual	-338
San Cristóbal de La Laguna	2022	Tasa variación anual	-3.58
San Cristóbal de La Laguna	2022	Dato	9099
San Juan de la Rambla	2022	Tasa variación interperiódica	24.50
San Juan de la Rambla	2022	Variación interperiódica	37
San Juan de la Rambla	2022	Variación anual	37
San Juan de la Rambla	2022	Tasa variación anual	24.50
San Juan de la Rambla	2022	Dato	188
San Miguel de Abona	2022	Tasa variación interperiódica	-2.00
San Miguel de Abona	2022	Variación interperiódica	-160
San Miguel de Abona	2022	Variación anual	-160
San Miguel de Abona	2022	Tasa variación anual	-2.00
San Miguel de Abona	2022	Dato	7858
Santa Cruz de Tenerife	2022	Tasa variación interperiódica	1.71
Santa Cruz de Tenerife	2022	Variación interperiódica	243
Santa Cruz de Tenerife	2022	Variación anual	243
Santa Cruz de Tenerife	2022	Tasa variación anual	1.71
Santa Cruz de Tenerife	2022	Dato	14486
Santa Úrsula	2022	Tasa variación interperiódica	1.41
Santa Úrsula	2022	Variación interperiódica	19
Santa Úrsula	2022	Variación anual	19
Santa Úrsula	2022	Tasa variación anual	1.41
Santa Úrsula	2022	Dato	1367
Santiago del Teide	2022	Tasa variación interperiódica	-0.16
Santiago del Teide	2022	Variación interperiódica	-7
Santiago del Teide	2022	Variación anual	-7
Santiago del Teide	2022	Tasa variación anual	-0.16
Santiago del Teide	2022	Dato	4294
El Sauzal	2022	Tasa variación interperiódica	7.31
El Sauzal	2022	Variación interperiódica	38
El Sauzal	2022	Variación anual	38
El Sauzal	2022	Tasa variación anual	7.31
El Sauzal	2022	Dato	558
Los Silos	2022	Tasa variación interperiódica	-3.49
Los Silos	2022	Variación interperiódica	-13
Los Silos	2022	Variación anual	-13
Los Silos	2022	Tasa variación anual	-3.49
Los Silos	2022	Dato	360
Tacoronte	2022	Tasa variación interperiódica	7.30
Tacoronte	2022	Variación interperiódica	67
Tacoronte	2022	Variación anual	67
Tacoronte	2022	Tasa variación anual	7.30
Tacoronte	2022	Dato	985
El Tanque	2022	Tasa variación interperiódica	0.45
El Tanque	2022	Variación interperiódica	1
El Tanque	2022	Variación anual	1
El Tanque	2022	Tasa variación anual	0.45
El Tanque	2022	Dato	222
Tegueste	2022	Tasa variación interperiódica	2.67
Tegueste	2022	Variación interperiódica	8
Tegueste	2022	Variación anual	8
Tegueste	2022	Tasa variación anual	2.67
Tegueste	2022	Dato	308
La Victoria de Acentejo	2022	Tasa variación interperiódica	3.92
La Victoria de Acentejo	2022	Variación interperiódica	15
La Victoria de Acentejo	2022	Variación anual	15
La Victoria de Acentejo	2022	Tasa variación anual	3.92
La Victoria de Acentejo	2022	Dato	398
Vilaflor de Chasna	2022	Tasa variación interperiódica	-17.44
Vilaflor de Chasna	2022	Variación interperiódica	-49
Vilaflor de Chasna	2022	Variación anual	-49
Vilaflor de Chasna	2022	Tasa variación anual	-17.44
Vilaflor de Chasna	2022	Dato	232
Adeje	2021	Tasa variación interperiódica	-0.81
Adeje	2021	Variación interperiódica	-187
Adeje	2021	Variación anual	-187
Adeje	2021	Tasa variación anual	-0.81
Adeje	2021	Dato	22892
Arafo	2021	Tasa variación interperiódica	-3.11
Arafo	2021	Variación interperiódica	-7
Arafo	2021	Variación anual	-7
Arafo	2021	Tasa variación anual	-3.11
Arafo	2021	Dato	218
Arico	2021	Tasa variación interperiódica	-6.25
Arico	2021	Variación interperiódica	-85
Arico	2021	Variación anual	-85
Arico	2021	Tasa variación anual	-6.25
Arico	2021	Dato	1276
Arona	2021	Tasa variación interperiódica	-1.65
Arona	2021	Variación interperiódica	-528
Arona	2021	Variación anual	-528
Arona	2021	Tasa variación anual	-1.65
Arona	2021	Dato	31395
Buenavista del Norte	2021	Tasa variación interperiódica	1.47
Buenavista del Norte	2021	Variación interperiódica	4
Buenavista del Norte	2021	Variación anual	4
Buenavista del Norte	2021	Tasa variación anual	1.47
Buenavista del Norte	2021	Dato	276
Candelaria	2021	Tasa variación interperiódica	-3.64
Candelaria	2021	Variación interperiódica	-77
Candelaria	2021	Variación anual	-77
Candelaria	2021	Tasa variación anual	-3.64
Candelaria	2021	Dato	2036
Fasnia	2021	Tasa variación interperiódica	1.04
Fasnia	2021	Variación interperiódica	2
Fasnia	2021	Variación anual	2
Fasnia	2021	Tasa variación anual	1.04
Fasnia	2021	Dato	195
Garachico	2021	Tasa variación interperiódica	10.85
Garachico	2021	Variación interperiódica	28
Garachico	2021	Variación anual	28
Garachico	2021	Tasa variación anual	10.85
Garachico	2021	Dato	286
Granadilla de Abona	2021	Tasa variación interperiódica	1.36
Granadilla de Abona	2021	Variación interperiódica	167
Granadilla de Abona	2021	Variación anual	167
Granadilla de Abona	2021	Tasa variación anual	1.36
Granadilla de Abona	2021	Dato	12453
La Guancha	2021	Tasa variación interperiódica	-4.44
La Guancha	2021	Variación interperiódica	-12
La Guancha	2021	Variación anual	-12
La Guancha	2021	Tasa variación anual	-4.44
La Guancha	2021	Dato	258
Guía de Isora	2021	Tasa variación interperiódica	-0.12
Guía de Isora	2021	Variación interperiódica	-6
Guía de Isora	2021	Variación anual	-6
Guía de Isora	2021	Tasa variación anual	-0.12
Guía de Isora	2021	Dato	4928
Güímar	2021	Tasa variación interperiódica	6.34
Güímar	2021	Variación interperiódica	84
Güímar	2021	Variación anual	84
Güímar	2021	Tasa variación anual	6.34
Güímar	2021	Dato	1408
Icod de los Vinos	2021	Tasa variación interperiódica	-1.15
Icod de los Vinos	2021	Variación interperiódica	-19
Icod de los Vinos	2021	Variación anual	-19
Icod de los Vinos	2021	Tasa variación anual	-1.15
Icod de los Vinos	2021	Dato	1630
La Matanza de Acentejo	2021	Tasa variación interperiódica	-3.05
La Matanza de Acentejo	2021	Variación interperiódica	-16
La Matanza de Acentejo	2021	Variación anual	-16
La Matanza de Acentejo	2021	Tasa variación anual	-3.05
La Matanza de Acentejo	2021	Dato	508
La Orotava	2021	Tasa variación interperiódica	-1.26
La Orotava	2021	Variación interperiódica	-23
La Orotava	2021	Variación anual	-23
La Orotava	2021	Tasa variación anual	-1.26
La Orotava	2021	Dato	1798
Puerto de la Cruz	2021	Tasa variación interperiódica	-3.10
Puerto de la Cruz	2021	Variación interperiódica	-166
Puerto de la Cruz	2021	Variación anual	-166
Puerto de la Cruz	2021	Tasa variación anual	-3.10
Puerto de la Cruz	2021	Dato	5182
Los Realejos	2021	Tasa variación interperiódica	-3.10
Los Realejos	2021	Variación interperiódica	-58
Los Realejos	2021	Variación anual	-58
Los Realejos	2021	Tasa variación anual	-3.10
Los Realejos	2021	Dato	1812
El Rosario	2021	Tasa variación interperiódica	-0.75
El Rosario	2021	Variación interperiódica	-8
El Rosario	2021	Variación anual	-8
El Rosario	2021	Tasa variación anual	-0.75
El Rosario	2021	Dato	1057
San Cristóbal de La Laguna	2021	Tasa variación interperiódica	-7.12
San Cristóbal de La Laguna	2021	Variación interperiódica	-723
San Cristóbal de La Laguna	2021	Variación anual	-723
San Cristóbal de La Laguna	2021	Tasa variación anual	-7.12
San Cristóbal de La Laguna	2021	Dato	9437
San Juan de la Rambla	2021	Tasa variación interperiódica	5.59
San Juan de la Rambla	2021	Variación interperiódica	8
San Juan de la Rambla	2021	Variación anual	8
San Juan de la Rambla	2021	Tasa variación anual	5.59
San Juan de la Rambla	2021	Dato	151
San Miguel de Abona	2021	Tasa variación interperiódica	0.54
San Miguel de Abona	2021	Variación interperiódica	43
San Miguel de Abona	2021	Variación anual	43
San Miguel de Abona	2021	Tasa variación anual	0.54
San Miguel de Abona	2021	Dato	8018
Santa Cruz de Tenerife	2021	Tasa variación interperiódica	-0.29
Santa Cruz de Tenerife	2021	Variación interperiódica	-42
Santa Cruz de Tenerife	2021	Variación anual	-42
Santa Cruz de Tenerife	2021	Tasa variación anual	-0.29
Santa Cruz de Tenerife	2021	Dato	14243
Santa Úrsula	2021	Tasa variación interperiódica	-2.67
Santa Úrsula	2021	Variación interperiódica	-37
Santa Úrsula	2021	Variación anual	-37
Santa Úrsula	2021	Tasa variación anual	-2.67
Santa Úrsula	2021	Dato	1348
Santiago del Teide	2021	Tasa variación interperiódica	-5.47
Santiago del Teide	2021	Variación interperiódica	-249
Santiago del Teide	2021	Variación anual	-249
Santiago del Teide	2021	Tasa variación anual	-5.47
Santiago del Teide	2021	Dato	4301
El Sauzal	2021	Tasa variación interperiódica	-5.63
El Sauzal	2021	Variación interperiódica	-31
El Sauzal	2021	Variación anual	-31
El Sauzal	2021	Tasa variación anual	-5.63
El Sauzal	2021	Dato	520
Los Silos	2021	Tasa variación interperiódica	0.81
Los Silos	2021	Variación interperiódica	3
Los Silos	2021	Variación anual	3
Los Silos	2021	Tasa variación anual	0.81
Los Silos	2021	Dato	373
Tacoronte	2021	Tasa variación interperiódica	-0.43
Tacoronte	2021	Variación interperiódica	-4
Tacoronte	2021	Variación anual	-4
Tacoronte	2021	Tasa variación anual	-0.43
Tacoronte	2021	Dato	918
El Tanque	2021	Tasa variación interperiódica	-6.36
El Tanque	2021	Variación interperiódica	-15
El Tanque	2021	Variación anual	-15
El Tanque	2021	Tasa variación anual	-6.36
El Tanque	2021	Dato	221
Tegueste	2021	Tasa variación interperiódica	12.36
Tegueste	2021	Variación interperiódica	33
Tegueste	2021	Variación anual	33
Tegueste	2021	Tasa variación anual	12.36
Tegueste	2021	Dato	300
La Victoria de Acentejo	2021	Tasa variación interperiódica	-8.37
La Victoria de Acentejo	2021	Variación interperiódica	-35
La Victoria de Acentejo	2021	Variación anual	-35
La Victoria de Acentejo	2021	Tasa variación anual	-8.37
La Victoria de Acentejo	2021	Dato	383
Vilaflor de Chasna	2021	Tasa variación interperiódica	12.40
Vilaflor de Chasna	2021	Variación interperiódica	31
Vilaflor de Chasna	2021	Variación anual	31
Vilaflor de Chasna	2021	Tasa variación anual	12.40
Vilaflor de Chasna	2021	Dato	281
Adeje	2020	Tasa variación interperiódica	4.68
Adeje	2020	Variación interperiódica	1031
Adeje	2020	Variación anual	1031
Adeje	2020	Tasa variación anual	4.68
Adeje	2020	Dato	23079
Arafo	2020	Tasa variación interperiódica	16.58
Arafo	2020	Variación interperiódica	32
Arafo	2020	Variación anual	32
Arafo	2020	Tasa variación anual	16.58
Arafo	2020	Dato	225
Arico	2020	Tasa variación interperiódica	3.81
Arico	2020	Variación interperiódica	50
Arico	2020	Variación anual	50
Arico	2020	Tasa variación anual	3.81
Arico	2020	Dato	1361
Arona	2020	Tasa variación interperiódica	3.04
Arona	2020	Variación interperiódica	942
Arona	2020	Variación anual	942
Arona	2020	Tasa variación anual	3.04
Arona	2020	Dato	31923
Buenavista del Norte	2020	Tasa variación interperiódica	12.40
Buenavista del Norte	2020	Variación interperiódica	30
Buenavista del Norte	2020	Variación anual	30
Buenavista del Norte	2020	Tasa variación anual	12.40
Buenavista del Norte	2020	Dato	272
Candelaria	2020	Tasa variación interperiódica	10.40
Candelaria	2020	Variación interperiódica	199
Candelaria	2020	Variación anual	199
Candelaria	2020	Tasa variación anual	10.40
Candelaria	2020	Dato	2113
Fasnia	2020	Tasa variación interperiódica	19.14
Fasnia	2020	Variación interperiódica	31
Fasnia	2020	Variación anual	31
Fasnia	2020	Tasa variación anual	19.14
Fasnia	2020	Dato	193
Garachico	2020	Tasa variación interperiódica	15.70
Garachico	2020	Variación interperiódica	35
Garachico	2020	Variación anual	35
Garachico	2020	Tasa variación anual	15.70
Garachico	2020	Dato	258
Granadilla de Abona	2020	Tasa variación interperiódica	3.21
Granadilla de Abona	2020	Variación interperiódica	382
Granadilla de Abona	2020	Variación anual	382
Granadilla de Abona	2020	Tasa variación anual	3.21
Granadilla de Abona	2020	Dato	12286
La Guancha	2020	Tasa variación interperiódica	11.57
La Guancha	2020	Variación interperiódica	28
La Guancha	2020	Variación anual	28
La Guancha	2020	Tasa variación anual	11.57
La Guancha	2020	Dato	270
Guía de Isora	2020	Tasa variación interperiódica	4.67
Guía de Isora	2020	Variación interperiódica	220
Guía de Isora	2020	Variación anual	220
Guía de Isora	2020	Tasa variación anual	4.67
Guía de Isora	2020	Dato	4934
Güímar	2020	Tasa variación interperiódica	21.25
Güímar	2020	Variación interperiódica	232
Güímar	2020	Variación anual	232
Güímar	2020	Tasa variación anual	21.25
Güímar	2020	Dato	1324
Icod de los Vinos	2020	Tasa variación interperiódica	1.17
Icod de los Vinos	2020	Variación interperiódica	19
Icod de los Vinos	2020	Variación anual	19
Icod de los Vinos	2020	Tasa variación anual	1.17
Icod de los Vinos	2020	Dato	1649
La Matanza de Acentejo	2020	Tasa variación interperiódica	5.86
La Matanza de Acentejo	2020	Variación interperiódica	29
La Matanza de Acentejo	2020	Variación anual	29
La Matanza de Acentejo	2020	Tasa variación anual	5.86
La Matanza de Acentejo	2020	Dato	524
La Orotava	2020	Tasa variación interperiódica	4.24
La Orotava	2020	Variación interperiódica	74
La Orotava	2020	Variación anual	74
La Orotava	2020	Tasa variación anual	4.24
La Orotava	2020	Dato	1821
Puerto de la Cruz	2020	Tasa variación interperiódica	2.30
Puerto de la Cruz	2020	Variación interperiódica	120
Puerto de la Cruz	2020	Variación anual	120
Puerto de la Cruz	2020	Tasa variación anual	2.30
Puerto de la Cruz	2020	Dato	5348
Los Realejos	2020	Tasa variación interperiódica	5.59
Los Realejos	2020	Variación interperiódica	99
Los Realejos	2020	Variación anual	99
Los Realejos	2020	Tasa variación anual	5.59
Los Realejos	2020	Dato	1870
El Rosario	2020	Tasa variación interperiódica	2.21
El Rosario	2020	Variación interperiódica	23
El Rosario	2020	Variación anual	23
El Rosario	2020	Tasa variación anual	2.21
El Rosario	2020	Dato	1065
San Cristóbal de La Laguna	2020	Tasa variación interperiódica	7.56
San Cristóbal de La Laguna	2020	Variación interperiódica	714
San Cristóbal de La Laguna	2020	Variación anual	714
San Cristóbal de La Laguna	2020	Tasa variación anual	7.56
San Cristóbal de La Laguna	2020	Dato	10160
San Juan de la Rambla	2020	Tasa variación interperiódica	5.15
San Juan de la Rambla	2020	Variación interperiódica	7
San Juan de la Rambla	2020	Variación anual	7
San Juan de la Rambla	2020	Tasa variación anual	5.15
San Juan de la Rambla	2020	Dato	143
San Miguel de Abona	2020	Tasa variación interperiódica	6.11
San Miguel de Abona	2020	Variación interperiódica	459
San Miguel de Abona	2020	Variación anual	459
San Miguel de Abona	2020	Tasa variación anual	6.11
San Miguel de Abona	2020	Dato	7975
Santa Cruz de Tenerife	2020	Tasa variación interperiódica	9.21
Santa Cruz de Tenerife	2020	Variación interperiódica	1205
Santa Cruz de Tenerife	2020	Variación anual	1205
Santa Cruz de Tenerife	2020	Tasa variación anual	9.21
Santa Cruz de Tenerife	2020	Dato	14285
Santa Úrsula	2020	Tasa variación interperiódica	11.42
Santa Úrsula	2020	Variación interperiódica	142
Santa Úrsula	2020	Variación anual	142
Santa Úrsula	2020	Tasa variación anual	11.42
Santa Úrsula	2020	Dato	1385
Santiago del Teide	2020	Tasa variación interperiódica	1.59
Santiago del Teide	2020	Variación interperiódica	71
Santiago del Teide	2020	Variación anual	71
Santiago del Teide	2020	Tasa variación anual	1.59
Santiago del Teide	2020	Dato	4550
El Sauzal	2020	Tasa variación interperiódica	-6.77
El Sauzal	2020	Variación interperiódica	-40
El Sauzal	2020	Variación anual	-40
El Sauzal	2020	Tasa variación anual	-6.77
El Sauzal	2020	Dato	551
Los Silos	2020	Tasa variación interperiódica	6.94
Los Silos	2020	Variación interperiódica	24
Los Silos	2020	Variación anual	24
Los Silos	2020	Tasa variación anual	6.94
Los Silos	2020	Dato	370
Tacoronte	2020	Tasa variación interperiódica	3.48
Tacoronte	2020	Variación interperiódica	31
Tacoronte	2020	Variación anual	31
Tacoronte	2020	Tasa variación anual	3.48
Tacoronte	2020	Dato	922
El Tanque	2020	Tasa variación interperiódica	23.56
El Tanque	2020	Variación interperiódica	45
El Tanque	2020	Variación anual	45
El Tanque	2020	Tasa variación anual	23.56
El Tanque	2020	Dato	236
Tegueste	2020	Tasa variación interperiódica	7.66
Tegueste	2020	Variación interperiódica	19
Tegueste	2020	Variación anual	19
Tegueste	2020	Tasa variación anual	7.66
Tegueste	2020	Dato	267
La Victoria de Acentejo	2020	Tasa variación interperiódica	2.45
La Victoria de Acentejo	2020	Variación interperiódica	10
La Victoria de Acentejo	2020	Variación anual	10
La Victoria de Acentejo	2020	Tasa variación anual	2.45
La Victoria de Acentejo	2020	Dato	418
Vilaflor de Chasna	2020	Tasa variación interperiódica	23.15
Vilaflor de Chasna	2020	Variación interperiódica	47
Vilaflor de Chasna	2020	Variación anual	47
Vilaflor de Chasna	2020	Tasa variación anual	23.15
Vilaflor de Chasna	2020	Dato	250
Adeje	2019	Tasa variación interperiódica	2.52
Adeje	2019	Variación interperiódica	542
Adeje	2019	Variación anual	542
Adeje	2019	Tasa variación anual	2.52
Adeje	2019	Dato	22048
Arafo	2019	Tasa variación interperiódica	4.32
Arafo	2019	Variación interperiódica	8
Arafo	2019	Variación anual	8
Arafo	2019	Tasa variación anual	4.32
Arafo	2019	Dato	193
Arico	2019	Tasa variación interperiódica	7.02
Arico	2019	Variación interperiódica	86
Arico	2019	Variación anual	86
Arico	2019	Tasa variación anual	7.02
Arico	2019	Dato	1311
Arona	2019	Tasa variación interperiódica	4.81
Arona	2019	Variación interperiódica	1421
Arona	2019	Variación anual	1421
Arona	2019	Tasa variación anual	4.81
Arona	2019	Dato	30981
Buenavista del Norte	2019	Tasa variación interperiódica	19.21
Buenavista del Norte	2019	Variación interperiódica	39
Buenavista del Norte	2019	Variación anual	39
Buenavista del Norte	2019	Tasa variación anual	19.21
Buenavista del Norte	2019	Dato	242
Candelaria	2019	Tasa variación interperiódica	3.46
Candelaria	2019	Variación interperiódica	64
Candelaria	2019	Variación anual	64
Candelaria	2019	Tasa variación anual	3.46
Candelaria	2019	Dato	1914
Fasnia	2019	Tasa variación interperiódica	54.29
Fasnia	2019	Variación interperiódica	57
Fasnia	2019	Variación anual	57
Fasnia	2019	Tasa variación anual	54.29
Fasnia	2019	Dato	162
Garachico	2019	Tasa variación interperiódica	4.69
Garachico	2019	Variación interperiódica	10
Garachico	2019	Variación anual	10
Garachico	2019	Tasa variación anual	4.69
Garachico	2019	Dato	223
Granadilla de Abona	2019	Tasa variación interperiódica	9.70
Granadilla de Abona	2019	Variación interperiódica	1053
Granadilla de Abona	2019	Variación anual	1053
Granadilla de Abona	2019	Tasa variación anual	9.70
Granadilla de Abona	2019	Dato	11904
La Guancha	2019	Tasa variación interperiódica	19.80
La Guancha	2019	Variación interperiódica	40
La Guancha	2019	Variación anual	40
La Guancha	2019	Tasa variación anual	19.80
La Guancha	2019	Dato	242
Guía de Isora	2019	Tasa variación interperiódica	5.62
Guía de Isora	2019	Variación interperiódica	251
Guía de Isora	2019	Variación anual	251
Guía de Isora	2019	Tasa variación anual	5.62
Guía de Isora	2019	Dato	4714
Güímar	2019	Tasa variación interperiódica	13.51
Güímar	2019	Variación interperiódica	130
Güímar	2019	Variación anual	130
Güímar	2019	Tasa variación anual	13.51
Güímar	2019	Dato	1092
Icod de los Vinos	2019	Tasa variación interperiódica	24.05
Icod de los Vinos	2019	Variación interperiódica	316
Icod de los Vinos	2019	Variación anual	316
Icod de los Vinos	2019	Tasa variación anual	24.05
Icod de los Vinos	2019	Dato	1630
La Matanza de Acentejo	2019	Tasa variación interperiódica	14.58
La Matanza de Acentejo	2019	Variación interperiódica	63
La Matanza de Acentejo	2019	Variación anual	63
La Matanza de Acentejo	2019	Tasa variación anual	14.58
La Matanza de Acentejo	2019	Dato	495
La Orotava	2019	Tasa variación interperiódica	11.42
La Orotava	2019	Variación interperiódica	179
La Orotava	2019	Variación anual	179
La Orotava	2019	Tasa variación anual	11.42
La Orotava	2019	Dato	1747
Puerto de la Cruz	2019	Tasa variación interperiódica	2.95
Puerto de la Cruz	2019	Variación interperiódica	150
Puerto de la Cruz	2019	Variación anual	150
Puerto de la Cruz	2019	Tasa variación anual	2.95
Puerto de la Cruz	2019	Dato	5228
Los Realejos	2019	Tasa variación interperiódica	7.40
Los Realejos	2019	Variación interperiódica	122
Los Realejos	2019	Variación anual	122
Los Realejos	2019	Tasa variación anual	7.40
Los Realejos	2019	Dato	1771
El Rosario	2019	Tasa variación interperiódica	2.66
El Rosario	2019	Variación interperiódica	27
El Rosario	2019	Variación anual	27
El Rosario	2019	Tasa variación anual	2.66
El Rosario	2019	Dato	1042
San Cristóbal de La Laguna	2019	Tasa variación interperiódica	12.53
San Cristóbal de La Laguna	2019	Variación interperiódica	1052
San Cristóbal de La Laguna	2019	Variación anual	1052
San Cristóbal de La Laguna	2019	Tasa variación anual	12.53
San Cristóbal de La Laguna	2019	Dato	9446
San Juan de la Rambla	2019	Tasa variación interperiódica	28.30
San Juan de la Rambla	2019	Variación interperiódica	30
San Juan de la Rambla	2019	Variación anual	30
San Juan de la Rambla	2019	Tasa variación anual	28.30
San Juan de la Rambla	2019	Dato	136
San Miguel de Abona	2019	Tasa variación interperiódica	11.56
San Miguel de Abona	2019	Variación interperiódica	779
San Miguel de Abona	2019	Variación anual	779
San Miguel de Abona	2019	Tasa variación anual	11.56
San Miguel de Abona	2019	Dato	7516
Santa Cruz de Tenerife	2019	Tasa variación interperiódica	14.18
Santa Cruz de Tenerife	2019	Variación interperiódica	1624
Santa Cruz de Tenerife	2019	Variación anual	1624
Santa Cruz de Tenerife	2019	Tasa variación anual	14.18
Santa Cruz de Tenerife	2019	Dato	13080
Santa Úrsula	2019	Tasa variación interperiódica	7.16
Santa Úrsula	2019	Variación interperiódica	83
Santa Úrsula	2019	Variación anual	83
Santa Úrsula	2019	Tasa variación anual	7.16
Santa Úrsula	2019	Dato	1243
Santiago del Teide	2019	Tasa variación interperiódica	5.51
Santiago del Teide	2019	Variación interperiódica	234
Santiago del Teide	2019	Variación anual	234
Santiago del Teide	2019	Tasa variación anual	5.51
Santiago del Teide	2019	Dato	4479
El Sauzal	2019	Tasa variación interperiódica	-3.75
El Sauzal	2019	Variación interperiódica	-23
El Sauzal	2019	Variación anual	-23
El Sauzal	2019	Tasa variación anual	-3.75
El Sauzal	2019	Dato	591
Los Silos	2019	Tasa variación interperiódica	-9.90
Los Silos	2019	Variación interperiódica	-38
Los Silos	2019	Variación anual	-38
Los Silos	2019	Tasa variación anual	-9.90
Los Silos	2019	Dato	346
Tacoronte	2019	Tasa variación interperiódica	5.07
Tacoronte	2019	Variación interperiódica	43
Tacoronte	2019	Variación anual	43
Tacoronte	2019	Tasa variación anual	5.07
Tacoronte	2019	Dato	891
El Tanque	2019	Tasa variación interperiódica	39.42
El Tanque	2019	Variación interperiódica	54
El Tanque	2019	Variación anual	54
El Tanque	2019	Tasa variación anual	39.42
El Tanque	2019	Dato	191
Tegueste	2019	Tasa variación interperiódica	4.20
Tegueste	2019	Variación interperiódica	10
Tegueste	2019	Variación anual	10
Tegueste	2019	Tasa variación anual	4.20
Tegueste	2019	Dato	248
La Victoria de Acentejo	2019	Tasa variación interperiódica	31.61
La Victoria de Acentejo	2019	Variación interperiódica	98
La Victoria de Acentejo	2019	Variación anual	98
La Victoria de Acentejo	2019	Tasa variación anual	31.61
La Victoria de Acentejo	2019	Dato	408
Vilaflor de Chasna	2019	Tasa variación interperiódica	9.14
Vilaflor de Chasna	2019	Variación interperiódica	17
Vilaflor de Chasna	2019	Variación anual	17
Vilaflor de Chasna	2019	Tasa variación anual	9.14
Vilaflor de Chasna	2019	Dato	203
Adeje	2018	Tasa variación interperiódica	2.21
Adeje	2018	Variación interperiódica	464
Adeje	2018	Variación anual	464
Adeje	2018	Tasa variación anual	2.21
Adeje	2018	Dato	21506
Arafo	2018	Tasa variación interperiódica	12.12
Arafo	2018	Variación interperiódica	20
Arafo	2018	Variación anual	20
Arafo	2018	Tasa variación anual	12.12
Arafo	2018	Dato	185
