GEOGRAPHICAL	TIME	MEASURE	OBS_VALUE
La Orotava	2021	Variación interperiódica	187
La Orotava	2021	Variación anual	187
La Orotava	2021	Tasa variación anual	139.55
La Orotava	2021	Dato	321
Puerto de la Cruz	2021	Tasa variación interperiódica	46.15
Puerto de la Cruz	2021	Variación interperiódica	192
Puerto de la Cruz	2021	Variación anual	192
Puerto de la Cruz	2021	Tasa variación anual	46.15
Puerto de la Cruz	2021	Dato	608
Los Realejos	2021	Tasa variación interperiódica	-17.39
Los Realejos	2021	Variación interperiódica	-32
Los Realejos	2021	Variación anual	-32
Los Realejos	2021	Tasa variación anual	-17.39
Los Realejos	2021	Dato	152
El Rosario	2021	Tasa variación interperiódica	5.59
El Rosario	2021	Variación interperiódica	9
El Rosario	2021	Variación anual	9
El Rosario	2021	Tasa variación anual	5.59
El Rosario	2021	Dato	170
San Cristóbal de La Laguna	2021	Tasa variación interperiódica	58.46
San Cristóbal de La Laguna	2021	Variación interperiódica	280
San Cristóbal de La Laguna	2021	Variación anual	280
San Cristóbal de La Laguna	2021	Tasa variación anual	58.46
San Cristóbal de La Laguna	2021	Dato	759
San Juan de la Rambla	2021	Tasa variación interperiódica	30.77
San Juan de la Rambla	2021	Variación interperiódica	4
San Juan de la Rambla	2021	Variación anual	4
San Juan de la Rambla	2021	Tasa variación anual	30.77
San Juan de la Rambla	2021	Dato	17
San Miguel de Abona	2021	Tasa variación interperiódica	-29.00
San Miguel de Abona	2021	Variación interperiódica	-163
San Miguel de Abona	2021	Variación anual	-163
San Miguel de Abona	2021	Tasa variación anual	-29.00
San Miguel de Abona	2021	Dato	399
Santa Cruz de Tenerife	2021	Tasa variación interperiódica	23.72
Santa Cruz de Tenerife	2021	Variación interperiódica	200
Santa Cruz de Tenerife	2021	Variación anual	200
Santa Cruz de Tenerife	2021	Tasa variación anual	23.72
Santa Cruz de Tenerife	2021	Dato	1043
Santa Úrsula	2021	Tasa variación interperiódica	400.00
Santa Úrsula	2021	Variación interperiódica	112
Santa Úrsula	2021	Variación anual	112
Santa Úrsula	2021	Tasa variación anual	400.00
Santa Úrsula	2021	Dato	140
Santiago del Teide	2021	Tasa variación interperiódica	65.11
Santiago del Teide	2021	Variación interperiódica	209
Santiago del Teide	2021	Variación anual	209
Santiago del Teide	2021	Tasa variación anual	65.11
Santiago del Teide	2021	Dato	530
El Sauzal	2021	Tasa variación interperiódica	-28.21
El Sauzal	2021	Variación interperiódica	-11
El Sauzal	2021	Variación anual	-11
El Sauzal	2021	Tasa variación anual	-28.21
El Sauzal	2021	Dato	28
Los Silos	2021	Tasa variación interperiódica	31.91
Los Silos	2021	Variación interperiódica	15
Los Silos	2021	Variación anual	15
Los Silos	2021	Tasa variación anual	31.91
Los Silos	2021	Dato	62
Tacoronte	2021	Tasa variación interperiódica	94.00
Tacoronte	2021	Variación interperiódica	47
Tacoronte	2021	Variación anual	47
Tacoronte	2021	Tasa variación anual	94.00
Tacoronte	2021	Dato	97
El Tanque	2021	Tasa variación interperiódica	6.25
El Tanque	2021	Variación interperiódica	1
El Tanque	2021	Variación anual	1
El Tanque	2021	Tasa variación anual	6.25
El Tanque	2021	Dato	17
Tegueste	2021	Tasa variación interperiódica	-2.38
Tegueste	2021	Variación interperiódica	-1
Tegueste	2021	Variación anual	-1
Tegueste	2021	Tasa variación anual	-2.38
Tegueste	2021	Dato	41
La Victoria de Acentejo	2021	Tasa variación interperiódica	-22.73
La Victoria de Acentejo	2021	Variación interperiódica	-5
La Victoria de Acentejo	2021	Variación anual	-5
La Victoria de Acentejo	2021	Tasa variación anual	-22.73
La Victoria de Acentejo	2021	Dato	17
Vilaflor de Chasna	2021	Tasa variación interperiódica	-15.00
Vilaflor de Chasna	2021	Variación interperiódica	-3
Vilaflor de Chasna	2021	Variación anual	-3
Vilaflor de Chasna	2021	Tasa variación anual	-15.00
Vilaflor de Chasna	2021	Dato	17
Adeje	2020	Tasa variación interperiódica	-59.39
Adeje	2020	Variación interperiódica	-1366
Adeje	2020	Variación anual	-1366
Adeje	2020	Tasa variación anual	-59.39
Adeje	2020	Dato	934
Arafo	2020	Tasa variación interperiódica	-59.52
Arafo	2020	Variación interperiódica	-25
Arafo	2020	Variación anual	-25
Arafo	2020	Tasa variación anual	-59.52
Arafo	2020	Dato	17
Arico	2020	Tasa variación interperiódica	-41.48
Arico	2020	Variación interperiódica	-73
Arico	2020	Variación anual	-73
Arico	2020	Tasa variación anual	-41.48
Arico	2020	Dato	103
Arona	2020	Tasa variación interperiódica	-56.33
Arona	2020	Variación interperiódica	-1979
Arona	2020	Variación anual	-1979
Arona	2020	Tasa variación anual	-56.33
Arona	2020	Dato	1534
Buenavista del Norte	2020	Tasa variación interperiódica	-142.50
Buenavista del Norte	2020	Variación interperiódica	-57
Buenavista del Norte	2020	Variación anual	-57
Buenavista del Norte	2020	Tasa variación anual	-142.50
Buenavista del Norte	2020	Dato	-17
Candelaria	2020	Tasa variación interperiódica	-44.63
Candelaria	2020	Variación interperiódica	-137
Candelaria	2020	Variación anual	-137
Candelaria	2020	Tasa variación anual	-44.63
Candelaria	2020	Dato	170
Fasnia	2020	Tasa variación interperiódica	-50.00
Fasnia	2020	Variación interperiódica	-21
Fasnia	2020	Variación anual	-21
Fasnia	2020	Tasa variación anual	-50.00
Fasnia	2020	Dato	21
Garachico	2020	Tasa variación interperiódica	-53.75
Garachico	2020	Variación interperiódica	-43
Garachico	2020	Variación anual	-43
Garachico	2020	Tasa variación anual	-53.75
Garachico	2020	Dato	37
Granadilla de Abona	2020	Tasa variación interperiódica	-66.09
Granadilla de Abona	2020	Variación interperiódica	-1099
Granadilla de Abona	2020	Variación anual	-1099
Granadilla de Abona	2020	Tasa variación anual	-66.09
Granadilla de Abona	2020	Dato	564
La Guancha	2020	Tasa variación interperiódica	30.43
La Guancha	2020	Variación interperiódica	7
La Guancha	2020	Variación anual	7
La Guancha	2020	Tasa variación anual	30.43
La Guancha	2020	Dato	30
Guía de Isora	2020	Tasa variación interperiódica	-67.99
Guía de Isora	2020	Variación interperiódica	-444
Guía de Isora	2020	Variación anual	-444
Guía de Isora	2020	Tasa variación anual	-67.99
Guía de Isora	2020	Dato	209
Güímar	2020	Tasa variación interperiódica	-40.00
Güímar	2020	Variación interperiódica	-116
Güímar	2020	Variación anual	-116
Güímar	2020	Tasa variación anual	-40.00
Güímar	2020	Dato	174
Icod de los Vinos	2020	Tasa variación interperiódica	-50.00
Icod de los Vinos	2020	Variación interperiódica	-168
Icod de los Vinos	2020	Variación anual	-168
Icod de los Vinos	2020	Tasa variación anual	-50.00
Icod de los Vinos	2020	Dato	168
La Matanza de Acentejo	2020	Tasa variación interperiódica	71.43
La Matanza de Acentejo	2020	Variación interperiódica	30
La Matanza de Acentejo	2020	Variación anual	30
La Matanza de Acentejo	2020	Tasa variación anual	71.43
La Matanza de Acentejo	2020	Dato	72
La Orotava	2020	Tasa variación interperiódica	-61.71
La Orotava	2020	Variación interperiódica	-216
La Orotava	2020	Variación anual	-216
La Orotava	2020	Tasa variación anual	-61.71
La Orotava	2020	Dato	134
Puerto de la Cruz	2020	Tasa variación interperiódica	-45.55
Puerto de la Cruz	2020	Variación interperiódica	-348
Puerto de la Cruz	2020	Variación anual	-348
Puerto de la Cruz	2020	Tasa variación anual	-45.55
Puerto de la Cruz	2020	Dato	416
Los Realejos	2020	Tasa variación interperiódica	-34.05
Los Realejos	2020	Variación interperiódica	-95
Los Realejos	2020	Variación anual	-95
Los Realejos	2020	Tasa variación anual	-34.05
Los Realejos	2020	Dato	184
El Rosario	2020	Tasa variación interperiódica	22.90
El Rosario	2020	Variación interperiódica	30
El Rosario	2020	Variación anual	30
El Rosario	2020	Tasa variación anual	22.90
El Rosario	2020	Dato	161
San Cristóbal de La Laguna	2020	Tasa variación interperiódica	-76.43
San Cristóbal de La Laguna	2020	Variación interperiódica	-1553
San Cristóbal de La Laguna	2020	Variación anual	-1553
San Cristóbal de La Laguna	2020	Tasa variación anual	-76.43
San Cristóbal de La Laguna	2020	Dato	479
San Juan de la Rambla	2020	Tasa variación interperiódica	-79.03
San Juan de la Rambla	2020	Variación interperiódica	-49
San Juan de la Rambla	2020	Variación anual	-49
San Juan de la Rambla	2020	Tasa variación anual	-79.03
San Juan de la Rambla	2020	Dato	13
San Miguel de Abona	2020	Tasa variación interperiódica	-42.24
San Miguel de Abona	2020	Variación interperiódica	-411
San Miguel de Abona	2020	Variación anual	-411
San Miguel de Abona	2020	Tasa variación anual	-42.24
San Miguel de Abona	2020	Dato	562
Santa Cruz de Tenerife	2020	Tasa variación interperiódica	-65.69
Santa Cruz de Tenerife	2020	Variación interperiódica	-1614
Santa Cruz de Tenerife	2020	Variación anual	-1614
Santa Cruz de Tenerife	2020	Tasa variación anual	-65.69
Santa Cruz de Tenerife	2020	Dato	843
Santa Úrsula	2020	Tasa variación interperiódica	-80.56
Santa Úrsula	2020	Variación interperiódica	-116
Santa Úrsula	2020	Variación anual	-116
Santa Úrsula	2020	Tasa variación anual	-80.56
Santa Úrsula	2020	Dato	28
Santiago del Teide	2020	Tasa variación interperiódica	-54.14
Santiago del Teide	2020	Variación interperiódica	-379
Santiago del Teide	2020	Variación anual	-379
Santiago del Teide	2020	Tasa variación anual	-54.14
Santiago del Teide	2020	Dato	321
El Sauzal	2020	Tasa variación interperiódica	-39.06
El Sauzal	2020	Variación interperiódica	-25
El Sauzal	2020	Variación anual	-25
El Sauzal	2020	Tasa variación anual	-39.06
El Sauzal	2020	Dato	39
Los Silos	2020	Tasa variación interperiódica	422.22
Los Silos	2020	Variación interperiódica	38
Los Silos	2020	Variación anual	38
Los Silos	2020	Tasa variación anual	422.22
Los Silos	2020	Dato	47
Tacoronte	2020	Tasa variación interperiódica	-67.11
Tacoronte	2020	Variación interperiódica	-102
Tacoronte	2020	Variación anual	-102
Tacoronte	2020	Tasa variación anual	-67.11
Tacoronte	2020	Dato	50
El Tanque	2020	Tasa variación interperiódica	-81.82
El Tanque	2020	Variación interperiódica	-72
El Tanque	2020	Variación anual	-72
El Tanque	2020	Tasa variación anual	-81.82
El Tanque	2020	Dato	16
Tegueste	2020	Tasa variación interperiódica	-12.50
Tegueste	2020	Variación interperiódica	-6
Tegueste	2020	Variación anual	-6
Tegueste	2020	Tasa variación anual	-12.50
Tegueste	2020	Dato	42
La Victoria de Acentejo	2020	Tasa variación interperiódica	-69.44
La Victoria de Acentejo	2020	Variación interperiódica	-50
La Victoria de Acentejo	2020	Variación anual	-50
La Victoria de Acentejo	2020	Tasa variación anual	-69.44
La Victoria de Acentejo	2020	Dato	22
Vilaflor de Chasna	2020	Tasa variación interperiódica	-48.72
Vilaflor de Chasna	2020	Variación interperiódica	-19
Vilaflor de Chasna	2020	Variación anual	-19
Vilaflor de Chasna	2020	Tasa variación anual	-48.72
Vilaflor de Chasna	2020	Dato	20
Adeje	2019	Tasa variación interperiódica	58.51
Adeje	2019	Variación interperiódica	849
Adeje	2019	Variación anual	849
Adeje	2019	Tasa variación anual	58.51
Adeje	2019	Dato	2300
Arafo	2019	Tasa variación interperiódica	223.08
Arafo	2019	Variación interperiódica	29
Arafo	2019	Variación anual	29
Arafo	2019	Tasa variación anual	223.08
Arafo	2019	Dato	42
Arico	2019	Tasa variación interperiódica	-43.59
Arico	2019	Variación interperiódica	-136
Arico	2019	Variación anual	-136
Arico	2019	Tasa variación anual	-43.59
Arico	2019	Dato	176
Arona	2019	Tasa variación interperiódica	12.92
Arona	2019	Variación interperiódica	402
Arona	2019	Variación anual	402
Arona	2019	Tasa variación anual	12.92
Arona	2019	Dato	3513
Buenavista del Norte	2019	Tasa variación interperiódica	-36.51
Buenavista del Norte	2019	Variación interperiódica	-23
Buenavista del Norte	2019	Variación anual	-23
Buenavista del Norte	2019	Tasa variación anual	-36.51
Buenavista del Norte	2019	Dato	40
Candelaria	2019	Tasa variación interperiódica	-31.32
Candelaria	2019	Variación interperiódica	-140
Candelaria	2019	Variación anual	-140
Candelaria	2019	Tasa variación anual	-31.32
Candelaria	2019	Dato	307
Fasnia	2019	Tasa variación interperiódica	-23.64
Fasnia	2019	Variación interperiódica	-13
Fasnia	2019	Variación anual	-13
Fasnia	2019	Tasa variación anual	-23.64
Fasnia	2019	Dato	42
Garachico	2019	Tasa variación interperiódica	-23.08
Garachico	2019	Variación interperiódica	-24
Garachico	2019	Variación anual	-24
Garachico	2019	Tasa variación anual	-23.08
Garachico	2019	Dato	80
Granadilla de Abona	2019	Tasa variación interperiódica	-25.73
Granadilla de Abona	2019	Variación interperiódica	-576
Granadilla de Abona	2019	Variación anual	-576
Granadilla de Abona	2019	Tasa variación anual	-25.73
Granadilla de Abona	2019	Dato	1663
La Guancha	2019	Tasa variación interperiódica	-79.09
La Guancha	2019	Variación interperiódica	-87
La Guancha	2019	Variación anual	-87
La Guancha	2019	Tasa variación anual	-79.09
La Guancha	2019	Dato	23
Guía de Isora	2019	Tasa variación interperiódica	-17.03
Guía de Isora	2019	Variación interperiódica	-134
Guía de Isora	2019	Variación anual	-134
Guía de Isora	2019	Tasa variación anual	-17.03
Guía de Isora	2019	Dato	653
Güímar	2019	Tasa variación interperiódica	-48.85
Güímar	2019	Variación interperiódica	-277
Güímar	2019	Variación anual	-277
Güímar	2019	Tasa variación anual	-48.85
Güímar	2019	Dato	290
Icod de los Vinos	2019	Tasa variación interperiódica	-38.57
Icod de los Vinos	2019	Variación interperiódica	-211
Icod de los Vinos	2019	Variación anual	-211
Icod de los Vinos	2019	Tasa variación anual	-38.57
Icod de los Vinos	2019	Dato	336
La Matanza de Acentejo	2019	Tasa variación interperiódica	-63.16
La Matanza de Acentejo	2019	Variación interperiódica	-72
La Matanza de Acentejo	2019	Variación anual	-72
La Matanza de Acentejo	2019	Tasa variación anual	-63.16
La Matanza de Acentejo	2019	Dato	42
La Orotava	2019	Tasa variación interperiódica	9.72
La Orotava	2019	Variación interperiódica	31
La Orotava	2019	Variación anual	31
La Orotava	2019	Tasa variación anual	9.72
La Orotava	2019	Dato	350
Puerto de la Cruz	2019	Tasa variación interperiódica	34.74
Puerto de la Cruz	2019	Variación interperiódica	197
Puerto de la Cruz	2019	Variación anual	197
Puerto de la Cruz	2019	Tasa variación anual	34.74
Puerto de la Cruz	2019	Dato	764
Los Realejos	2019	Tasa variación interperiódica	3.33
Los Realejos	2019	Variación interperiódica	9
Los Realejos	2019	Variación anual	9
Los Realejos	2019	Tasa variación anual	3.33
Los Realejos	2019	Dato	279
El Rosario	2019	Tasa variación interperiódica	74.67
El Rosario	2019	Variación interperiódica	56
El Rosario	2019	Variación anual	56
El Rosario	2019	Tasa variación anual	74.67
El Rosario	2019	Dato	131
San Cristóbal de La Laguna	2019	Tasa variación interperiódica	24.05
San Cristóbal de La Laguna	2019	Variación interperiódica	394
San Cristóbal de La Laguna	2019	Variación anual	394
San Cristóbal de La Laguna	2019	Tasa variación anual	24.05
San Cristóbal de La Laguna	2019	Dato	2032
San Juan de la Rambla	2019	Tasa variación interperiódica	63.16
San Juan de la Rambla	2019	Variación interperiódica	24
San Juan de la Rambla	2019	Variación anual	24
San Juan de la Rambla	2019	Tasa variación anual	63.16
San Juan de la Rambla	2019	Dato	62
San Miguel de Abona	2019	Tasa variación interperiódica	-25.67
San Miguel de Abona	2019	Variación interperiódica	-336
San Miguel de Abona	2019	Variación anual	-336
San Miguel de Abona	2019	Tasa variación anual	-25.67
San Miguel de Abona	2019	Dato	973
Santa Cruz de Tenerife	2019	Tasa variación interperiódica	-3.46
Santa Cruz de Tenerife	2019	Variación interperiódica	-88
Santa Cruz de Tenerife	2019	Variación anual	-88
Santa Cruz de Tenerife	2019	Tasa variación anual	-3.46
Santa Cruz de Tenerife	2019	Dato	2457
Santa Úrsula	2019	Tasa variación interperiódica	-45.25
Santa Úrsula	2019	Variación interperiódica	-119
Santa Úrsula	2019	Variación anual	-119
Santa Úrsula	2019	Tasa variación anual	-45.25
Santa Úrsula	2019	Dato	144
Santiago del Teide	2019	Tasa variación interperiódica	121.52
Santiago del Teide	2019	Variación interperiódica	384
Santiago del Teide	2019	Variación anual	384
Santiago del Teide	2019	Tasa variación anual	121.52
Santiago del Teide	2019	Dato	700
El Sauzal	2019	Tasa variación interperiódica	77.78
El Sauzal	2019	Variación interperiódica	28
El Sauzal	2019	Variación anual	28
El Sauzal	2019	Tasa variación anual	77.78
El Sauzal	2019	Dato	64
Los Silos	2019	Tasa variación interperiódica	-47.06
Los Silos	2019	Variación interperiódica	-8
Los Silos	2019	Variación anual	-8
Los Silos	2019	Tasa variación anual	-47.06
Los Silos	2019	Dato	9
Tacoronte	2019	Tasa variación interperiódica	-36.40
Tacoronte	2019	Variación interperiódica	-87
Tacoronte	2019	Variación anual	-87
Tacoronte	2019	Tasa variación anual	-36.40
Tacoronte	2019	Dato	152
El Tanque	2019	Tasa variación interperiódica	-13.73
El Tanque	2019	Variación interperiódica	-14
El Tanque	2019	Variación anual	-14
El Tanque	2019	Tasa variación anual	-13.73
El Tanque	2019	Dato	88
Tegueste	2019	Tasa variación interperiódica	-57.52
Tegueste	2019	Variación interperiódica	-65
Tegueste	2019	Variación anual	-65
Tegueste	2019	Tasa variación anual	-57.52
Tegueste	2019	Dato	48
La Victoria de Acentejo	2019	Tasa variación interperiódica	-37.93
La Victoria de Acentejo	2019	Variación interperiódica	-44
La Victoria de Acentejo	2019	Variación anual	-44
La Victoria de Acentejo	2019	Tasa variación anual	-37.93
La Victoria de Acentejo	2019	Dato	72
Vilaflor de Chasna	2019	Tasa variación interperiódica	-7.14
Vilaflor de Chasna	2019	Variación interperiódica	-3
Vilaflor de Chasna	2019	Variación anual	-3
Vilaflor de Chasna	2019	Tasa variación anual	-7.14
Vilaflor de Chasna	2019	Dato	39
Adeje	2018	Tasa variación interperiódica	-331.42
Adeje	2018	Variación interperiódica	2078
Adeje	2018	Variación anual	2078
Adeje	2018	Tasa variación anual	-331.42
Adeje	2018	Dato	1451
Arafo	2018	Tasa variación interperiódica	-74.51
Arafo	2018	Variación interperiódica	-38
Arafo	2018	Variación anual	-38
Arafo	2018	Tasa variación anual	-74.51
Arafo	2018	Dato	13
Arico	2018	Tasa variación interperiódica	-8.24
Arico	2018	Variación interperiódica	-28
Arico	2018	Variación anual	-28
Arico	2018	Tasa variación anual	-8.24
Arico	2018	Dato	312
Arona	2018	Tasa variación interperiódica	16.26
Arona	2018	Variación interperiódica	435
Arona	2018	Variación anual	435
Arona	2018	Tasa variación anual	16.26
Arona	2018	Dato	3111
Buenavista del Norte	2018	Tasa variación interperiódica	384.62
Buenavista del Norte	2018	Variación interperiódica	50
Buenavista del Norte	2018	Variación anual	50
Buenavista del Norte	2018	Tasa variación anual	384.62
Buenavista del Norte	2018	Dato	63
Candelaria	2018	Tasa variación interperiódica	-9.33
Candelaria	2018	Variación interperiódica	-46
Candelaria	2018	Variación anual	-46
Candelaria	2018	Tasa variación anual	-9.33
Candelaria	2018	Dato	447
Fasnia	2018	Tasa variación interperiódica	-5.17
Fasnia	2018	Variación interperiódica	-3
Fasnia	2018	Variación anual	-3
Fasnia	2018	Tasa variación anual	-5.17
Fasnia	2018	Dato	55
Garachico	2018	Tasa variación interperiódica	845.45
Garachico	2018	Variación interperiódica	93
Garachico	2018	Variación anual	93
Garachico	2018	Tasa variación anual	845.45
Garachico	2018	Dato	104
Granadilla de Abona	2018	Tasa variación interperiódica	16.98
Granadilla de Abona	2018	Variación interperiódica	325
Granadilla de Abona	2018	Variación anual	325
Granadilla de Abona	2018	Tasa variación anual	16.98
Granadilla de Abona	2018	Dato	2239
La Guancha	2018	Tasa variación interperiódica	746.15
La Guancha	2018	Variación interperiódica	97
La Guancha	2018	Variación anual	97
La Guancha	2018	Tasa variación anual	746.15
La Guancha	2018	Dato	110
Guía de Isora	2018	Tasa variación interperiódica	10.07
Guía de Isora	2018	Variación interperiódica	72
Guía de Isora	2018	Variación anual	72
Guía de Isora	2018	Tasa variación anual	10.07
Guía de Isora	2018	Dato	787
Güímar	2018	Tasa variación interperiódica	12.50
Güímar	2018	Variación interperiódica	63
Güímar	2018	Variación anual	63
Güímar	2018	Tasa variación anual	12.50
Güímar	2018	Dato	567
Icod de los Vinos	2018	Tasa variación interperiódica	88.62
Icod de los Vinos	2018	Variación interperiódica	257
Icod de los Vinos	2018	Variación anual	257
Icod de los Vinos	2018	Tasa variación anual	88.62
Icod de los Vinos	2018	Dato	547
La Matanza de Acentejo	2018	Tasa variación interperiódica	21.28
La Matanza de Acentejo	2018	Variación interperiódica	20
La Matanza de Acentejo	2018	Variación anual	20
La Matanza de Acentejo	2018	Tasa variación anual	21.28
La Matanza de Acentejo	2018	Dato	114
La Orotava	2018	Tasa variación interperiódica	-0.31
La Orotava	2018	Variación interperiódica	-1
La Orotava	2018	Variación anual	-1
La Orotava	2018	Tasa variación anual	-0.31
La Orotava	2018	Dato	319
Puerto de la Cruz	2018	Tasa variación interperiódica	-31.77
Puerto de la Cruz	2018	Variación interperiódica	-264
Puerto de la Cruz	2018	Variación anual	-264
Puerto de la Cruz	2018	Tasa variación anual	-31.77
Puerto de la Cruz	2018	Dato	567
Los Realejos	2018	Tasa variación interperiódica	60.71
Los Realejos	2018	Variación interperiódica	102
Los Realejos	2018	Variación anual	102
Los Realejos	2018	Tasa variación anual	60.71
Los Realejos	2018	Dato	270
El Rosario	2018	Tasa variación interperiódica	7400.00
El Rosario	2018	Variación interperiódica	74
El Rosario	2018	Variación anual	74
El Rosario	2018	Tasa variación anual	7400.00
El Rosario	2018	Dato	75
San Cristóbal de La Laguna	2018	Tasa variación interperiódica	-17.94
San Cristóbal de La Laguna	2018	Variación interperiódica	-358
San Cristóbal de La Laguna	2018	Variación anual	-358
San Cristóbal de La Laguna	2018	Tasa variación anual	-17.94
San Cristóbal de La Laguna	2018	Dato	1638
San Juan de la Rambla	2018	Tasa variación interperiódica	1166.67
San Juan de la Rambla	2018	Variación interperiódica	35
San Juan de la Rambla	2018	Variación anual	35
San Juan de la Rambla	2018	Tasa variación anual	1166.67
San Juan de la Rambla	2018	Dato	38
San Miguel de Abona	2018	Tasa variación interperiódica	10.19
San Miguel de Abona	2018	Variación interperiódica	121
San Miguel de Abona	2018	Variación anual	121
San Miguel de Abona	2018	Tasa variación anual	10.19
San Miguel de Abona	2018	Dato	1309
Santa Cruz de Tenerife	2018	Tasa variación interperiódica	26.37
Santa Cruz de Tenerife	2018	Variación interperiódica	531
Santa Cruz de Tenerife	2018	Variación anual	531
Santa Cruz de Tenerife	2018	Tasa variación anual	26.37
Santa Cruz de Tenerife	2018	Dato	2545
Santa Úrsula	2018	Tasa variación interperiódica	-3.66
Santa Úrsula	2018	Variación interperiódica	-10
Santa Úrsula	2018	Variación anual	-10
Santa Úrsula	2018	Tasa variación anual	-3.66
Santa Úrsula	2018	Dato	263
Santiago del Teide	2018	Tasa variación interperiódica	-53.73
Santiago del Teide	2018	Variación interperiódica	-367
Santiago del Teide	2018	Variación anual	-367
Santiago del Teide	2018	Tasa variación anual	-53.73
Santiago del Teide	2018	Dato	316
El Sauzal	2018	Tasa variación interperiódica	-30.77
El Sauzal	2018	Variación interperiódica	-16
El Sauzal	2018	Variación anual	-16
El Sauzal	2018	Tasa variación anual	-30.77
El Sauzal	2018	Dato	36
Los Silos	2018	Tasa variación interperiódica	-168.00
Los Silos	2018	Variación interperiódica	42
Los Silos	2018	Variación anual	42
Los Silos	2018	Tasa variación anual	-168.00
Los Silos	2018	Dato	17
Tacoronte	2018	Tasa variación interperiódica	52.23
Tacoronte	2018	Variación interperiódica	82
Tacoronte	2018	Variación anual	82
Tacoronte	2018	Tasa variación anual	52.23
Tacoronte	2018	Dato	239
El Tanque	2018	Tasa variación interperiódica	126.67
El Tanque	2018	Variación interperiódica	57
El Tanque	2018	Variación anual	57
El Tanque	2018	Tasa variación anual	126.67
El Tanque	2018	Dato	102
Tegueste	2018	Tasa variación interperiódica	16.49
Tegueste	2018	Variación interperiódica	16
Tegueste	2018	Variación anual	16
Tegueste	2018	Tasa variación anual	16.49
Tegueste	2018	Dato	113
La Victoria de Acentejo	2018	Tasa variación interperiódica	169.77
La Victoria de Acentejo	2018	Variación interperiódica	73
La Victoria de Acentejo	2018	Variación anual	73
La Victoria de Acentejo	2018	Tasa variación anual	169.77
La Victoria de Acentejo	2018	Dato	116
Vilaflor de Chasna	2018	Tasa variación interperiódica	-240.00
Vilaflor de Chasna	2018	Variación interperiódica	72
Vilaflor de Chasna	2018	Variación anual	72
Vilaflor de Chasna	2018	Tasa variación anual	-240.00
Vilaflor de Chasna	2018	Dato	42
Adeje	2017	Tasa variación interperiódica	-142.48
Adeje	2017	Variación interperiódica	-2103
Adeje	2017	Variación anual	-2103
Adeje	2017	Tasa variación anual	-142.48
