GEOGRAPHICAL	TIME	MEASURE	OBS_VALUE
El Sauzal	2023 Cuarto trimestre	Dato	293
El Sauzal	2023 Cuarto trimestre	Tasa variación anual	-3.93
Los Silos	2023 Cuarto trimestre	Variación anual	-5
Los Silos	2023 Cuarto trimestre	Variación interperiódica	-2
Los Silos	2023 Cuarto trimestre	Tasa variación interperiódica	-1.50
Los Silos	2023 Cuarto trimestre	Dato	131
Los Silos	2023 Cuarto trimestre	Tasa variación anual	-3.68
Tacoronte	2023 Cuarto trimestre	Variación anual	-27
Tacoronte	2023 Cuarto trimestre	Variación interperiódica	-6
Tacoronte	2023 Cuarto trimestre	Tasa variación interperiódica	-0.54
Tacoronte	2023 Cuarto trimestre	Dato	1106
Tacoronte	2023 Cuarto trimestre	Tasa variación anual	-2.38
El Tanque	2023 Cuarto trimestre	Variación anual	-1
El Tanque	2023 Cuarto trimestre	Variación interperiódica	-2
El Tanque	2023 Cuarto trimestre	Tasa variación interperiódica	-2.60
El Tanque	2023 Cuarto trimestre	Dato	75
El Tanque	2023 Cuarto trimestre	Tasa variación anual	-1.32
Tegueste	2023 Cuarto trimestre	Variación anual	-9
Tegueste	2023 Cuarto trimestre	Variación interperiódica	6
Tegueste	2023 Cuarto trimestre	Tasa variación interperiódica	1.50
Tegueste	2023 Cuarto trimestre	Dato	406
Tegueste	2023 Cuarto trimestre	Tasa variación anual	-2.17
La Victoria de Acentejo	2023 Cuarto trimestre	Variación anual	15
La Victoria de Acentejo	2023 Cuarto trimestre	Variación interperiódica	8
La Victoria de Acentejo	2023 Cuarto trimestre	Tasa variación interperiódica	2.19
La Victoria de Acentejo	2023 Cuarto trimestre	Dato	374
La Victoria de Acentejo	2023 Cuarto trimestre	Tasa variación anual	4.18
Vilaflor de Chasna	2023 Cuarto trimestre	Variación anual	-2
Vilaflor de Chasna	2023 Cuarto trimestre	Variación interperiódica	4
Vilaflor de Chasna	2023 Cuarto trimestre	Tasa variación interperiódica	4.88
Vilaflor de Chasna	2023 Cuarto trimestre	Dato	86
Vilaflor de Chasna	2023 Cuarto trimestre	Tasa variación anual	-2.27
Adeje	2023 Tercer trimestre	Variación anual	218
Adeje	2023 Tercer trimestre	Variación interperiódica	6
Adeje	2023 Tercer trimestre	Tasa variación interperiódica	0.14
Adeje	2023 Tercer trimestre	Dato	4214
Adeje	2023 Tercer trimestre	Tasa variación anual	5.46
Arafo	2023 Tercer trimestre	Variación anual	78
Arafo	2023 Tercer trimestre	Variación interperiódica	2
Arafo	2023 Tercer trimestre	Tasa variación interperiódica	0.12
Arafo	2023 Tercer trimestre	Dato	1638
Arafo	2023 Tercer trimestre	Tasa variación anual	5.00
Arico	2023 Tercer trimestre	Variación anual	-7
Arico	2023 Tercer trimestre	Variación interperiódica	-1
Arico	2023 Tercer trimestre	Tasa variación interperiódica	-0.36
Arico	2023 Tercer trimestre	Dato	276
Arico	2023 Tercer trimestre	Tasa variación anual	-2.47
Arona	2023 Tercer trimestre	Variación anual	-6
Arona	2023 Tercer trimestre	Variación interperiódica	-63
Arona	2023 Tercer trimestre	Tasa variación interperiódica	-1.24
Arona	2023 Tercer trimestre	Dato	5023
Arona	2023 Tercer trimestre	Tasa variación anual	-0.12
Buenavista del Norte	2023 Tercer trimestre	Variación anual	-6
Buenavista del Norte	2023 Tercer trimestre	Variación interperiódica	-3
Buenavista del Norte	2023 Tercer trimestre	Tasa variación interperiódica	-2.59
Buenavista del Norte	2023 Tercer trimestre	Dato	113
Buenavista del Norte	2023 Tercer trimestre	Tasa variación anual	-5.04
Candelaria	2023 Tercer trimestre	Variación anual	33
Candelaria	2023 Tercer trimestre	Variación interperiódica	7
Candelaria	2023 Tercer trimestre	Tasa variación interperiódica	0.54
Candelaria	2023 Tercer trimestre	Dato	1314
Candelaria	2023 Tercer trimestre	Tasa variación anual	2.58
Fasnia	2023 Tercer trimestre	Variación anual	6
Fasnia	2023 Tercer trimestre	Variación interperiódica	-1
Fasnia	2023 Tercer trimestre	Tasa variación interperiódica	-0.68
Fasnia	2023 Tercer trimestre	Dato	145
Fasnia	2023 Tercer trimestre	Tasa variación anual	4.32
Garachico	2023 Tercer trimestre	Variación anual	-8
Garachico	2023 Tercer trimestre	Variación interperiódica	2
Garachico	2023 Tercer trimestre	Tasa variación interperiódica	1.52
Garachico	2023 Tercer trimestre	Dato	134
Garachico	2023 Tercer trimestre	Tasa variación anual	-5.63
Granadilla de Abona	2023 Tercer trimestre	Variación anual	27
Granadilla de Abona	2023 Tercer trimestre	Variación interperiódica	-59
Granadilla de Abona	2023 Tercer trimestre	Tasa variación interperiódica	-2.89
Granadilla de Abona	2023 Tercer trimestre	Dato	1980
Granadilla de Abona	2023 Tercer trimestre	Tasa variación anual	1.38
La Guancha	2023 Tercer trimestre	Variación anual	-7
La Guancha	2023 Tercer trimestre	Variación interperiódica	-2
La Guancha	2023 Tercer trimestre	Tasa variación interperiódica	-0.77
La Guancha	2023 Tercer trimestre	Dato	259
La Guancha	2023 Tercer trimestre	Tasa variación anual	-2.63
Guía de Isora	2023 Tercer trimestre	Variación anual	18
Guía de Isora	2023 Tercer trimestre	Variación interperiódica	-15
Guía de Isora	2023 Tercer trimestre	Tasa variación interperiódica	-1.93
Guía de Isora	2023 Tercer trimestre	Dato	764
Guía de Isora	2023 Tercer trimestre	Tasa variación anual	2.41
Güímar	2023 Tercer trimestre	Variación anual	-17
Güímar	2023 Tercer trimestre	Variación interperiódica	20
Güímar	2023 Tercer trimestre	Tasa variación interperiódica	0.98
Güímar	2023 Tercer trimestre	Dato	2064
Güímar	2023 Tercer trimestre	Tasa variación anual	-0.82
Icod de los Vinos	2023 Tercer trimestre	Variación anual	48
Icod de los Vinos	2023 Tercer trimestre	Variación interperiódica	12
Icod de los Vinos	2023 Tercer trimestre	Tasa variación interperiódica	0.68
Icod de los Vinos	2023 Tercer trimestre	Dato	1773
Icod de los Vinos	2023 Tercer trimestre	Tasa variación anual	2.78
La Matanza de Acentejo	2023 Tercer trimestre	Variación anual	25
La Matanza de Acentejo	2023 Tercer trimestre	Variación interperiódica	14
La Matanza de Acentejo	2023 Tercer trimestre	Tasa variación interperiódica	4.96
La Matanza de Acentejo	2023 Tercer trimestre	Dato	296
La Matanza de Acentejo	2023 Tercer trimestre	Tasa variación anual	9.23
La Orotava	2023 Tercer trimestre	Variación anual	44
La Orotava	2023 Tercer trimestre	Variación interperiódica	25
La Orotava	2023 Tercer trimestre	Tasa variación interperiódica	0.83
La Orotava	2023 Tercer trimestre	Dato	3023
La Orotava	2023 Tercer trimestre	Tasa variación anual	1.48
Puerto de La Cruz	2023 Tercer trimestre	Variación anual	53
Puerto de La Cruz	2023 Tercer trimestre	Variación interperiódica	-2
Puerto de La Cruz	2023 Tercer trimestre	Tasa variación interperiódica	-0.10
Puerto de La Cruz	2023 Tercer trimestre	Dato	1935
Puerto de La Cruz	2023 Tercer trimestre	Tasa variación anual	2.82
Los Realejos	2023 Tercer trimestre	Variación anual	36
Los Realejos	2023 Tercer trimestre	Variación interperiódica	23
Los Realejos	2023 Tercer trimestre	Tasa variación interperiódica	1.48
Los Realejos	2023 Tercer trimestre	Dato	1581
Los Realejos	2023 Tercer trimestre	Tasa variación anual	2.33
El Rosario	2023 Tercer trimestre	Variación anual	70
El Rosario	2023 Tercer trimestre	Variación interperiódica	27
El Rosario	2023 Tercer trimestre	Tasa variación interperiódica	1.35
El Rosario	2023 Tercer trimestre	Dato	2034
El Rosario	2023 Tercer trimestre	Tasa variación anual	3.56
San Cristóbal de La Laguna	2023 Tercer trimestre	Variación anual	287
San Cristóbal de La Laguna	2023 Tercer trimestre	Variación interperiódica	25
San Cristóbal de La Laguna	2023 Tercer trimestre	Tasa variación interperiódica	0.21
San Cristóbal de La Laguna	2023 Tercer trimestre	Dato	12079
San Cristóbal de La Laguna	2023 Tercer trimestre	Tasa variación anual	2.43
San Juan de la Rambla	2023 Tercer trimestre	Variación anual	3
San Juan de la Rambla	2023 Tercer trimestre	Variación interperiódica	-4
San Juan de la Rambla	2023 Tercer trimestre	Tasa variación interperiódica	-2.45
San Juan de la Rambla	2023 Tercer trimestre	Dato	159
San Juan de la Rambla	2023 Tercer trimestre	Tasa variación anual	1.92
San Miguel de Abona	2023 Tercer trimestre	Variación anual	160
San Miguel de Abona	2023 Tercer trimestre	Variación interperiódica	20
San Miguel de Abona	2023 Tercer trimestre	Tasa variación interperiódica	0.90
San Miguel de Abona	2023 Tercer trimestre	Dato	2247
San Miguel de Abona	2023 Tercer trimestre	Tasa variación anual	7.67
Santa Cruz de Tenerife	2023 Tercer trimestre	Variación anual	575
Santa Cruz de Tenerife	2023 Tercer trimestre	Variación interperiódica	151
Santa Cruz de Tenerife	2023 Tercer trimestre	Tasa variación interperiódica	0.67
Santa Cruz de Tenerife	2023 Tercer trimestre	Dato	22763
Santa Cruz de Tenerife	2023 Tercer trimestre	Tasa variación anual	2.59
Santa Úrsula	2023 Tercer trimestre	Variación anual	-5
Santa Úrsula	2023 Tercer trimestre	Variación interperiódica	-5
Santa Úrsula	2023 Tercer trimestre	Tasa variación interperiódica	-0.55
Santa Úrsula	2023 Tercer trimestre	Dato	907
Santa Úrsula	2023 Tercer trimestre	Tasa variación anual	-0.55
Santiago del Teide	2023 Tercer trimestre	Variación anual	1
Santiago del Teide	2023 Tercer trimestre	Variación interperiódica	-3
Santiago del Teide	2023 Tercer trimestre	Tasa variación interperiódica	-0.69
Santiago del Teide	2023 Tercer trimestre	Dato	431
Santiago del Teide	2023 Tercer trimestre	Tasa variación anual	0.23
El Sauzal	2023 Tercer trimestre	Variación anual	-17
El Sauzal	2023 Tercer trimestre	Variación interperiódica	9
El Sauzal	2023 Tercer trimestre	Tasa variación interperiódica	3.23
El Sauzal	2023 Tercer trimestre	Dato	288
El Sauzal	2023 Tercer trimestre	Tasa variación anual	-5.57
Los Silos	2023 Tercer trimestre	Variación anual	0
Los Silos	2023 Tercer trimestre	Variación interperiódica	2
Los Silos	2023 Tercer trimestre	Tasa variación interperiódica	1.53
Los Silos	2023 Tercer trimestre	Dato	133
Los Silos	2023 Tercer trimestre	Tasa variación anual	0.00
Tacoronte	2023 Tercer trimestre	Variación anual	-1
Tacoronte	2023 Tercer trimestre	Variación interperiódica	-28
Tacoronte	2023 Tercer trimestre	Tasa variación interperiódica	-2.46
Tacoronte	2023 Tercer trimestre	Dato	1112
Tacoronte	2023 Tercer trimestre	Tasa variación anual	-0.09
El Tanque	2023 Tercer trimestre	Variación anual	-2
El Tanque	2023 Tercer trimestre	Variación interperiódica	-5
El Tanque	2023 Tercer trimestre	Tasa variación interperiódica	-6.10
El Tanque	2023 Tercer trimestre	Dato	77
El Tanque	2023 Tercer trimestre	Tasa variación anual	-2.53
Tegueste	2023 Tercer trimestre	Variación anual	-18
Tegueste	2023 Tercer trimestre	Variación interperiódica	-2
Tegueste	2023 Tercer trimestre	Tasa variación interperiódica	-0.50
Tegueste	2023 Tercer trimestre	Dato	400
Tegueste	2023 Tercer trimestre	Tasa variación anual	-4.31
La Victoria de Acentejo	2023 Tercer trimestre	Variación anual	25
La Victoria de Acentejo	2023 Tercer trimestre	Variación interperiódica	5
La Victoria de Acentejo	2023 Tercer trimestre	Tasa variación interperiódica	1.39
La Victoria de Acentejo	2023 Tercer trimestre	Dato	366
La Victoria de Acentejo	2023 Tercer trimestre	Tasa variación anual	7.33
Vilaflor de Chasna	2023 Tercer trimestre	Variación anual	-4
Vilaflor de Chasna	2023 Tercer trimestre	Variación interperiódica	7
Vilaflor de Chasna	2023 Tercer trimestre	Tasa variación interperiódica	9.33
Vilaflor de Chasna	2023 Tercer trimestre	Dato	82
Vilaflor de Chasna	2023 Tercer trimestre	Tasa variación anual	-4.65
Adeje	2023 Segundo trimestre	Variación anual	296
Adeje	2023 Segundo trimestre	Variación interperiódica	29
Adeje	2023 Segundo trimestre	Tasa variación interperiódica	0.69
Adeje	2023 Segundo trimestre	Dato	4208
Adeje	2023 Segundo trimestre	Tasa variación anual	7.57
Arafo	2023 Segundo trimestre	Variación anual	76
Arafo	2023 Segundo trimestre	Variación interperiódica	52
Arafo	2023 Segundo trimestre	Tasa variación interperiódica	3.28
Arafo	2023 Segundo trimestre	Dato	1636
Arafo	2023 Segundo trimestre	Tasa variación anual	4.87
Arico	2023 Segundo trimestre	Variación anual	-11
Arico	2023 Segundo trimestre	Variación interperiódica	0
Arico	2023 Segundo trimestre	Tasa variación interperiódica	0.00
Arico	2023 Segundo trimestre	Dato	277
Arico	2023 Segundo trimestre	Tasa variación anual	-3.82
Arona	2023 Segundo trimestre	Variación anual	90
Arona	2023 Segundo trimestre	Variación interperiódica	18
Arona	2023 Segundo trimestre	Tasa variación interperiódica	0.36
Arona	2023 Segundo trimestre	Dato	5086
Arona	2023 Segundo trimestre	Tasa variación anual	1.80
Buenavista del Norte	2023 Segundo trimestre	Variación anual	-6
Buenavista del Norte	2023 Segundo trimestre	Variación interperiódica	-2
Buenavista del Norte	2023 Segundo trimestre	Tasa variación interperiódica	-1.69
Buenavista del Norte	2023 Segundo trimestre	Dato	116
Buenavista del Norte	2023 Segundo trimestre	Tasa variación anual	-4.92
Candelaria	2023 Segundo trimestre	Variación anual	49
Candelaria	2023 Segundo trimestre	Variación interperiódica	30
Candelaria	2023 Segundo trimestre	Tasa variación interperiódica	2.35
Candelaria	2023 Segundo trimestre	Dato	1307
Candelaria	2023 Segundo trimestre	Tasa variación anual	3.90
Fasnia	2023 Segundo trimestre	Variación anual	17
Fasnia	2023 Segundo trimestre	Variación interperiódica	4
Fasnia	2023 Segundo trimestre	Tasa variación interperiódica	2.82
Fasnia	2023 Segundo trimestre	Dato	146
Fasnia	2023 Segundo trimestre	Tasa variación anual	13.18
Garachico	2023 Segundo trimestre	Variación anual	-4
Garachico	2023 Segundo trimestre	Variación interperiódica	2
Garachico	2023 Segundo trimestre	Tasa variación interperiódica	1.54
Garachico	2023 Segundo trimestre	Dato	132
Garachico	2023 Segundo trimestre	Tasa variación anual	-2.94
Granadilla de Abona	2023 Segundo trimestre	Variación anual	86
Granadilla de Abona	2023 Segundo trimestre	Variación interperiódica	13
Granadilla de Abona	2023 Segundo trimestre	Tasa variación interperiódica	0.64
Granadilla de Abona	2023 Segundo trimestre	Dato	2039
Granadilla de Abona	2023 Segundo trimestre	Tasa variación anual	4.40
La Guancha	2023 Segundo trimestre	Variación anual	6
La Guancha	2023 Segundo trimestre	Variación interperiódica	11
La Guancha	2023 Segundo trimestre	Tasa variación interperiódica	4.40
La Guancha	2023 Segundo trimestre	Dato	261
La Guancha	2023 Segundo trimestre	Tasa variación anual	2.35
Guía de Isora	2023 Segundo trimestre	Variación anual	33
Guía de Isora	2023 Segundo trimestre	Variación interperiódica	18
Guía de Isora	2023 Segundo trimestre	Tasa variación interperiódica	2.37
Guía de Isora	2023 Segundo trimestre	Dato	779
Guía de Isora	2023 Segundo trimestre	Tasa variación anual	4.42
Güímar	2023 Segundo trimestre	Variación anual	94
Güímar	2023 Segundo trimestre	Variación interperiódica	24
Güímar	2023 Segundo trimestre	Tasa variación interperiódica	1.19
Güímar	2023 Segundo trimestre	Dato	2044
Güímar	2023 Segundo trimestre	Tasa variación anual	4.82
Icod de los Vinos	2023 Segundo trimestre	Variación anual	39
Icod de los Vinos	2023 Segundo trimestre	Variación interperiódica	30
Icod de los Vinos	2023 Segundo trimestre	Tasa variación interperiódica	1.73
Icod de los Vinos	2023 Segundo trimestre	Dato	1761
Icod de los Vinos	2023 Segundo trimestre	Tasa variación anual	2.26
La Matanza de Acentejo	2023 Segundo trimestre	Variación anual	9
La Matanza de Acentejo	2023 Segundo trimestre	Variación interperiódica	10
La Matanza de Acentejo	2023 Segundo trimestre	Tasa variación interperiódica	3.68
La Matanza de Acentejo	2023 Segundo trimestre	Dato	282
La Matanza de Acentejo	2023 Segundo trimestre	Tasa variación anual	3.30
La Orotava	2023 Segundo trimestre	Variación anual	49
La Orotava	2023 Segundo trimestre	Variación interperiódica	40
La Orotava	2023 Segundo trimestre	Tasa variación interperiódica	1.35
La Orotava	2023 Segundo trimestre	Dato	2998
La Orotava	2023 Segundo trimestre	Tasa variación anual	1.66
Puerto de La Cruz	2023 Segundo trimestre	Variación anual	63
Puerto de La Cruz	2023 Segundo trimestre	Variación interperiódica	10
Puerto de La Cruz	2023 Segundo trimestre	Tasa variación interperiódica	0.52
Puerto de La Cruz	2023 Segundo trimestre	Dato	1937
Puerto de La Cruz	2023 Segundo trimestre	Tasa variación anual	3.36
Los Realejos	2023 Segundo trimestre	Variación anual	34
Los Realejos	2023 Segundo trimestre	Variación interperiódica	-1
Los Realejos	2023 Segundo trimestre	Tasa variación interperiódica	-0.06
Los Realejos	2023 Segundo trimestre	Dato	1558
Los Realejos	2023 Segundo trimestre	Tasa variación anual	2.23
El Rosario	2023 Segundo trimestre	Variación anual	84
El Rosario	2023 Segundo trimestre	Variación interperiódica	24
El Rosario	2023 Segundo trimestre	Tasa variación interperiódica	1.21
El Rosario	2023 Segundo trimestre	Dato	2007
El Rosario	2023 Segundo trimestre	Tasa variación anual	4.37
San Cristóbal de La Laguna	2023 Segundo trimestre	Variación anual	229
San Cristóbal de La Laguna	2023 Segundo trimestre	Variación interperiódica	237
San Cristóbal de La Laguna	2023 Segundo trimestre	Tasa variación interperiódica	2.01
San Cristóbal de La Laguna	2023 Segundo trimestre	Dato	12054
San Cristóbal de La Laguna	2023 Segundo trimestre	Tasa variación anual	1.94
San Juan de la Rambla	2023 Segundo trimestre	Variación anual	8
San Juan de la Rambla	2023 Segundo trimestre	Variación interperiódica	7
San Juan de la Rambla	2023 Segundo trimestre	Tasa variación interperiódica	4.49
San Juan de la Rambla	2023 Segundo trimestre	Dato	163
San Juan de la Rambla	2023 Segundo trimestre	Tasa variación anual	5.16
San Miguel de Abona	2023 Segundo trimestre	Variación anual	133
San Miguel de Abona	2023 Segundo trimestre	Variación interperiódica	30
San Miguel de Abona	2023 Segundo trimestre	Tasa variación interperiódica	1.37
San Miguel de Abona	2023 Segundo trimestre	Dato	2227
San Miguel de Abona	2023 Segundo trimestre	Tasa variación anual	6.35
Santa Cruz de Tenerife	2023 Segundo trimestre	Variación anual	521
Santa Cruz de Tenerife	2023 Segundo trimestre	Variación interperiódica	462
Santa Cruz de Tenerife	2023 Segundo trimestre	Tasa variación interperiódica	2.09
Santa Cruz de Tenerife	2023 Segundo trimestre	Dato	22612
Santa Cruz de Tenerife	2023 Segundo trimestre	Tasa variación anual	2.36
Santa Úrsula	2023 Segundo trimestre	Variación anual	0
Santa Úrsula	2023 Segundo trimestre	Variación interperiódica	23
Santa Úrsula	2023 Segundo trimestre	Tasa variación interperiódica	2.59
Santa Úrsula	2023 Segundo trimestre	Dato	912
Santa Úrsula	2023 Segundo trimestre	Tasa variación anual	0.00
Santiago del Teide	2023 Segundo trimestre	Variación anual	11
Santiago del Teide	2023 Segundo trimestre	Variación interperiódica	9
Santiago del Teide	2023 Segundo trimestre	Tasa variación interperiódica	2.12
Santiago del Teide	2023 Segundo trimestre	Dato	434
Santiago del Teide	2023 Segundo trimestre	Tasa variación anual	2.60
El Sauzal	2023 Segundo trimestre	Variación anual	-23
El Sauzal	2023 Segundo trimestre	Variación interperiódica	-13
El Sauzal	2023 Segundo trimestre	Tasa variación interperiódica	-4.45
El Sauzal	2023 Segundo trimestre	Dato	279
El Sauzal	2023 Segundo trimestre	Tasa variación anual	-7.62
Los Silos	2023 Segundo trimestre	Variación anual	-3
Los Silos	2023 Segundo trimestre	Variación interperiódica	-2
Los Silos	2023 Segundo trimestre	Tasa variación interperiódica	-1.50
Los Silos	2023 Segundo trimestre	Dato	131
Los Silos	2023 Segundo trimestre	Tasa variación anual	-2.24
Tacoronte	2023 Segundo trimestre	Variación anual	14
Tacoronte	2023 Segundo trimestre	Variación interperiódica	26
