GEOGRAPHICAL	TIME	MEASURE	OBS_VALUE
Buenavista del Norte	2023 Tercer trimestre	Variación interperiódica	14
Buenavista del Norte	2023 Tercer trimestre	Tasa variación interperiódica	1.59
Buenavista del Norte	2023 Tercer trimestre	Dato	896
Buenavista del Norte	2023 Tercer trimestre	Tasa variación anual	2.05
Candelaria	2023 Tercer trimestre	Variación anual	148
Candelaria	2023 Tercer trimestre	Variación interperiódica	-84
Candelaria	2023 Tercer trimestre	Tasa variación interperiódica	-1.35
Candelaria	2023 Tercer trimestre	Dato	6160
Candelaria	2023 Tercer trimestre	Tasa variación anual	2.46
Fasnia	2023 Tercer trimestre	Variación anual	7
Fasnia	2023 Tercer trimestre	Variación interperiódica	3
Fasnia	2023 Tercer trimestre	Tasa variación interperiódica	0.77
Fasnia	2023 Tercer trimestre	Dato	395
Fasnia	2023 Tercer trimestre	Tasa variación anual	1.80
Garachico	2023 Tercer trimestre	Variación anual	10
Garachico	2023 Tercer trimestre	Variación interperiódica	-13
Garachico	2023 Tercer trimestre	Tasa variación interperiódica	-1.41
Garachico	2023 Tercer trimestre	Dato	911
Garachico	2023 Tercer trimestre	Tasa variación anual	1.11
Granadilla de Abona	2023 Tercer trimestre	Variación anual	863
Granadilla de Abona	2023 Tercer trimestre	Variación interperiódica	153
Granadilla de Abona	2023 Tercer trimestre	Tasa variación interperiódica	1.35
Granadilla de Abona	2023 Tercer trimestre	Dato	11514
Granadilla de Abona	2023 Tercer trimestre	Tasa variación anual	8.10
La Guancha	2023 Tercer trimestre	Variación anual	5
La Guancha	2023 Tercer trimestre	Variación interperiódica	9
La Guancha	2023 Tercer trimestre	Tasa variación interperiódica	1.02
La Guancha	2023 Tercer trimestre	Dato	891
La Guancha	2023 Tercer trimestre	Tasa variación anual	0.56
Guía de Isora	2023 Tercer trimestre	Variación anual	224
Guía de Isora	2023 Tercer trimestre	Variación interperiódica	57
Guía de Isora	2023 Tercer trimestre	Tasa variación interperiódica	1.07
Guía de Isora	2023 Tercer trimestre	Dato	5376
Guía de Isora	2023 Tercer trimestre	Tasa variación anual	4.35
Güímar	2023 Tercer trimestre	Variación anual	88
Güímar	2023 Tercer trimestre	Variación interperiódica	113
Güímar	2023 Tercer trimestre	Tasa variación interperiódica	2.43
Güímar	2023 Tercer trimestre	Dato	4765
Güímar	2023 Tercer trimestre	Tasa variación anual	1.88
Icod de los Vinos	2023 Tercer trimestre	Variación anual	119
Icod de los Vinos	2023 Tercer trimestre	Variación interperiódica	-60
Icod de los Vinos	2023 Tercer trimestre	Tasa variación interperiódica	-1.47
Icod de los Vinos	2023 Tercer trimestre	Dato	4021
Icod de los Vinos	2023 Tercer trimestre	Tasa variación anual	3.05
La Matanza de Acentejo	2023 Tercer trimestre	Variación anual	48
La Matanza de Acentejo	2023 Tercer trimestre	Variación interperiódica	-2
La Matanza de Acentejo	2023 Tercer trimestre	Tasa variación interperiódica	-0.12
La Matanza de Acentejo	2023 Tercer trimestre	Dato	1680
La Matanza de Acentejo	2023 Tercer trimestre	Tasa variación anual	2.94
La Orotava	2023 Tercer trimestre	Variación anual	94
La Orotava	2023 Tercer trimestre	Variación interperiódica	-64
La Orotava	2023 Tercer trimestre	Tasa variación interperiódica	-0.68
La Orotava	2023 Tercer trimestre	Dato	9375
La Orotava	2023 Tercer trimestre	Tasa variación anual	1.01
Puerto de La Cruz	2023 Tercer trimestre	Variación anual	1144
Puerto de La Cruz	2023 Tercer trimestre	Variación interperiódica	104
Puerto de La Cruz	2023 Tercer trimestre	Tasa variación interperiódica	0.78
Puerto de La Cruz	2023 Tercer trimestre	Dato	13479
Puerto de La Cruz	2023 Tercer trimestre	Tasa variación anual	9.27
Los Realejos	2023 Tercer trimestre	Variación anual	283
Los Realejos	2023 Tercer trimestre	Variación interperiódica	19
Los Realejos	2023 Tercer trimestre	Tasa variación interperiódica	0.32
Los Realejos	2023 Tercer trimestre	Dato	5903
Los Realejos	2023 Tercer trimestre	Tasa variación anual	5.04
El Rosario	2023 Tercer trimestre	Variación anual	66
El Rosario	2023 Tercer trimestre	Variación interperiódica	64
El Rosario	2023 Tercer trimestre	Tasa variación interperiódica	1.17
El Rosario	2023 Tercer trimestre	Dato	5546
El Rosario	2023 Tercer trimestre	Tasa variación anual	1.20
San Cristóbal de La Laguna	2023 Tercer trimestre	Variación anual	40
San Cristóbal de La Laguna	2023 Tercer trimestre	Variación interperiódica	1133
San Cristóbal de La Laguna	2023 Tercer trimestre	Tasa variación interperiódica	2.01
San Cristóbal de La Laguna	2023 Tercer trimestre	Dato	57587
San Cristóbal de La Laguna	2023 Tercer trimestre	Tasa variación anual	0.07
San Juan de la Rambla	2023 Tercer trimestre	Variación anual	-8
San Juan de la Rambla	2023 Tercer trimestre	Variación interperiódica	-6
San Juan de la Rambla	2023 Tercer trimestre	Tasa variación interperiódica	-0.96
San Juan de la Rambla	2023 Tercer trimestre	Dato	617
San Juan de la Rambla	2023 Tercer trimestre	Tasa variación anual	-1.28
San Miguel de Abona	2023 Tercer trimestre	Variación anual	645
San Miguel de Abona	2023 Tercer trimestre	Variación interperiódica	253
San Miguel de Abona	2023 Tercer trimestre	Tasa variación interperiódica	3.26
San Miguel de Abona	2023 Tercer trimestre	Dato	8002
San Miguel de Abona	2023 Tercer trimestre	Tasa variación anual	8.77
Santa Cruz de Tenerife	2023 Tercer trimestre	Variación anual	5964
Santa Cruz de Tenerife	2023 Tercer trimestre	Variación interperiódica	3433
Santa Cruz de Tenerife	2023 Tercer trimestre	Tasa variación interperiódica	2.71
Santa Cruz de Tenerife	2023 Tercer trimestre	Dato	130077
Santa Cruz de Tenerife	2023 Tercer trimestre	Tasa variación anual	4.81
Santa Úrsula	2023 Tercer trimestre	Variación anual	-54
Santa Úrsula	2023 Tercer trimestre	Variación interperiódica	-103
Santa Úrsula	2023 Tercer trimestre	Tasa variación interperiódica	-3.36
Santa Úrsula	2023 Tercer trimestre	Dato	2966
Santa Úrsula	2023 Tercer trimestre	Tasa variación anual	-1.79
Santiago del Teide	2023 Tercer trimestre	Variación anual	305
Santiago del Teide	2023 Tercer trimestre	Variación interperiódica	96
Santiago del Teide	2023 Tercer trimestre	Tasa variación interperiódica	2.78
Santiago del Teide	2023 Tercer trimestre	Dato	3546
Santiago del Teide	2023 Tercer trimestre	Tasa variación anual	9.41
El Sauzal	2023 Tercer trimestre	Variación anual	57
El Sauzal	2023 Tercer trimestre	Variación interperiódica	-19
El Sauzal	2023 Tercer trimestre	Tasa variación interperiódica	-1.17
El Sauzal	2023 Tercer trimestre	Dato	1604
El Sauzal	2023 Tercer trimestre	Tasa variación anual	3.68
Los Silos	2023 Tercer trimestre	Variación anual	7
Los Silos	2023 Tercer trimestre	Variación interperiódica	-17
Los Silos	2023 Tercer trimestre	Tasa variación interperiódica	-2.78
Los Silos	2023 Tercer trimestre	Dato	595
Los Silos	2023 Tercer trimestre	Tasa variación anual	1.19
Tacoronte	2023 Tercer trimestre	Variación anual	313
Tacoronte	2023 Tercer trimestre	Variación interperiódica	44
Tacoronte	2023 Tercer trimestre	Tasa variación interperiódica	0.85
Tacoronte	2023 Tercer trimestre	Dato	5227
Tacoronte	2023 Tercer trimestre	Tasa variación anual	6.37
El Tanque	2023 Tercer trimestre	Variación anual	-36
El Tanque	2023 Tercer trimestre	Variación interperiódica	-8
El Tanque	2023 Tercer trimestre	Tasa variación interperiódica	-2.20
El Tanque	2023 Tercer trimestre	Dato	355
El Tanque	2023 Tercer trimestre	Tasa variación anual	-9.21
Tegueste	2023 Tercer trimestre	Variación anual	-7
Tegueste	2023 Tercer trimestre	Variación interperiódica	-1
Tegueste	2023 Tercer trimestre	Tasa variación interperiódica	-0.05
Tegueste	2023 Tercer trimestre	Dato	1847
Tegueste	2023 Tercer trimestre	Tasa variación anual	-0.38
La Victoria de Acentejo	2023 Tercer trimestre	Variación anual	29
La Victoria de Acentejo	2023 Tercer trimestre	Variación interperiódica	18
La Victoria de Acentejo	2023 Tercer trimestre	Tasa variación interperiódica	1.27
La Victoria de Acentejo	2023 Tercer trimestre	Dato	1437
La Victoria de Acentejo	2023 Tercer trimestre	Tasa variación anual	2.06
Vilaflor de Chasna	2023 Tercer trimestre	Variación anual	6
Vilaflor de Chasna	2023 Tercer trimestre	Variación interperiódica	9
Vilaflor de Chasna	2023 Tercer trimestre	Tasa variación interperiódica	2.26
Vilaflor de Chasna	2023 Tercer trimestre	Dato	407
Vilaflor de Chasna	2023 Tercer trimestre	Tasa variación anual	1.50
Adeje	2023 Segundo trimestre	Variación anual	2371
Adeje	2023 Segundo trimestre	Variación interperiódica	493
Adeje	2023 Segundo trimestre	Tasa variación interperiódica	1.56
Adeje	2023 Segundo trimestre	Dato	32153
Adeje	2023 Segundo trimestre	Tasa variación anual	7.96
Arafo	2023 Segundo trimestre	Variación anual	229
Arafo	2023 Segundo trimestre	Variación interperiódica	-9
Arafo	2023 Segundo trimestre	Tasa variación interperiódica	-0.31
Arafo	2023 Segundo trimestre	Dato	2887
Arafo	2023 Segundo trimestre	Tasa variación anual	8.62
Arico	2023 Segundo trimestre	Variación anual	2
Arico	2023 Segundo trimestre	Variación interperiódica	-9
Arico	2023 Segundo trimestre	Tasa variación interperiódica	-0.82
Arico	2023 Segundo trimestre	Dato	1085
Arico	2023 Segundo trimestre	Tasa variación anual	0.18
Arona	2023 Segundo trimestre	Variación anual	1891
Arona	2023 Segundo trimestre	Variación interperiódica	115
Arona	2023 Segundo trimestre	Tasa variación interperiódica	0.42
Arona	2023 Segundo trimestre	Dato	27808
Arona	2023 Segundo trimestre	Tasa variación anual	7.30
Buenavista del Norte	2023 Segundo trimestre	Variación anual	37
Buenavista del Norte	2023 Segundo trimestre	Variación interperiódica	-34
Buenavista del Norte	2023 Segundo trimestre	Tasa variación interperiódica	-3.71
Buenavista del Norte	2023 Segundo trimestre	Dato	882
Buenavista del Norte	2023 Segundo trimestre	Tasa variación anual	4.38
Candelaria	2023 Segundo trimestre	Variación anual	211
Candelaria	2023 Segundo trimestre	Variación interperiódica	91
Candelaria	2023 Segundo trimestre	Tasa variación interperiódica	1.48
Candelaria	2023 Segundo trimestre	Dato	6244
Candelaria	2023 Segundo trimestre	Tasa variación anual	3.50
Fasnia	2023 Segundo trimestre	Variación anual	19
Fasnia	2023 Segundo trimestre	Variación interperiódica	11
Fasnia	2023 Segundo trimestre	Tasa variación interperiódica	2.89
Fasnia	2023 Segundo trimestre	Dato	392
Fasnia	2023 Segundo trimestre	Tasa variación anual	5.09
Garachico	2023 Segundo trimestre	Variación anual	55
Garachico	2023 Segundo trimestre	Variación interperiódica	-12
Garachico	2023 Segundo trimestre	Tasa variación interperiódica	-1.28
Garachico	2023 Segundo trimestre	Dato	924
Garachico	2023 Segundo trimestre	Tasa variación anual	6.33
Granadilla de Abona	2023 Segundo trimestre	Variación anual	1020
Granadilla de Abona	2023 Segundo trimestre	Variación interperiódica	-5
Granadilla de Abona	2023 Segundo trimestre	Tasa variación interperiódica	-0.04
Granadilla de Abona	2023 Segundo trimestre	Dato	11361
Granadilla de Abona	2023 Segundo trimestre	Tasa variación anual	9.86
La Guancha	2023 Segundo trimestre	Variación anual	1
La Guancha	2023 Segundo trimestre	Variación interperiódica	6
La Guancha	2023 Segundo trimestre	Tasa variación interperiódica	0.68
La Guancha	2023 Segundo trimestre	Dato	882
La Guancha	2023 Segundo trimestre	Tasa variación anual	0.11
Guía de Isora	2023 Segundo trimestre	Variación anual	421
Guía de Isora	2023 Segundo trimestre	Variación interperiódica	-13
Guía de Isora	2023 Segundo trimestre	Tasa variación interperiódica	-0.24
Guía de Isora	2023 Segundo trimestre	Dato	5319
Guía de Isora	2023 Segundo trimestre	Tasa variación anual	8.60
Güímar	2023 Segundo trimestre	Variación anual	142
Güímar	2023 Segundo trimestre	Variación interperiódica	-17
Güímar	2023 Segundo trimestre	Tasa variación interperiódica	-0.36
Güímar	2023 Segundo trimestre	Dato	4652
Güímar	2023 Segundo trimestre	Tasa variación anual	3.15
Icod de los Vinos	2023 Segundo trimestre	Variación anual	234
Icod de los Vinos	2023 Segundo trimestre	Variación interperiódica	41
Icod de los Vinos	2023 Segundo trimestre	Tasa variación interperiódica	1.01
Icod de los Vinos	2023 Segundo trimestre	Dato	4081
Icod de los Vinos	2023 Segundo trimestre	Tasa variación anual	6.08
La Matanza de Acentejo	2023 Segundo trimestre	Variación anual	76
La Matanza de Acentejo	2023 Segundo trimestre	Variación interperiódica	47
La Matanza de Acentejo	2023 Segundo trimestre	Tasa variación interperiódica	2.87
La Matanza de Acentejo	2023 Segundo trimestre	Dato	1682
La Matanza de Acentejo	2023 Segundo trimestre	Tasa variación anual	4.73
La Orotava	2023 Segundo trimestre	Variación anual	186
La Orotava	2023 Segundo trimestre	Variación interperiódica	-25
La Orotava	2023 Segundo trimestre	Tasa variación interperiódica	-0.26
La Orotava	2023 Segundo trimestre	Dato	9439
La Orotava	2023 Segundo trimestre	Tasa variación anual	2.01
Puerto de La Cruz	2023 Segundo trimestre	Variación anual	1209
Puerto de La Cruz	2023 Segundo trimestre	Variación interperiódica	190
Puerto de La Cruz	2023 Segundo trimestre	Tasa variación interperiódica	1.44
Puerto de La Cruz	2023 Segundo trimestre	Dato	13375
Puerto de La Cruz	2023 Segundo trimestre	Tasa variación anual	9.94
Los Realejos	2023 Segundo trimestre	Variación anual	322
Los Realejos	2023 Segundo trimestre	Variación interperiódica	59
Los Realejos	2023 Segundo trimestre	Tasa variación interperiódica	1.01
Los Realejos	2023 Segundo trimestre	Dato	5884
Los Realejos	2023 Segundo trimestre	Tasa variación anual	5.79
El Rosario	2023 Segundo trimestre	Variación anual	149
El Rosario	2023 Segundo trimestre	Variación interperiódica	4
El Rosario	2023 Segundo trimestre	Tasa variación interperiódica	0.07
El Rosario	2023 Segundo trimestre	Dato	5482
El Rosario	2023 Segundo trimestre	Tasa variación anual	2.79
San Cristóbal de La Laguna	2023 Segundo trimestre	Variación anual	-64
San Cristóbal de La Laguna	2023 Segundo trimestre	Variación interperiódica	130
San Cristóbal de La Laguna	2023 Segundo trimestre	Tasa variación interperiódica	0.23
San Cristóbal de La Laguna	2023 Segundo trimestre	Dato	56454
San Cristóbal de La Laguna	2023 Segundo trimestre	Tasa variación anual	-0.11
San Juan de la Rambla	2023 Segundo trimestre	Variación anual	11
San Juan de la Rambla	2023 Segundo trimestre	Variación interperiódica	-2
San Juan de la Rambla	2023 Segundo trimestre	Tasa variación interperiódica	-0.32
San Juan de la Rambla	2023 Segundo trimestre	Dato	623
San Juan de la Rambla	2023 Segundo trimestre	Tasa variación anual	1.80
San Miguel de Abona	2023 Segundo trimestre	Variación anual	507
San Miguel de Abona	2023 Segundo trimestre	Variación interperiódica	172
San Miguel de Abona	2023 Segundo trimestre	Tasa variación interperiódica	2.27
San Miguel de Abona	2023 Segundo trimestre	Dato	7749
San Miguel de Abona	2023 Segundo trimestre	Tasa variación anual	7.00
Santa Cruz de Tenerife	2023 Segundo trimestre	Variación anual	4514
Santa Cruz de Tenerife	2023 Segundo trimestre	Variación interperiódica	-299
Santa Cruz de Tenerife	2023 Segundo trimestre	Tasa variación interperiódica	-0.24
Santa Cruz de Tenerife	2023 Segundo trimestre	Dato	126644
Santa Cruz de Tenerife	2023 Segundo trimestre	Tasa variación anual	3.70
Santa Úrsula	2023 Segundo trimestre	Variación anual	23
Santa Úrsula	2023 Segundo trimestre	Variación interperiódica	57
Santa Úrsula	2023 Segundo trimestre	Tasa variación interperiódica	1.89
Santa Úrsula	2023 Segundo trimestre	Dato	3069
Santa Úrsula	2023 Segundo trimestre	Tasa variación anual	0.76
Santiago del Teide	2023 Segundo trimestre	Variación anual	288
Santiago del Teide	2023 Segundo trimestre	Variación interperiódica	44
Santiago del Teide	2023 Segundo trimestre	Tasa variación interperiódica	1.29
Santiago del Teide	2023 Segundo trimestre	Dato	3450
Santiago del Teide	2023 Segundo trimestre	Tasa variación anual	9.11
El Sauzal	2023 Segundo trimestre	Variación anual	35
El Sauzal	2023 Segundo trimestre	Variación interperiódica	-8
El Sauzal	2023 Segundo trimestre	Tasa variación interperiódica	-0.49
El Sauzal	2023 Segundo trimestre	Dato	1623
El Sauzal	2023 Segundo trimestre	Tasa variación anual	2.20
Los Silos	2023 Segundo trimestre	Variación anual	2
Los Silos	2023 Segundo trimestre	Variación interperiódica	-7
Los Silos	2023 Segundo trimestre	Tasa variación interperiódica	-1.13
Los Silos	2023 Segundo trimestre	Dato	612
Los Silos	2023 Segundo trimestre	Tasa variación anual	0.33
Tacoronte	2023 Segundo trimestre	Variación anual	278
Tacoronte	2023 Segundo trimestre	Variación interperiódica	63
