GEOGRAPHICAL	TIME	MEASURE	OBS_VALUE
Santa Cruz de Tenerife	2024 Primer trimestre	Variación anual	518
Santa Cruz de Tenerife	2024 Primer trimestre	Variación interperiódica	260
Santa Cruz de Tenerife	2024 Primer trimestre	Tasa variación interperiódica	4.57
Santa Cruz de Tenerife	2024 Primer trimestre	Dato	5954
Santa Cruz de Tenerife	2024 Primer trimestre	Tasa variación anual	9.53
Santa Úrsula	2024 Primer trimestre	Variación anual	-34
Santa Úrsula	2024 Primer trimestre	Variación interperiódica	-18
Santa Úrsula	2024 Primer trimestre	Tasa variación interperiódica	-2.97
Santa Úrsula	2024 Primer trimestre	Dato	588
Santa Úrsula	2024 Primer trimestre	Tasa variación anual	-5.47
Santiago del Teide	2024 Primer trimestre	Variación anual	35
Santiago del Teide	2024 Primer trimestre	Variación interperiódica	-4
Santiago del Teide	2024 Primer trimestre	Tasa variación interperiódica	-1.32
Santiago del Teide	2024 Primer trimestre	Dato	300
Santiago del Teide	2024 Primer trimestre	Tasa variación anual	13.21
El Sauzal	2024 Primer trimestre	Variación anual	-8
El Sauzal	2024 Primer trimestre	Variación interperiódica	19
El Sauzal	2024 Primer trimestre	Tasa variación interperiódica	11.18
El Sauzal	2024 Primer trimestre	Dato	189
El Sauzal	2024 Primer trimestre	Tasa variación anual	-4.06
Los Silos	2024 Primer trimestre	Variación anual	5
Los Silos	2024 Primer trimestre	Variación interperiódica	2
Los Silos	2024 Primer trimestre	Tasa variación interperiódica	3.13
Los Silos	2024 Primer trimestre	Dato	66
Los Silos	2024 Primer trimestre	Tasa variación anual	8.20
Tacoronte	2024 Primer trimestre	Variación anual	42
Tacoronte	2024 Primer trimestre	Variación interperiódica	17
Tacoronte	2024 Primer trimestre	Tasa variación interperiódica	2.94
Tacoronte	2024 Primer trimestre	Dato	595
Tacoronte	2024 Primer trimestre	Tasa variación anual	7.59
El Tanque	2024 Primer trimestre	Variación anual	-6
El Tanque	2024 Primer trimestre	Variación interperiódica	-6
El Tanque	2024 Primer trimestre	Tasa variación interperiódica	-4.84
El Tanque	2024 Primer trimestre	Dato	118
El Tanque	2024 Primer trimestre	Tasa variación anual	-4.84
Tegueste	2024 Primer trimestre	Variación anual	20
Tegueste	2024 Primer trimestre	Variación interperiódica	8
Tegueste	2024 Primer trimestre	Tasa variación interperiódica	2.95
Tegueste	2024 Primer trimestre	Dato	279
Tegueste	2024 Primer trimestre	Tasa variación anual	7.72
La Victoria de Acentejo	2024 Primer trimestre	Variación anual	20
La Victoria de Acentejo	2024 Primer trimestre	Variación interperiódica	31
La Victoria de Acentejo	2024 Primer trimestre	Tasa variación interperiódica	8.03
La Victoria de Acentejo	2024 Primer trimestre	Dato	417
La Victoria de Acentejo	2024 Primer trimestre	Tasa variación anual	5.04
Vilaflor de Chasna	2024 Primer trimestre	Variación anual	-6
Vilaflor de Chasna	2024 Primer trimestre	Variación interperiódica	4
Vilaflor de Chasna	2024 Primer trimestre	Tasa variación interperiódica	14.29
Vilaflor de Chasna	2024 Primer trimestre	Dato	32
Vilaflor de Chasna	2024 Primer trimestre	Tasa variación anual	-15.79
Adeje	2023 Cuarto trimestre	Variación anual	120
Adeje	2023 Cuarto trimestre	Variación interperiódica	-49
Adeje	2023 Cuarto trimestre	Tasa variación interperiódica	-3.21
Adeje	2023 Cuarto trimestre	Dato	1477
Adeje	2023 Cuarto trimestre	Tasa variación anual	8.84
Arafo	2023 Cuarto trimestre	Variación anual	14
Arafo	2023 Cuarto trimestre	Variación interperiódica	12
Arafo	2023 Cuarto trimestre	Tasa variación interperiódica	5.53
Arafo	2023 Cuarto trimestre	Dato	229
Arafo	2023 Cuarto trimestre	Tasa variación anual	6.51
Arico	2023 Cuarto trimestre	Variación anual	1
Arico	2023 Cuarto trimestre	Variación interperiódica	-1
Arico	2023 Cuarto trimestre	Tasa variación interperiódica	-0.68
Arico	2023 Cuarto trimestre	Dato	145
Arico	2023 Cuarto trimestre	Tasa variación anual	0.69
Arona	2023 Cuarto trimestre	Variación anual	230
Arona	2023 Cuarto trimestre	Variación interperiódica	-58
Arona	2023 Cuarto trimestre	Tasa variación interperiódica	-2.43
Arona	2023 Cuarto trimestre	Dato	2332
Arona	2023 Cuarto trimestre	Tasa variación anual	10.94
Buenavista del Norte	2023 Cuarto trimestre	Variación anual	-9
Buenavista del Norte	2023 Cuarto trimestre	Variación interperiódica	2
Buenavista del Norte	2023 Cuarto trimestre	Tasa variación interperiódica	4.88
Buenavista del Norte	2023 Cuarto trimestre	Dato	43
Buenavista del Norte	2023 Cuarto trimestre	Tasa variación anual	-17.31
Candelaria	2023 Cuarto trimestre	Variación anual	27
Candelaria	2023 Cuarto trimestre	Variación interperiódica	-23
Candelaria	2023 Cuarto trimestre	Tasa variación interperiódica	-3.45
Candelaria	2023 Cuarto trimestre	Dato	643
Candelaria	2023 Cuarto trimestre	Tasa variación anual	4.38
Fasnia	2023 Cuarto trimestre	Variación anual	3
Fasnia	2023 Cuarto trimestre	Variación interperiódica	2
Fasnia	2023 Cuarto trimestre	Tasa variación interperiódica	4.55
Fasnia	2023 Cuarto trimestre	Dato	46
Fasnia	2023 Cuarto trimestre	Tasa variación anual	6.98
Garachico	2023 Cuarto trimestre	Variación anual	4
Garachico	2023 Cuarto trimestre	Variación interperiódica	1
Garachico	2023 Cuarto trimestre	Tasa variación interperiódica	1.37
Garachico	2023 Cuarto trimestre	Dato	74
Garachico	2023 Cuarto trimestre	Tasa variación anual	5.71
Granadilla de Abona	2023 Cuarto trimestre	Variación anual	75
Granadilla de Abona	2023 Cuarto trimestre	Variación interperiódica	-47
Granadilla de Abona	2023 Cuarto trimestre	Tasa variación interperiódica	-3.11
Granadilla de Abona	2023 Cuarto trimestre	Dato	1462
Granadilla de Abona	2023 Cuarto trimestre	Tasa variación anual	5.41
La Guancha	2023 Cuarto trimestre	Variación anual	15
La Guancha	2023 Cuarto trimestre	Variación interperiódica	-1
La Guancha	2023 Cuarto trimestre	Tasa variación interperiódica	-0.79
La Guancha	2023 Cuarto trimestre	Dato	126
La Guancha	2023 Cuarto trimestre	Tasa variación anual	13.51
Guía de Isora	2023 Cuarto trimestre	Variación anual	-12
Guía de Isora	2023 Cuarto trimestre	Variación interperiódica	11
Guía de Isora	2023 Cuarto trimestre	Tasa variación interperiódica	2.46
Guía de Isora	2023 Cuarto trimestre	Dato	459
Guía de Isora	2023 Cuarto trimestre	Tasa variación anual	-2.55
Güímar	2023 Cuarto trimestre	Variación anual	57
Güímar	2023 Cuarto trimestre	Variación interperiódica	4
Güímar	2023 Cuarto trimestre	Tasa variación interperiódica	0.71
Güímar	2023 Cuarto trimestre	Dato	571
Güímar	2023 Cuarto trimestre	Tasa variación anual	11.09
Icod de los Vinos	2023 Cuarto trimestre	Variación anual	66
Icod de los Vinos	2023 Cuarto trimestre	Variación interperiódica	-1
Icod de los Vinos	2023 Cuarto trimestre	Tasa variación interperiódica	-0.15
Icod de los Vinos	2023 Cuarto trimestre	Dato	651
Icod de los Vinos	2023 Cuarto trimestre	Tasa variación anual	11.28
La Matanza de Acentejo	2023 Cuarto trimestre	Variación anual	3
La Matanza de Acentejo	2023 Cuarto trimestre	Variación interperiódica	-4
La Matanza de Acentejo	2023 Cuarto trimestre	Tasa variación interperiódica	-1.47
La Matanza de Acentejo	2023 Cuarto trimestre	Dato	268
La Matanza de Acentejo	2023 Cuarto trimestre	Tasa variación anual	1.13
La Orotava	2023 Cuarto trimestre	Variación anual	25
La Orotava	2023 Cuarto trimestre	Variación interperiódica	-23
La Orotava	2023 Cuarto trimestre	Tasa variación interperiódica	-1.53
La Orotava	2023 Cuarto trimestre	Dato	1485
La Orotava	2023 Cuarto trimestre	Tasa variación anual	1.71
Puerto de la Cruz	2023 Cuarto trimestre	Variación anual	69
Puerto de la Cruz	2023 Cuarto trimestre	Variación interperiódica	3
Puerto de la Cruz	2023 Cuarto trimestre	Tasa variación interperiódica	0.61
Puerto de la Cruz	2023 Cuarto trimestre	Dato	496
Puerto de la Cruz	2023 Cuarto trimestre	Tasa variación anual	16.16
Los Realejos	2023 Cuarto trimestre	Variación anual	95
Los Realejos	2023 Cuarto trimestre	Variación interperiódica	21
Los Realejos	2023 Cuarto trimestre	Tasa variación interperiódica	2.26
Los Realejos	2023 Cuarto trimestre	Dato	950
Los Realejos	2023 Cuarto trimestre	Tasa variación anual	11.11
El Rosario	2023 Cuarto trimestre	Variación anual	15
El Rosario	2023 Cuarto trimestre	Variación interperiódica	-42
El Rosario	2023 Cuarto trimestre	Tasa variación interperiódica	-4.94
El Rosario	2023 Cuarto trimestre	Dato	809
El Rosario	2023 Cuarto trimestre	Tasa variación anual	1.89
San Cristóbal de La Laguna	2023 Cuarto trimestre	Variación anual	240
San Cristóbal de La Laguna	2023 Cuarto trimestre	Variación interperiódica	307
San Cristóbal de La Laguna	2023 Cuarto trimestre	Tasa variación interperiódica	6.75
San Cristóbal de La Laguna	2023 Cuarto trimestre	Dato	4853
San Cristóbal de La Laguna	2023 Cuarto trimestre	Tasa variación anual	5.20
San Juan de la Rambla	2023 Cuarto trimestre	Variación anual	-5
San Juan de la Rambla	2023 Cuarto trimestre	Variación interperiódica	-16
San Juan de la Rambla	2023 Cuarto trimestre	Tasa variación interperiódica	-9.76
San Juan de la Rambla	2023 Cuarto trimestre	Dato	148
San Juan de la Rambla	2023 Cuarto trimestre	Tasa variación anual	-3.27
San Miguel de Abona	2023 Cuarto trimestre	Variación anual	39
San Miguel de Abona	2023 Cuarto trimestre	Variación interperiódica	-8
San Miguel de Abona	2023 Cuarto trimestre	Tasa variación interperiódica	-1.23
San Miguel de Abona	2023 Cuarto trimestre	Dato	642
San Miguel de Abona	2023 Cuarto trimestre	Tasa variación anual	6.47
Santa Cruz de Tenerife	2023 Cuarto trimestre	Variación anual	286
Santa Cruz de Tenerife	2023 Cuarto trimestre	Variación interperiódica	24
Santa Cruz de Tenerife	2023 Cuarto trimestre	Tasa variación interperiódica	0.42
Santa Cruz de Tenerife	2023 Cuarto trimestre	Dato	5694
Santa Cruz de Tenerife	2023 Cuarto trimestre	Tasa variación anual	5.29
Santa Úrsula	2023 Cuarto trimestre	Variación anual	3
Santa Úrsula	2023 Cuarto trimestre	Variación interperiódica	-10
Santa Úrsula	2023 Cuarto trimestre	Tasa variación interperiódica	-1.62
Santa Úrsula	2023 Cuarto trimestre	Dato	606
Santa Úrsula	2023 Cuarto trimestre	Tasa variación anual	0.50
Santiago del Teide	2023 Cuarto trimestre	Variación anual	35
Santiago del Teide	2023 Cuarto trimestre	Variación interperiódica	18
Santiago del Teide	2023 Cuarto trimestre	Tasa variación interperiódica	6.29
Santiago del Teide	2023 Cuarto trimestre	Dato	304
Santiago del Teide	2023 Cuarto trimestre	Tasa variación anual	13.01
El Sauzal	2023 Cuarto trimestre	Variación anual	-27
El Sauzal	2023 Cuarto trimestre	Variación interperiódica	-1
El Sauzal	2023 Cuarto trimestre	Tasa variación interperiódica	-0.58
El Sauzal	2023 Cuarto trimestre	Dato	170
El Sauzal	2023 Cuarto trimestre	Tasa variación anual	-13.71
Los Silos	2023 Cuarto trimestre	Variación anual	6
Los Silos	2023 Cuarto trimestre	Variación interperiódica	-5
Los Silos	2023 Cuarto trimestre	Tasa variación interperiódica	-7.25
Los Silos	2023 Cuarto trimestre	Dato	64
Los Silos	2023 Cuarto trimestre	Tasa variación anual	10.34
Tacoronte	2023 Cuarto trimestre	Variación anual	47
Tacoronte	2023 Cuarto trimestre	Variación interperiódica	13
Tacoronte	2023 Cuarto trimestre	Tasa variación interperiódica	2.30
Tacoronte	2023 Cuarto trimestre	Dato	578
Tacoronte	2023 Cuarto trimestre	Tasa variación anual	8.85
El Tanque	2023 Cuarto trimestre	Variación anual	0
El Tanque	2023 Cuarto trimestre	Variación interperiódica	5
El Tanque	2023 Cuarto trimestre	Tasa variación interperiódica	4.20
El Tanque	2023 Cuarto trimestre	Dato	124
El Tanque	2023 Cuarto trimestre	Tasa variación anual	0.00
Tegueste	2023 Cuarto trimestre	Variación anual	38
Tegueste	2023 Cuarto trimestre	Variación interperiódica	-4
Tegueste	2023 Cuarto trimestre	Tasa variación interperiódica	-1.45
Tegueste	2023 Cuarto trimestre	Dato	271
Tegueste	2023 Cuarto trimestre	Tasa variación anual	16.31
La Victoria de Acentejo	2023 Cuarto trimestre	Variación anual	-21
La Victoria de Acentejo	2023 Cuarto trimestre	Variación interperiódica	-7
La Victoria de Acentejo	2023 Cuarto trimestre	Tasa variación interperiódica	-1.78
La Victoria de Acentejo	2023 Cuarto trimestre	Dato	386
La Victoria de Acentejo	2023 Cuarto trimestre	Tasa variación anual	-5.16
Vilaflor de Chasna	2023 Cuarto trimestre	Variación anual	-12
Vilaflor de Chasna	2023 Cuarto trimestre	Variación interperiódica	-4
Vilaflor de Chasna	2023 Cuarto trimestre	Tasa variación interperiódica	-12.50
Vilaflor de Chasna	2023 Cuarto trimestre	Dato	28
Vilaflor de Chasna	2023 Cuarto trimestre	Tasa variación anual	-30.00
Adeje	2023 Tercer trimestre	Variación anual	209
Adeje	2023 Tercer trimestre	Variación interperiódica	39
Adeje	2023 Tercer trimestre	Tasa variación interperiódica	2.62
Adeje	2023 Tercer trimestre	Dato	1526
Adeje	2023 Tercer trimestre	Tasa variación anual	15.87
Arafo	2023 Tercer trimestre	Variación anual	14
Arafo	2023 Tercer trimestre	Variación interperiódica	-6
Arafo	2023 Tercer trimestre	Tasa variación interperiódica	-2.69
Arafo	2023 Tercer trimestre	Dato	217
Arafo	2023 Tercer trimestre	Tasa variación anual	6.90
Arico	2023 Tercer trimestre	Variación anual	20
Arico	2023 Tercer trimestre	Variación interperiódica	-9
Arico	2023 Tercer trimestre	Tasa variación interperiódica	-5.81
Arico	2023 Tercer trimestre	Dato	146
Arico	2023 Tercer trimestre	Tasa variación anual	15.87
Arona	2023 Tercer trimestre	Variación anual	238
Arona	2023 Tercer trimestre	Variación interperiódica	20
Arona	2023 Tercer trimestre	Tasa variación interperiódica	0.84
Arona	2023 Tercer trimestre	Dato	2390
Arona	2023 Tercer trimestre	Tasa variación anual	11.06
Buenavista del Norte	2023 Tercer trimestre	Variación anual	-8
Buenavista del Norte	2023 Tercer trimestre	Variación interperiódica	-9
Buenavista del Norte	2023 Tercer trimestre	Tasa variación interperiódica	-18.00
Buenavista del Norte	2023 Tercer trimestre	Dato	41
Buenavista del Norte	2023 Tercer trimestre	Tasa variación anual	-16.33
Candelaria	2023 Tercer trimestre	Variación anual	55
Candelaria	2023 Tercer trimestre	Variación interperiódica	-1
Candelaria	2023 Tercer trimestre	Tasa variación interperiódica	-0.15
Candelaria	2023 Tercer trimestre	Dato	666
Candelaria	2023 Tercer trimestre	Tasa variación anual	9.00
Fasnia	2023 Tercer trimestre	Variación anual	4
Fasnia	2023 Tercer trimestre	Variación interperiódica	-2
Fasnia	2023 Tercer trimestre	Tasa variación interperiódica	-4.35
Fasnia	2023 Tercer trimestre	Dato	44
Fasnia	2023 Tercer trimestre	Tasa variación anual	10.00
Garachico	2023 Tercer trimestre	Variación anual	-6
Garachico	2023 Tercer trimestre	Variación interperiódica	5
Garachico	2023 Tercer trimestre	Tasa variación interperiódica	7.35
Garachico	2023 Tercer trimestre	Dato	73
Garachico	2023 Tercer trimestre	Tasa variación anual	-7.59
Granadilla de Abona	2023 Tercer trimestre	Variación anual	104
Granadilla de Abona	2023 Tercer trimestre	Variación interperiódica	5
Granadilla de Abona	2023 Tercer trimestre	Tasa variación interperiódica	0.33
Granadilla de Abona	2023 Tercer trimestre	Dato	1509
Granadilla de Abona	2023 Tercer trimestre	Tasa variación anual	7.40
La Guancha	2023 Tercer trimestre	Variación anual	12
La Guancha	2023 Tercer trimestre	Variación interperiódica	6
La Guancha	2023 Tercer trimestre	Tasa variación interperiódica	4.96
La Guancha	2023 Tercer trimestre	Dato	127
La Guancha	2023 Tercer trimestre	Tasa variación anual	10.43
Guía de Isora	2023 Tercer trimestre	Variación anual	-4
Guía de Isora	2023 Tercer trimestre	Variación interperiódica	9
Guía de Isora	2023 Tercer trimestre	Tasa variación interperiódica	2.05
Guía de Isora	2023 Tercer trimestre	Dato	448
Guía de Isora	2023 Tercer trimestre	Tasa variación anual	-0.88
Güímar	2023 Tercer trimestre	Variación anual	24
Güímar	2023 Tercer trimestre	Variación interperiódica	-9
Güímar	2023 Tercer trimestre	Tasa variación interperiódica	-1.56
Güímar	2023 Tercer trimestre	Dato	567
Güímar	2023 Tercer trimestre	Tasa variación anual	4.42
Icod de los Vinos	2023 Tercer trimestre	Variación anual	72
Icod de los Vinos	2023 Tercer trimestre	Variación interperiódica	24
Icod de los Vinos	2023 Tercer trimestre	Tasa variación interperiódica	3.82
Icod de los Vinos	2023 Tercer trimestre	Dato	652
Icod de los Vinos	2023 Tercer trimestre	Tasa variación anual	12.41
La Matanza de Acentejo	2023 Tercer trimestre	Variación anual	24
La Matanza de Acentejo	2023 Tercer trimestre	Variación interperiódica	8
La Matanza de Acentejo	2023 Tercer trimestre	Tasa variación interperiódica	3.03
La Matanza de Acentejo	2023 Tercer trimestre	Dato	272
La Matanza de Acentejo	2023 Tercer trimestre	Tasa variación anual	9.68
La Orotava	2023 Tercer trimestre	Variación anual	45
La Orotava	2023 Tercer trimestre	Variación interperiódica	11
La Orotava	2023 Tercer trimestre	Tasa variación interperiódica	0.73
La Orotava	2023 Tercer trimestre	Dato	1508
La Orotava	2023 Tercer trimestre	Tasa variación anual	3.08
Puerto de la Cruz	2023 Tercer trimestre	Variación anual	79
Puerto de la Cruz	2023 Tercer trimestre	Variación interperiódica	27
Puerto de la Cruz	2023 Tercer trimestre	Tasa variación interperiódica	5.79
Puerto de la Cruz	2023 Tercer trimestre	Dato	493
Puerto de la Cruz	2023 Tercer trimestre	Tasa variación anual	19.08
Los Realejos	2023 Tercer trimestre	Variación anual	76
Los Realejos	2023 Tercer trimestre	Variación interperiódica	23
Los Realejos	2023 Tercer trimestre	Tasa variación interperiódica	2.54
Los Realejos	2023 Tercer trimestre	Dato	929
Los Realejos	2023 Tercer trimestre	Tasa variación anual	8.91
El Rosario	2023 Tercer trimestre	Variación anual	21
El Rosario	2023 Tercer trimestre	Variación interperiódica	7
El Rosario	2023 Tercer trimestre	Tasa variación interperiódica	0.83
El Rosario	2023 Tercer trimestre	Dato	851
El Rosario	2023 Tercer trimestre	Tasa variación anual	2.53
San Cristóbal de La Laguna	2023 Tercer trimestre	Variación anual	-24
San Cristóbal de La Laguna	2023 Tercer trimestre	Variación interperiódica	-315
San Cristóbal de La Laguna	2023 Tercer trimestre	Tasa variación interperiódica	-6.48
San Cristóbal de La Laguna	2023 Tercer trimestre	Dato	4546
San Cristóbal de La Laguna	2023 Tercer trimestre	Tasa variación anual	-0.53
San Juan de la Rambla	2023 Tercer trimestre	Variación anual	16
San Juan de la Rambla	2023 Tercer trimestre	Variación interperiódica	-6
San Juan de la Rambla	2023 Tercer trimestre	Tasa variación interperiódica	-3.53
San Juan de la Rambla	2023 Tercer trimestre	Dato	164
San Juan de la Rambla	2023 Tercer trimestre	Tasa variación anual	10.81
San Miguel de Abona	2023 Tercer trimestre	Variación anual	66
San Miguel de Abona	2023 Tercer trimestre	Variación interperiódica	-23
San Miguel de Abona	2023 Tercer trimestre	Tasa variación interperiódica	-3.42
San Miguel de Abona	2023 Tercer trimestre	Dato	650
San Miguel de Abona	2023 Tercer trimestre	Tasa variación anual	11.30
Santa Cruz de Tenerife	2023 Tercer trimestre	Variación anual	254
Santa Cruz de Tenerife	2023 Tercer trimestre	Variación interperiódica	60
Santa Cruz de Tenerife	2023 Tercer trimestre	Tasa variación interperiódica	1.07
Santa Cruz de Tenerife	2023 Tercer trimestre	Dato	5670
Santa Cruz de Tenerife	2023 Tercer trimestre	Tasa variación anual	4.69
Santa Úrsula	2023 Tercer trimestre	Variación anual	36
Santa Úrsula	2023 Tercer trimestre	Variación interperiódica	-1
Santa Úrsula	2023 Tercer trimestre	Tasa variación interperiódica	-0.16
Santa Úrsula	2023 Tercer trimestre	Dato	616
Santa Úrsula	2023 Tercer trimestre	Tasa variación anual	6.21
Santiago del Teide	2023 Tercer trimestre	Variación anual	22
Santiago del Teide	2023 Tercer trimestre	Variación interperiódica	0
Santiago del Teide	2023 Tercer trimestre	Tasa variación interperiódica	0.00
Santiago del Teide	2023 Tercer trimestre	Dato	286
Santiago del Teide	2023 Tercer trimestre	Tasa variación anual	8.33
El Sauzal	2023 Tercer trimestre	Variación anual	-38
El Sauzal	2023 Tercer trimestre	Variación interperiódica	-1
El Sauzal	2023 Tercer trimestre	Tasa variación interperiódica	-0.58
El Sauzal	2023 Tercer trimestre	Dato	171
El Sauzal	2023 Tercer trimestre	Tasa variación anual	-18.18
Los Silos	2023 Tercer trimestre	Variación anual	8
Los Silos	2023 Tercer trimestre	Variación interperiódica	-1
Los Silos	2023 Tercer trimestre	Tasa variación interperiódica	-1.43
Los Silos	2023 Tercer trimestre	Dato	69
Los Silos	2023 Tercer trimestre	Tasa variación anual	13.11
Tacoronte	2023 Tercer trimestre	Variación anual	36
Tacoronte	2023 Tercer trimestre	Variación interperiódica	8
Tacoronte	2023 Tercer trimestre	Tasa variación interperiódica	1.44
Tacoronte	2023 Tercer trimestre	Dato	565
Tacoronte	2023 Tercer trimestre	Tasa variación anual	6.81
El Tanque	2023 Tercer trimestre	Variación anual	-2
El Tanque	2023 Tercer trimestre	Variación interperiódica	-4
El Tanque	2023 Tercer trimestre	Tasa variación interperiódica	-3.25
