GEOGRAPHICAL	TIME	MEASURE	OBS_VALUE
Los Silos	2024 Abril	Tasa variación interperiódica	3.33
Los Silos	2024 Abril	Dato	403
Los Silos	2024 Abril	Tasa variación anual	-2.89
Tacoronte	2024 Abril	Variación anual	-116
Tacoronte	2024 Abril	Variación interperiódica	29
Tacoronte	2024 Abril	Tasa variación interperiódica	1.36
Tacoronte	2024 Abril	Dato	2162
Tacoronte	2024 Abril	Tasa variación anual	-5.09
El Tanque	2024 Abril	Variación anual	-39
El Tanque	2024 Abril	Variación interperiódica	-7
El Tanque	2024 Abril	Tasa variación interperiódica	-2.94
El Tanque	2024 Abril	Dato	231
El Tanque	2024 Abril	Tasa variación anual	-14.44
Tegueste	2024 Abril	Variación anual	-51
Tegueste	2024 Abril	Variación interperiódica	-13
Tegueste	2024 Abril	Tasa variación interperiódica	-1.73
Tegueste	2024 Abril	Dato	737
Tegueste	2024 Abril	Tasa variación anual	-6.47
La Victoria de Acentejo	2024 Abril	Variación anual	-65
La Victoria de Acentejo	2024 Abril	Variación interperiódica	-3
La Victoria de Acentejo	2024 Abril	Tasa variación interperiódica	-0.33
La Victoria de Acentejo	2024 Abril	Dato	898
La Victoria de Acentejo	2024 Abril	Tasa variación anual	-6.75
Vilaflor de Chasna	2024 Abril	Variación anual	2
Vilaflor de Chasna	2024 Abril	Variación interperiódica	12
Vilaflor de Chasna	2024 Abril	Tasa variación interperiódica	10.81
Vilaflor de Chasna	2024 Abril	Dato	123
Vilaflor de Chasna	2024 Abril	Tasa variación anual	1.65
Adeje	2024 Marzo	Variación anual	-405
Adeje	2024 Marzo	Variación interperiódica	-139
Adeje	2024 Marzo	Tasa variación interperiódica	-6.63
Adeje	2024 Marzo	Dato	1958
Adeje	2024 Marzo	Tasa variación anual	-17.14
Arafo	2024 Marzo	Variación anual	-71
Arafo	2024 Marzo	Variación interperiódica	-18
Arafo	2024 Marzo	Tasa variación interperiódica	-3.90
Arafo	2024 Marzo	Dato	443
Arafo	2024 Marzo	Tasa variación anual	-13.81
Arico	2024 Marzo	Variación anual	-44
Arico	2024 Marzo	Variación interperiódica	-16
Arico	2024 Marzo	Tasa variación interperiódica	-2.44
Arico	2024 Marzo	Dato	640
Arico	2024 Marzo	Tasa variación anual	-6.43
Arona	2024 Marzo	Variación anual	-925
Arona	2024 Marzo	Variación interperiódica	-220
Arona	2024 Marzo	Tasa variación interperiódica	-4.24
Arona	2024 Marzo	Dato	4965
Arona	2024 Marzo	Tasa variación anual	-15.70
Buenavista del Norte	2024 Marzo	Variación anual	-47
Buenavista del Norte	2024 Marzo	Variación interperiódica	-7
Buenavista del Norte	2024 Marzo	Tasa variación interperiódica	-1.90
Buenavista del Norte	2024 Marzo	Dato	362
Buenavista del Norte	2024 Marzo	Tasa variación anual	-11.49
Candelaria	2024 Marzo	Variación anual	-178
Candelaria	2024 Marzo	Variación interperiódica	-117
Candelaria	2024 Marzo	Tasa variación interperiódica	-6.05
Candelaria	2024 Marzo	Dato	1816
Candelaria	2024 Marzo	Tasa variación anual	-8.93
Fasnia	2024 Marzo	Variación anual	-31
Fasnia	2024 Marzo	Variación interperiódica	-5
Fasnia	2024 Marzo	Tasa variación interperiódica	-2.37
Fasnia	2024 Marzo	Dato	206
Fasnia	2024 Marzo	Tasa variación anual	-13.08
Garachico	2024 Marzo	Variación anual	-45
Garachico	2024 Marzo	Variación interperiódica	-14
Garachico	2024 Marzo	Tasa variación interperiódica	-3.91
Garachico	2024 Marzo	Dato	344
Garachico	2024 Marzo	Tasa variación anual	-11.57
Granadilla de Abona	2024 Marzo	Variación anual	-455
Granadilla de Abona	2024 Marzo	Variación interperiódica	-181
Granadilla de Abona	2024 Marzo	Tasa variación interperiódica	-4.99
Granadilla de Abona	2024 Marzo	Dato	3448
Granadilla de Abona	2024 Marzo	Tasa variación anual	-11.66
La Guancha	2024 Marzo	Variación anual	-39
La Guancha	2024 Marzo	Variación interperiódica	3
La Guancha	2024 Marzo	Tasa variación interperiódica	0.68
La Guancha	2024 Marzo	Dato	447
La Guancha	2024 Marzo	Tasa variación anual	-8.02
Guía de Isora	2024 Marzo	Variación anual	-186
Guía de Isora	2024 Marzo	Variación interperiódica	-26
Guía de Isora	2024 Marzo	Tasa variación interperiódica	-2.24
Guía de Isora	2024 Marzo	Dato	1133
Guía de Isora	2024 Marzo	Tasa variación anual	-14.10
Güímar	2024 Marzo	Variación anual	-153
Güímar	2024 Marzo	Variación interperiódica	-53
Güímar	2024 Marzo	Tasa variación interperiódica	-2.90
Güímar	2024 Marzo	Dato	1776
Güímar	2024 Marzo	Tasa variación anual	-7.93
Icod de los Vinos	2024 Marzo	Variación anual	-189
Icod de los Vinos	2024 Marzo	Variación interperiódica	-54
Icod de los Vinos	2024 Marzo	Tasa variación interperiódica	-2.44
Icod de los Vinos	2024 Marzo	Dato	2156
Icod de los Vinos	2024 Marzo	Tasa variación anual	-8.06
La Matanza de Acentejo	2024 Marzo	Variación anual	-75
La Matanza de Acentejo	2024 Marzo	Variación interperiódica	-18
La Matanza de Acentejo	2024 Marzo	Tasa variación interperiódica	-2.17
La Matanza de Acentejo	2024 Marzo	Dato	812
La Matanza de Acentejo	2024 Marzo	Tasa variación anual	-8.46
La Orotava	2024 Marzo	Variación anual	-419
La Orotava	2024 Marzo	Variación interperiódica	-149
La Orotava	2024 Marzo	Tasa variación interperiódica	-4.08
La Orotava	2024 Marzo	Dato	3503
La Orotava	2024 Marzo	Tasa variación anual	-10.68
Puerto de La Cruz	2024 Marzo	Variación anual	-298
Puerto de La Cruz	2024 Marzo	Variación interperiódica	-15
Puerto de La Cruz	2024 Marzo	Tasa variación interperiódica	-0.59
Puerto de La Cruz	2024 Marzo	Dato	2543
Puerto de La Cruz	2024 Marzo	Tasa variación anual	-10.49
Los Realejos	2024 Marzo	Variación anual	-469
Los Realejos	2024 Marzo	Variación interperiódica	-132
Los Realejos	2024 Marzo	Tasa variación interperiódica	-3.92
Los Realejos	2024 Marzo	Dato	3235
Los Realejos	2024 Marzo	Tasa variación anual	-12.66
El Rosario	2024 Marzo	Variación anual	-138
El Rosario	2024 Marzo	Variación interperiódica	-71
El Rosario	2024 Marzo	Tasa variación interperiódica	-6.59
El Rosario	2024 Marzo	Dato	1006
El Rosario	2024 Marzo	Tasa variación anual	-12.06
San Cristóbal de La Laguna	2024 Marzo	Variación anual	-1567
San Cristóbal de La Laguna	2024 Marzo	Variación interperiódica	-373
San Cristóbal de La Laguna	2024 Marzo	Tasa variación interperiódica	-2.74
San Cristóbal de La Laguna	2024 Marzo	Dato	13227
San Cristóbal de La Laguna	2024 Marzo	Tasa variación anual	-10.59
San Juan de la Rambla	2024 Marzo	Variación anual	-47
San Juan de la Rambla	2024 Marzo	Variación interperiódica	-6
San Juan de la Rambla	2024 Marzo	Tasa variación interperiódica	-1.60
San Juan de la Rambla	2024 Marzo	Dato	368
San Juan de la Rambla	2024 Marzo	Tasa variación anual	-11.33
San Miguel de Abona	2024 Marzo	Variación anual	-116
San Miguel de Abona	2024 Marzo	Variación interperiódica	-31
San Miguel de Abona	2024 Marzo	Tasa variación interperiódica	-2.63
San Miguel de Abona	2024 Marzo	Dato	1147
San Miguel de Abona	2024 Marzo	Tasa variación anual	-9.18
Santa Cruz de Tenerife	2024 Marzo	Variación anual	-1975
Santa Cruz de Tenerife	2024 Marzo	Variación interperiódica	-448
Santa Cruz de Tenerife	2024 Marzo	Tasa variación interperiódica	-2.37
Santa Cruz de Tenerife	2024 Marzo	Dato	18426
Santa Cruz de Tenerife	2024 Marzo	Tasa variación anual	-9.68
Santa Úrsula	2024 Marzo	Variación anual	-106
Santa Úrsula	2024 Marzo	Variación interperiódica	-10
Santa Úrsula	2024 Marzo	Tasa variación interperiódica	-0.72
Santa Úrsula	2024 Marzo	Dato	1370
Santa Úrsula	2024 Marzo	Tasa variación anual	-7.18
Santiago del Teide	2024 Marzo	Variación anual	-57
Santiago del Teide	2024 Marzo	Variación interperiódica	4
Santiago del Teide	2024 Marzo	Tasa variación interperiódica	0.87
Santiago del Teide	2024 Marzo	Dato	463
Santiago del Teide	2024 Marzo	Tasa variación anual	-10.96
El Sauzal	2024 Marzo	Variación anual	-61
El Sauzal	2024 Marzo	Variación interperiódica	4
El Sauzal	2024 Marzo	Tasa variación interperiódica	0.60
El Sauzal	2024 Marzo	Dato	669
El Sauzal	2024 Marzo	Tasa variación anual	-8.36
Los Silos	2024 Marzo	Variación anual	-24
Los Silos	2024 Marzo	Variación interperiódica	-15
Los Silos	2024 Marzo	Tasa variación interperiódica	-3.70
Los Silos	2024 Marzo	Dato	390
Los Silos	2024 Marzo	Tasa variación anual	-5.80
Tacoronte	2024 Marzo	Variación anual	-189
Tacoronte	2024 Marzo	Variación interperiódica	-55
Tacoronte	2024 Marzo	Tasa variación interperiódica	-2.51
Tacoronte	2024 Marzo	Dato	2133
Tacoronte	2024 Marzo	Tasa variación anual	-8.14
El Tanque	2024 Marzo	Variación anual	-63
El Tanque	2024 Marzo	Variación interperiódica	8
El Tanque	2024 Marzo	Tasa variación interperiódica	3.48
El Tanque	2024 Marzo	Dato	238
El Tanque	2024 Marzo	Tasa variación anual	-20.93
Tegueste	2024 Marzo	Variación anual	-105
Tegueste	2024 Marzo	Variación interperiódica	-4
Tegueste	2024 Marzo	Tasa variación interperiódica	-0.53
Tegueste	2024 Marzo	Dato	750
Tegueste	2024 Marzo	Tasa variación anual	-12.28
La Victoria de Acentejo	2024 Marzo	Variación anual	-65
La Victoria de Acentejo	2024 Marzo	Variación interperiódica	-9
La Victoria de Acentejo	2024 Marzo	Tasa variación interperiódica	-0.99
La Victoria de Acentejo	2024 Marzo	Dato	901
La Victoria de Acentejo	2024 Marzo	Tasa variación anual	-6.73
Vilaflor de Chasna	2024 Marzo	Variación anual	-22
Vilaflor de Chasna	2024 Marzo	Variación interperiódica	-3
Vilaflor de Chasna	2024 Marzo	Tasa variación interperiódica	-2.63
Vilaflor de Chasna	2024 Marzo	Dato	111
Vilaflor de Chasna	2024 Marzo	Tasa variación anual	-16.54
Adeje	2024 Febrero	Variación anual	-324
Adeje	2024 Febrero	Variación interperiódica	16
Adeje	2024 Febrero	Tasa variación interperiódica	0.77
Adeje	2024 Febrero	Dato	2097
Adeje	2024 Febrero	Tasa variación anual	-13.38
Arafo	2024 Febrero	Variación anual	-88
Arafo	2024 Febrero	Variación interperiódica	14
Arafo	2024 Febrero	Tasa variación interperiódica	3.13
Arafo	2024 Febrero	Dato	461
Arafo	2024 Febrero	Tasa variación anual	-16.03
Arico	2024 Febrero	Variación anual	-26
Arico	2024 Febrero	Variación interperiódica	25
Arico	2024 Febrero	Tasa variación interperiódica	3.96
Arico	2024 Febrero	Dato	656
Arico	2024 Febrero	Tasa variación anual	-3.81
Arona	2024 Febrero	Variación anual	-832
Arona	2024 Febrero	Variación interperiódica	-144
Arona	2024 Febrero	Tasa variación interperiódica	-2.70
Arona	2024 Febrero	Dato	5185
Arona	2024 Febrero	Tasa variación anual	-13.83
Buenavista del Norte	2024 Febrero	Variación anual	-56
Buenavista del Norte	2024 Febrero	Variación interperiódica	-32
Buenavista del Norte	2024 Febrero	Tasa variación interperiódica	-7.98
Buenavista del Norte	2024 Febrero	Dato	369
Buenavista del Norte	2024 Febrero	Tasa variación anual	-13.18
Candelaria	2024 Febrero	Variación anual	-182
Candelaria	2024 Febrero	Variación interperiódica	46
Candelaria	2024 Febrero	Tasa variación interperiódica	2.44
Candelaria	2024 Febrero	Dato	1933
Candelaria	2024 Febrero	Tasa variación anual	-8.61
Fasnia	2024 Febrero	Variación anual	-27
Fasnia	2024 Febrero	Variación interperiódica	1
Fasnia	2024 Febrero	Tasa variación interperiódica	0.48
Fasnia	2024 Febrero	Dato	211
Fasnia	2024 Febrero	Tasa variación anual	-11.34
Garachico	2024 Febrero	Variación anual	-57
Garachico	2024 Febrero	Variación interperiódica	2
Garachico	2024 Febrero	Tasa variación interperiódica	0.56
Garachico	2024 Febrero	Dato	358
Garachico	2024 Febrero	Tasa variación anual	-13.73
Granadilla de Abona	2024 Febrero	Variación anual	-377
Granadilla de Abona	2024 Febrero	Variación interperiódica	51
Granadilla de Abona	2024 Febrero	Tasa variación interperiódica	1.43
Granadilla de Abona	2024 Febrero	Dato	3629
Granadilla de Abona	2024 Febrero	Tasa variación anual	-9.41
La Guancha	2024 Febrero	Variación anual	-63
La Guancha	2024 Febrero	Variación interperiódica	-3
La Guancha	2024 Febrero	Tasa variación interperiódica	-0.67
La Guancha	2024 Febrero	Dato	444
La Guancha	2024 Febrero	Tasa variación anual	-12.43
Guía de Isora	2024 Febrero	Variación anual	-126
Guía de Isora	2024 Febrero	Variación interperiódica	-37
Guía de Isora	2024 Febrero	Tasa variación interperiódica	-3.09
Guía de Isora	2024 Febrero	Dato	1159
Guía de Isora	2024 Febrero	Tasa variación anual	-9.81
Güímar	2024 Febrero	Variación anual	-173
Güímar	2024 Febrero	Variación interperiódica	-1
Güímar	2024 Febrero	Tasa variación interperiódica	-0.05
Güímar	2024 Febrero	Dato	1829
Güímar	2024 Febrero	Tasa variación anual	-8.64
Icod de los Vinos	2024 Febrero	Variación anual	-173
Icod de los Vinos	2024 Febrero	Variación interperiódica	43
Icod de los Vinos	2024 Febrero	Tasa variación interperiódica	1.98
Icod de los Vinos	2024 Febrero	Dato	2210
Icod de los Vinos	2024 Febrero	Tasa variación anual	-7.26
La Matanza de Acentejo	2024 Febrero	Variación anual	-82
La Matanza de Acentejo	2024 Febrero	Variación interperiódica	1
La Matanza de Acentejo	2024 Febrero	Tasa variación interperiódica	0.12
La Matanza de Acentejo	2024 Febrero	Dato	830
La Matanza de Acentejo	2024 Febrero	Tasa variación anual	-8.99
La Orotava	2024 Febrero	Variación anual	-380
La Orotava	2024 Febrero	Variación interperiódica	-33
La Orotava	2024 Febrero	Tasa variación interperiódica	-0.90
La Orotava	2024 Febrero	Dato	3652
La Orotava	2024 Febrero	Tasa variación anual	-9.42
Puerto de La Cruz	2024 Febrero	Variación anual	-404
Puerto de La Cruz	2024 Febrero	Variación interperiódica	7
Puerto de La Cruz	2024 Febrero	Tasa variación interperiódica	0.27
Puerto de La Cruz	2024 Febrero	Dato	2558
Puerto de La Cruz	2024 Febrero	Tasa variación anual	-13.64
Los Realejos	2024 Febrero	Variación anual	-444
Los Realejos	2024 Febrero	Variación interperiódica	-17
Los Realejos	2024 Febrero	Tasa variación interperiódica	-0.50
Los Realejos	2024 Febrero	Dato	3367
Los Realejos	2024 Febrero	Tasa variación anual	-11.65
El Rosario	2024 Febrero	Variación anual	-155
El Rosario	2024 Febrero	Variación interperiódica	29
El Rosario	2024 Febrero	Tasa variación interperiódica	2.77
El Rosario	2024 Febrero	Dato	1077
El Rosario	2024 Febrero	Tasa variación anual	-12.58
San Cristóbal de La Laguna	2024 Febrero	Variación anual	-1625
San Cristóbal de La Laguna	2024 Febrero	Variación interperiódica	-35
San Cristóbal de La Laguna	2024 Febrero	Tasa variación interperiódica	-0.26
San Cristóbal de La Laguna	2024 Febrero	Dato	13600
San Cristóbal de La Laguna	2024 Febrero	Tasa variación anual	-10.67
San Juan de la Rambla	2024 Febrero	Variación anual	-53
San Juan de la Rambla	2024 Febrero	Variación interperiódica	9
San Juan de la Rambla	2024 Febrero	Tasa variación interperiódica	2.47
San Juan de la Rambla	2024 Febrero	Dato	374
San Juan de la Rambla	2024 Febrero	Tasa variación anual	-12.41
San Miguel de Abona	2024 Febrero	Variación anual	-51
San Miguel de Abona	2024 Febrero	Variación interperiódica	20
San Miguel de Abona	2024 Febrero	Tasa variación interperiódica	1.73
San Miguel de Abona	2024 Febrero	Dato	1178
San Miguel de Abona	2024 Febrero	Tasa variación anual	-4.15
Santa Cruz de Tenerife	2024 Febrero	Variación anual	-1948
Santa Cruz de Tenerife	2024 Febrero	Variación interperiódica	135
Santa Cruz de Tenerife	2024 Febrero	Tasa variación interperiódica	0.72
Santa Cruz de Tenerife	2024 Febrero	Dato	18874
Santa Cruz de Tenerife	2024 Febrero	Tasa variación anual	-9.36
Santa Úrsula	2024 Febrero	Variación anual	-122
Santa Úrsula	2024 Febrero	Variación interperiódica	16
Santa Úrsula	2024 Febrero	Tasa variación interperiódica	1.17
Santa Úrsula	2024 Febrero	Dato	1380
Santa Úrsula	2024 Febrero	Tasa variación anual	-8.12
Santiago del Teide	2024 Febrero	Variación anual	-46
Santiago del Teide	2024 Febrero	Variación interperiódica	2
Santiago del Teide	2024 Febrero	Tasa variación interperiódica	0.44
Santiago del Teide	2024 Febrero	Dato	459
Santiago del Teide	2024 Febrero	Tasa variación anual	-9.11
El Sauzal	2024 Febrero	Variación anual	-100
El Sauzal	2024 Febrero	Variación interperiódica	4
El Sauzal	2024 Febrero	Tasa variación interperiódica	0.61
El Sauzal	2024 Febrero	Dato	665
El Sauzal	2024 Febrero	Tasa variación anual	-13.07
Los Silos	2024 Febrero	Variación anual	-29
Los Silos	2024 Febrero	Variación interperiódica	2
Los Silos	2024 Febrero	Tasa variación interperiódica	0.50
Los Silos	2024 Febrero	Dato	405
Los Silos	2024 Febrero	Tasa variación anual	-6.68
Tacoronte	2024 Febrero	Variación anual	-194
Tacoronte	2024 Febrero	Variación interperiódica	27
Tacoronte	2024 Febrero	Tasa variación interperiódica	1.25
Tacoronte	2024 Febrero	Dato	2188
Tacoronte	2024 Febrero	Tasa variación anual	-8.14
El Tanque	2024 Febrero	Variación anual	-57
El Tanque	2024 Febrero	Variación interperiódica	-7
El Tanque	2024 Febrero	Tasa variación interperiódica	-2.95
El Tanque	2024 Febrero	Dato	230
El Tanque	2024 Febrero	Tasa variación anual	-19.86
Tegueste	2024 Febrero	Variación anual	-141
Tegueste	2024 Febrero	Variación interperiódica	-16
Tegueste	2024 Febrero	Tasa variación interperiódica	-2.08
Tegueste	2024 Febrero	Dato	754
Tegueste	2024 Febrero	Tasa variación anual	-15.75
La Victoria de Acentejo	2024 Febrero	Variación anual	-57
La Victoria de Acentejo	2024 Febrero	Variación interperiódica	-8
La Victoria de Acentejo	2024 Febrero	Tasa variación interperiódica	-0.87
La Victoria de Acentejo	2024 Febrero	Dato	910
La Victoria de Acentejo	2024 Febrero	Tasa variación anual	-5.89
Vilaflor de Chasna	2024 Febrero	Variación anual	-15
Vilaflor de Chasna	2024 Febrero	Variación interperiódica	-4
Vilaflor de Chasna	2024 Febrero	Tasa variación interperiódica	-3.39
Vilaflor de Chasna	2024 Febrero	Dato	114
Vilaflor de Chasna	2024 Febrero	Tasa variación anual	-11.63
Adeje	2024 Enero	Variación anual	-321
Adeje	2024 Enero	Variación interperiódica	43
Adeje	2024 Enero	Tasa variación interperiódica	2.11
Adeje	2024 Enero	Dato	2081
Adeje	2024 Enero	Tasa variación anual	-13.36
Arafo	2024 Enero	Variación anual	-76
Arafo	2024 Enero	Variación interperiódica	-1
Arafo	2024 Enero	Tasa variación interperiódica	-0.22
Arafo	2024 Enero	Dato	447
Arafo	2024 Enero	Tasa variación anual	-14.53
Arico	2024 Enero	Variación anual	-44
Arico	2024 Enero	Variación interperiódica	29
Arico	2024 Enero	Tasa variación interperiódica	4.82
Arico	2024 Enero	Dato	631
Arico	2024 Enero	Tasa variación anual	-6.52
Arona	2024 Enero	Variación anual	-583
Arona	2024 Enero	Variación interperiódica	104
Arona	2024 Enero	Tasa variación interperiódica	1.99
Arona	2024 Enero	Dato	5329
Arona	2024 Enero	Tasa variación anual	-9.86
Buenavista del Norte	2024 Enero	Variación anual	-6
Buenavista del Norte	2024 Enero	Variación interperiódica	18
Buenavista del Norte	2024 Enero	Tasa variación interperiódica	4.70
Buenavista del Norte	2024 Enero	Dato	401
Buenavista del Norte	2024 Enero	Tasa variación anual	-1.47
Candelaria	2024 Enero	Variación anual	-187
Candelaria	2024 Enero	Variación interperiódica	49
Candelaria	2024 Enero	Tasa variación interperiódica	2.67
Candelaria	2024 Enero	Dato	1887
Candelaria	2024 Enero	Tasa variación anual	-9.02
Fasnia	2024 Enero	Variación anual	-30
Fasnia	2024 Enero	Variación interperiódica	-1
Fasnia	2024 Enero	Tasa variación interperiódica	-0.47
Fasnia	2024 Enero	Dato	210
Fasnia	2024 Enero	Tasa variación anual	-12.50
Garachico	2024 Enero	Variación anual	-57
Garachico	2024 Enero	Variación interperiódica	-2
Garachico	2024 Enero	Tasa variación interperiódica	-0.56
Garachico	2024 Enero	Dato	356
Garachico	2024 Enero	Tasa variación anual	-13.80
Granadilla de Abona	2024 Enero	Variación anual	-385
Granadilla de Abona	2024 Enero	Variación interperiódica	25
Granadilla de Abona	2024 Enero	Tasa variación interperiódica	0.70
Granadilla de Abona	2024 Enero	Dato	3578
Granadilla de Abona	2024 Enero	Tasa variación anual	-9.71
La Guancha	2024 Enero	Variación anual	-32
La Guancha	2024 Enero	Variación interperiódica	23
La Guancha	2024 Enero	Tasa variación interperiódica	5.42
La Guancha	2024 Enero	Dato	447
La Guancha	2024 Enero	Tasa variación anual	-6.68
Guía de Isora	2024 Enero	Variación anual	-101
Guía de Isora	2024 Enero	Variación interperiódica	56
