actividad_tipo,nombre,tipo_via_codigo,tipo_via_descripcion,direccion_nombre_via,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,referencia,web,email,telefono,fax,longitud,latitud,fecha_creacion,fecha_actualizacion
bar cafeteria,100 Pizze Social Club 2.0,AV,Avenida,Republica de Panama,3,38660,38001,Adeje,Py Americas CC Victoria Tenerife Sur Lc 13,,,603189157.0,,-16.73138295,28.07067882,2016-05-09T12:45:15,2019-03-01T09:38:29.360000
cafeteria,1000 Miglia,CL,Calle,Londres,3,38660,38001,Adeje,Fañabe Ap Sun Beach Sol Lc F9,,,922751344.0,,-16.73515435,28.0858203,2017-06-16T09:48:57.032000,2017-06-16T09:48:57.032000
bar,12 de Mayo,CL,Calle,Medio Arriba,53,38410,38031,Los Realejos,Realejo Alto,,,,,-16.58517615,28.37798333,2016-10-25T12:56:16.553000,2016-10-25T12:56:16.553000
restaurante,13,LG,"Lugar, zona",Muelle Santa Cruz Los Llanos,0,38005,38038,Santa Cruz de Tenerife,Ed Lanzateide,,,922235003.0,,-16.24999758,28.4570623,2016-10-26T10:31:05,2017-03-24T13:49:40.028000
bar cafeteria,1628 Plaza Cafe,AV,Avenida,Manuel Hermoso Rojas,16,38003,38038,Santa Cruz de Tenerife,CC Meridiano Pt 2 N K5,,,,,-16.25895469,28.45688247,2016-05-09T12:45:15.374000,2016-02-19T10:07:51.389000
cafeteria,1892 Club Cafe,AV,Avenida,Amsterdam,6,38650,38006,Arona,Los Cristianos Ap Reveron Lc 25,,,922794961.0,,-16.70815055,28.0504507,2017-04-05T14:50:35,2017-07-24T10:31:38
restaurante,1960,CL,Calle,El Hierro,10,38632,38006,Arona,El Fraile,,,922786048.0,,-16.6713714,28.01326152,2017-08-22T13:51:48.874000,2017-08-22T13:51:48.874000
restaurante,19Th Hole,AV,Avenida,Las Americas,8,38650,38006,Arona,Py Americas CC Compostela Beach,,,,,-16.72859816,28.05400072,2017-08-17T09:37:46.946000,2017-08-17T09:37:46.946000
bar,2 PAC,CL,Calle,Agrupacion Bincheny,1,38108,38023,La Laguna,Taco Lac 1,,,922624132.0,,-16.29764767,28.44849309,2016-05-09T12:45:15.374000,2015-11-06T12:00:58.216000
bar cafeteria,20 PA-K,RB,Rambla,Cristobal Barrios Rodriguez,10,38440,38018,La Guancha,,,,922130235.0,,-16.65208536,28.37707756,2016-05-09T12:45:15.374000,2023-10-18T14:41:54.296000
bar cafeteria,2001,CR,Carretera,General TF 28 El Rosario,23,38108,38023,La Laguna,,,,922624839.0,,-16.297833,28.44678699,2016-05-09T12:45:15.374000,2016-06-01T12:29:38.797000
bar cafeteria,24 K Lounge Bar,AV,Avenida,Colon,5,38660,38001,Adeje,San Eugenio CC Aguamarina Lc 05,,direccion@hotelestrovador.es,673675575.0,,-16.73486263,28.07820463,2016-10-06T09:57:56,2016-10-06T09:57:56
bar cafeteria,3 de Abril,CR,Carretera,General TF 194 La Cuesta Taco,108,38320,38023,La Laguna,,,,922652903.0,,-16.29301579,28.45763461,2016-05-09T12:45:15.374000,2015-11-06T14:05:41.375000
restaurante,39,AV,Avenida,San Francisco,2,38650,38006,Arona,Los Cristianos CC Mirador Lc 19-20,,,,,-16.70764293,28.05175587,2017-08-23T08:08:01.850000,2017-08-23T08:08:01.850000
restaurante,4 Esquinas,CR,Carretera,General TF 65 Los Abrigos,19,38620,38035,San Miguel,,,,,,-16.61752823,28.09783533,2016-05-09T12:45:15,2018-03-13T08:45:15.840000
bar,4 x 4,CL,Calle,Poblado Marinero,2,38683,38040,Santiago del Teide,Los Gigantes Poblado Marinero Lc 44,,,,,-16.84221468,28.24599343,2016-09-30T10:30:49.941000,2016-09-30T10:30:49.941000
restaurante,7 Delicatessen,CL,Calle,Herradores,59,38202,38023,La Laguna,Mercado de San Pablo Lc C4,www.7delicatessen.com,7delicatessen@mercadosanpablo.com,,,-16.31756633,28.48842494,2016-05-09T12:45:15.374000,2016-02-18T10:32:45.109000
bar cafeteria,7 Vies,CL,Calle,San Agustin,11,38201,38023,La Laguna,,,assiabouaicha@hotmail.com,922257323.0,,-16.314496,28.48927599,2016-05-09T12:45:15.374000,2018-01-16T12:33:04.099000
bar,888 Gastro Bar,AV,Avenida,Antonio Dominguez Alfonso,16,38650,38006,Arona,Py Americas Ht Udalla Park Lc 05G,,,922787601.0,,-16.7246667,28.05628498,2016-10-27T10:33:12.243000,2017-08-17T13:03:01.710000
bar,A Guardian,AV,Avenida,Colon,5,38660,38001,Adeje,San Eugenio CC Puerto Colon,,,,,-16.73572194,28.07881185,2017-08-04T12:24:22.891000,2017-08-10T09:31:09.766000
restaurante,A L'areira,CL,Calle,Luis Lavaggi,2,38400,38028,Puerto de la Cruz,Ed Puerto Playa Lc B,,,922373373.0,,-16.55682688,28.41544134,2016-08-04T08:42:34.720000,2016-08-04T08:44:14.094000
restaurante,A Nosa Terra,CL,Calle,Puerto Viejo,18,38400,38028,Puerto de la Cruz,,,,680476800.0,,-16.55241455,28.41595498,2016-11-17T09:43:11.151000,2017-01-23T11:37:50.322000
bar cafeteria,A24 Horas,CL,Calle,Unamuno,2,38007,38038,Santa Cruz de Tenerife,Parque La Granja Lc 10B,,,822010147.0,,-16.26432014,28.46255708,2016-08-22T13:23:14.171000,2016-08-22T13:23:14.171000
bar cafeteria,AA VV Maninindra,CM,Camino,Guanche,47,38311,38026,La Orotava,La Florida Pz La Florida,,,,,-16.5046643,28.39050247,2016-05-09T12:45:15.374000,2015-08-04T13:31:40.098000
bar,Aaron,AV,Avenida,Principes de España,10,38010,38038,Santa Cruz de Tenerife,Ofra CC Los Principes Lc 33,,,,,-16.28561666,28.45270344,2016-05-09T12:45:15,2018-01-15T09:33:39
restaurante,Abaco,CL,Calle,Casa Grande,11,38400,38028,Puerto de la Cruz,El Durazno,,info@radeza.com,922370107.0,922374811.0,-16.53297902,28.40576352,2016-05-09T12:45:15,2016-07-08T12:45:52.703000
restaurante,Abades,CL,Calle,16 de Mayo,3,38588,38005,Arico,Abades Ur Los Abriguitos CC Abades Lc A6,,,922768092.0,,-16.44133923,28.14185919,2016-05-11T09:22:01,2016-11-03T07:56:43
bar,Abbey Road,AV,Avenida,Rafael Puig Lluvina,10,38650,38006,Arona,Py Americas CC Veronica I Lc 06-07-08,,,,,-16.73179962,28.06501395,2016-09-09T08:54:37.105000,2016-09-09T09:02:57.504000
bar,Abbos Chippy,AV,Avenida,Jose Antonio Tavio Afonso,39,38630,38006,Arona,Costa del Silencio Ur Chayofita,,,,,-16.64238328,28.01138806,2017-08-24T09:09:39.154000,2017-08-24T09:09:39.154000
restaurante,Abedul Beriozka,CL,Calle,Montaña Chica,5,38650,38006,Arona,Los Cristianos Ed Nirvana,,,,,-16.71580522,28.05409855,2016-05-09T12:45:15,2018-06-20T13:23:59.345000
restaurante,Aberdeen,CL,Calle,Gran Bretaña,10,38660,38001,Adeje,San Eugenio CC Cristal Center Lc B11,,,678361157.0,,-16.73457787,28.07631233,2016-05-09T12:45:15.374000,2017-07-27T12:26:39.140000
bar cafeteria,Aberdeen El Dorado,AV,Avenida,Santiago Puig,5,38650,38006,Arona,Py Americas Ed Parque Cattleya Lc 03,,,,,-16.72830471,28.06192106,2017-09-26T14:26:54.529000,2017-09-26T14:26:54.529000
restaurante,Aberdeen Steak House,AV,Avenida,Jose Miguel Galvan Bello,0,38639,38035,San Miguel,Golf del Sur Ocen Park & Country Club Bq H Lc I,,,922773381.0,,-16.60648482,28.02747219,2017-10-02T10:25:35.095000,2017-10-02T10:25:35.095000
restaurante,Aberdeen Steak House,AV,Avenida,España,10,38660,38001,Adeje,San Eugenio Ht Hovima Santa Maria Lc 20C,,,922712728.0,,-16.73265779,28.08149476,2017-08-03T12:36:56.877000,2017-10-31T07:32:08.792000
restaurante,Aberdeen Steak House,CL,Calle,La Hondura,11,38683,38040,Santiago del Teide,Puerto de Santiago CC Santiago Lc 103B,,,922867655.0,,-16.84437433,28.23892713,2017-08-18T12:43:40.569000,2017-08-18T12:43:40.569000
restaurante,Aberdeen Steak House,CL,Calle,Londres,5,38660,38001,Adeje,Fañabe CC Playa Fañabe 1 Lc 37,,,922714234.0,,-16.73511719,28.08650184,2017-07-31T11:08:07.554000,2017-07-31T11:18:19.777000
restaurante,Aberdeen Steak House,CL,Calle,Luis Diaz de Losada,5,38650,38006,Arona,Py Americas Ap Tenerife Royal Garden Lc 30,,,690616024.0,,-16.72919706,28.05266041,2016-05-09T12:45:15.374000,2017-03-03T10:24:54.537000
restaurante,Aberdeen Steak House,AV,Avenida,Santiago Puig,5,38650,38006,Arona,Py Americas Ed Parque Cattleya Lc 09,,,922788342.0,,-16.72815236,28.0620701,2017-08-11T09:17:18.897000,2017-08-11T09:17:18.897000
restaurante,Aberdeen Steak House,AV,Avenida,Santiago Puig,1,38650,38006,Arona,Py Americas CC Paraiso Royal Lc 25-26,,,922752184.0,,-16.72984455,28.06246738,2017-08-11T09:39:59.902000,2017-10-31T07:32:08.792000
restaurante,Aberdeen Steak House,AV,Avenida,Rafael Puig Lluvina,28,38650,38006,Arona,Py Americas CC Las Palmeras Lc 16,,,922753368.0,,-16.73266383,28.06091659,2017-08-11T10:37:06.633000,2017-08-11T10:37:06.633000
restaurante,Aberdeen Steak House,AV,Avenida,Los Pueblos,26,38660,38001,Adeje,Py Americas Ed Laguna Park Lc 08,,,922716202.0,,-16.73026384,28.0794923,2017-08-03T11:47:44.778000,2017-08-04T08:34:22.417000
restaurante,Aberdeen Steak House,AV,Avenida,Ernesto Sarti,10,38660,38001,Adeje,Torviscas Ed Parque Royal Lc 38,,,922715139.0,,-16.73258641,28.08439745,2016-05-09T12:45:15.374000,2016-02-26T10:55:09.978000
restaurante,Abian,CR,Carretera,General TF 66 Cruz del Guanche Guaza,373,38626,38006,Arona,Benitez,,,922720584.0,,-16.66614153,28.06203479,2016-05-09T12:45:15,2017-01-25T12:11:41.647000
bar,Abigail,CM,Camino,Taborno,27,38294,38038,Santa Cruz de Tenerife,Taborno,,,922644529.0,,-16.26465754,28.55790501,2017-01-27T13:12:52.722000,2017-03-14T11:33:18.286000
bar cafeteria,Abona,AV,Avenida,Abona,16,38611,38017,Granadilla de Abona,San Isidro,,,,,-16.561648,28.08390099,2016-05-09T12:45:15.374000,2016-06-01T12:26:08.804000
restaurante pizzeria,Abora,CL,Calle,Ramujo,2,38627,38006,Arona,Cabo Blanco Ed Volcan Yaiza,,,617903976.0,,-16.67336584,28.07466141,2016-05-09T12:45:15,2016-07-04T09:47:58
bar,Abora Burger,CL,Calle,Alfredo Torres Edwards,44,38204,38023,La Laguna,Lc 24,,,,,-16.31734318,28.48526122,2016-05-09T12:45:15.374000,2015-08-24T11:40:49.810000
restaurante,Abora I,AV,Avenida,Juan Alfonso Batista,9,38650,38006,Arona,Los Cristianos Ed Bucanero Lc 13,,,922795317.0,0.0,-16.71614528,28.05071135,2016-05-09T12:45:15,2017-08-24T09:23:05.732000
bar,Abora II,CL,Calle,Ramona Martin Artista,1,38650,38006,Arona,Los Cristianos CC Abora Lc 01,,,,,-16.72539848,28.0553788,2017-08-01T13:47:30.495000,2017-08-01T13:47:30.495000
restaurante,Abora II,AV,Avenida,Juan Alfonso Batista,9,38650,38006,Arona,Los Cristianos Ed Bucanero Lc 11,,,922795317.0,0.0,-16.71625571,28.05070243,2016-05-09T12:45:15,2017-08-24T09:25:03.511000
restaurante,Abordo,CL,Calle,Juan Bariajo,6,38650,38006,Arona,Los Cristianos,,,822667971.0,,-16.71987152,28.05023198,2016-05-09T12:45:15.374000,2016-02-15T13:00:52.639000
guachinche,Aborigen,CL,Calle,Real Orotava,222,38359,38041,El Sauzal,Ravelo,,,626390944.0,,-16.42740259,28.46112122,2016-05-09T12:45:15.374000,2015-10-27T09:03:07.552000
bar cafeteria,Abreu,CR,Carretera,General TF 82 Icod Guia de Isora,6,38435,38042,Los Silos,Erjos,,,922136151.0,,-16.80605472,28.32669688,2016-05-09T12:45:15.374000,2015-08-04T12:58:55.904000
restaurante tasca,Abreu,CL,Calle,San Cristobal,41,38359,38041,El Sauzal,Ravelo,,,922584416.0,,-16.418242,28.45842899,2016-05-09T12:45:15.374000,2015-09-04T10:00:59.168000
restaurante,Abreu,CR,Carretera,Provincial TF 217,13,38390,38039,Santa Úrsula,,,,,,-16.49286614,28.42495794,2017-01-16T10:57:50.060000,2017-01-16T10:57:50.060000
restaurante,Absolutely Fabulous,AV,Avenida,Eugenio Dominguez Alfonso,1,38660,38001,Adeje,Py Americas CC Pueblo Canario Lc 102,,,922792265.0,,-16.73205615,28.0731776,2016-08-25T10:21:16.536000,2016-10-06T09:55:57.348000
restaurante,Abuelo Pancho,CM,Camino,Cuesta de la Perdoma,63,38315,38026,La Orotava,La Perdoma,,,,,-16.54630344,28.37823741,2016-05-09T12:45:15,2015-08-04T13:23:53
cafeteria,Abydos,AV,Avenida,Rafael Puig Lluvina,28,38650,38006,Arona,Py Americas CC Las Palmeras Lc 30,,,922751791.0,,-16.73261433,28.06116395,2017-08-23T09:21:06.141000,2017-08-23T09:21:06.141000
restaurante,Acanto Tapas,AV,Avenida,Bruselas,0,38660,38001,Adeje,Costa Adeje CC El Mirador Lc 03,www.acantocostaadeje.com,,922724781.0,922718721.0,-16.74412886,28.09215911,2016-05-09T12:45:15,2018-05-11T13:54:57.142000
bar,Acapulco,AV,Avenida,El Jable,47,38678,38001,Adeje,Callao Salvaje CC Esmeralda Lc 05,,,,,-16.78282654,28.12876967,2017-06-16T11:57:21.868000,2017-06-16T11:57:21.868000
bar,Acapulco,CL,Calle,Cuba,2,38660,38001,Adeje,Py Americas Ed Acapulco,,,,,-16.73066826,28.07258902,2017-08-17T12:54:19.548000,2017-08-17T12:54:19.548000
restaurante,Acapulco,CL,Calle,Cuba,2,38660,38001,Adeje,Py Americas Ed Acapulco,,,922913520.0,,-16.73074364,28.07259179,2017-08-17T12:55:01.813000,2017-08-17T12:55:01.813000
bar cafeteria,Acaymo,CL,Calle,Mencey Acaymo,1,38008,38038,Santa Cruz de Tenerife,Bo Salud,,,,,-16.27275601,28.46922162,2016-05-09T12:45:15.374000,2019-01-28T10:22:45.799000
restaurante,Acaymo,CR,Carretera,General TF 152 Norte,178,38330,38023,La Laguna,Guamasa Km 14.8,,,,,-16.36969379,28.49243074,2016-05-09T12:45:15.374000,2015-08-28T13:29:58.967000
restaurante,Acentejo,CL,Calle,Acentejo,30,38380,38051,La Victoria,,,,,,-16.45955569,28.4377822,2017-01-18T14:21:27.608000,2017-01-18T14:21:27.608000
bar cafeteria,Acentejo,CR,Carretera,Vieja TF 213,170,38380,38051,La Victoria,,,,,,-16.48280559,28.43024705,2016-05-09T12:45:15.374000,2016-06-07T14:09:34.644000
restaurante,Acojeja,CL,Calle,Brocal,11,38600,38017,Granadilla de Abona,,,,922772416.0,,-16.57696106,28.11454287,2016-06-29T14:04:29.534000,2016-06-29T14:07:36.217000
bar cafeteria,Acorde,AV,Avenida,Fernando Salazar Gonzalez,11,38630,38006,Arona,Costa del Silencio Ed Alborada Lc 03A1,,,634126291.0,,-16.65327889,28.00886519,2017-08-25T09:10:18.757000,2017-08-25T09:10:18.757000
restaurante,Acropolis,AV,Avenida,Rafael Puig Lluvina,5,38660,38001,Adeje,Py Americas CC Salytien Lc 04A,,,922796906.0,,-16.73206912,28.07073949,2017-04-25T10:51:34.543000,2017-04-25T10:51:34.543000
bar,Acropolis Carpa,AV,Avenida,Maritima,206,38530,38011,Candelaria,Pg Caletillas Trasera Gasolinera,,,,,-16.36183828,28.38270585,2016-05-09T12:45:15,2016-06-09T13:58:12
bar cafeteria,Acuario,CL,Calle,El Juego,17,38204,38023,La Laguna,Ed Maria Teresa Lc Izq,,,646618766.0,,-16.31709587,28.48685627,2016-05-23T08:49:05.800000,2016-05-23T08:49:05.800000
restaurante,Acuario,CL,Calle,Guanches,76,38399,38039,Santa Úrsula,La Corujera,,,922301537.0,,-16.4930213,28.41546961,2016-05-09T12:45:15.374000,2018-04-13T12:53:32.564000
bar,Acuario,CR,Carretera,General TF 152 Norte,100,38350,38043,Tacoronte,,,,,,-16.41282592,28.47726116,2017-03-09T10:32:00.799000,2017-03-09T10:32:00.799000
bar,Acuarius Rallye,AV,Avenida,Coronel Gorrin,15,38684,38040,Santiago del Teide,Tamaimo,,,922101814.0,,-16.81848726,28.2671282,2017-01-16T10:34:06.328000,2017-01-16T10:34:06.328000
pub,Achaman,CL,Calle,Helsinki,0,38660,38001,Adeje,Fañabe CC Oasis Dakota Lc 13-14,,,922777829.0,,-16.73021285,28.09163631,2017-08-18T09:59:29.808000,2017-08-18T09:59:29.808000
discoteca club,Achaman,AV,Avenida,Ernesto Sarti,12,38660,38001,Adeje,Torviscas CC Rio Center Lc 21,,,922766829.0,,-16.73198684,28.08481351,2016-05-09T12:45:15.374000,2016-06-28T09:25:52.229000
bar,Ache Pa'Ti,AU,"Autopista, autovía",TF 5 Santa Cruz La Laguna,7,38296,38023,La Laguna,CC Alcampo La Laguna Lc 26,,,0.0,,-16.30575024,28.46274811,2016-05-09T12:45:15.374000,2015-08-26T10:46:37.756000
restaurante,Achimaye,CL,Calle,La Gorrina,2,38685,38019,Guía de Isora,Tejina,,,922857348.0,,-16.76551659,28.18690522,2016-05-09T12:45:15.374000,2015-08-04T12:48:29.865000
bar cafeteria,Adan,CM,Camino,La Hornera,82,38205,38023,La Laguna,Lc 4,,,659971991.0,,-16.30790975,28.47156522,2016-05-09T12:45:15.374000,2015-08-31T14:30:25.694000
restaurante,Aday,CL,Calle,Juan Rumeu Garcia,3,38008,38038,Santa Cruz de Tenerife,,,,676387407.0,,-16.27382748,28.46501224,2017-05-18T10:59:27,2017-05-24T14:26:41
cafeteria,Adeje Cafe,AV,Avenida,España,4,38660,38001,Adeje,San Eugenio,,,922752612.0,,-16.73338986,28.0796254,2017-08-21T11:28:32.405000,2017-08-21T11:28:32.405000
restaurante,Adeje Chicken,AV,Avenida,Puerto Rico,284,38627,38006,Arona,Buzanada,,,629331124.0,,-16.66124508,28.06926074,2017-03-15T09:19:55.961000,2017-03-15T09:19:55.961000
bar cafeteria,Adeje Paradise,AV,Avenida,Adeje 300,30,38678,38001,Adeje,Py Paraiso Rs Adeje Paradise,,,,,-16.77129683,28.12073957,2016-05-09T15:04:06.939000,2018-07-09T08:06:14.452000
restaurante,Adico,AV,Avenida,El Jable,47,38678,38001,Adeje,Callao Salvaje CC Esmeralda Lc 21-22,,,,,-16.78294427,28.12876273,2017-06-16T11:33:19.021000,2017-06-16T11:51:17.281000
bar cafeteria,ADK,AV,Avenida,Manuel Hermoso Rojas,16,38003,38038,Santa Cruz de Tenerife,CC Meridiano Pt 2 Ocio,,,687972415.0,,-16.25904354,28.45695144,2017-06-02T14:50:49.276000,2017-06-02T14:50:49.276000
cafeteria,ADK Abbasid Doner Kebab,CL,Calle,Imeldo Seris,54,38003,38038,Santa Cruz de Tenerife,,,,822175293.0,,-16.25096268,28.4664164,2017-04-17T12:41:05.718000,2017-04-17T12:41:05.718000
bar,Adolfo,CR,Carretera,La Ermiita,2,38190,38032,El Rosario,Machado,,,922681251.0,,-16.33880627,28.41840776,2016-05-24T12:42:46,2017-06-05T09:45:38.276000
bar cafeteria,Advans,CL,Calle,Benjamin J Miranda,1,38400,38028,Puerto de la Cruz,,,,922382151.0,,-16.548648,28.41636799,2016-05-09T12:45:15,2016-11-24T14:24:54.394000
bar cafeteria,Africa Gastrobar,CL,Calle,Agustin de Betancourt,3,38400,38028,Puerto de la Cruz,,www.africagastrobar.com,,619056055.0,,-16.54956135,28.41741312,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
bar cafeteria,Africa Loungue Cafe,CR,Carretera,Provincial TF 217,52,38390,38039,Santa Úrsula,,,,922300882.0,,-16.49663786,28.42442885,2016-05-09T12:45:15.374000,2015-08-04T13:34:28.221000
bar cafeteria zumeria,Africano,AV,Avenida,Loro Parque,3,38400,38028,Puerto de la Cruz,Punta Brava Loro Parque,,,922373841.0,,-16.56389002,28.40966821,2016-11-16T10:05:49.821000,2016-11-16T10:05:49.821000
bar,After Dark,AV,Avenida,Marques Villanueva del Prado,28,38400,38028,Puerto de la Cruz,CC La Cupula Ur Jardines de la Paz Lc 04,,,,,-16.53668467,28.41063338,2016-11-16T09:32:13,2017-11-29T15:04:56.362000
bar cafeteria,After Wok Plaza,PS,Paseo,Teneguia,2,38650,38006,Arona,Py Americas CC Arcade Lc 08A,,,697385408.0,,-16.73220247,28.05724855,2017-04-03T12:28:44,2017-04-06T13:05:12.980000
bar cafeteria,After Work,PJ,"Pasaje, paraje",Teide,2,38204,38023,La Laguna,,,,922634766.0,,-16.316887,28.48778999,2016-05-09T12:45:15.374000,2015-08-05T08:36:24.706000
restaurante,Agache,AV,Avenida,Axaentemir,29,38591,38020,Güimar,El Escobonal,,,922530883.0,,-16.429279,28.26137499,2016-05-09T12:45:15.374000,2017-07-03T08:58:29.587000
bar,Agis 84,CR,Carretera,General TF 28 Sur,11,38108,38038,Santa Cruz de Tenerife,Taco,,,922632867.0,,-16.30101674,28.44334781,2016-05-09T12:45:15.374000,2017-03-15T08:55:35.577000
restaurante,Agonia,CL,Calle,Rafael Ramos,32,38360,38041,El Sauzal,San Jose,,,,,-16.44177469,28.46227923,2016-10-05T12:17:58.376000,2016-10-05T12:17:58.376000
restaurante,Agora,CL,Calle,La Valeria,1,38628,38035,San Miguel,Aldea Blanca,,,,,-16.62823767,28.06729478,2016-05-09T12:45:15.374000,2016-04-27T09:27:04.969000
bar cafeteria,Agora,PZ,"Plaza, plazoleta",Benito Perez Galdos,6,38400,38028,Puerto de la Cruz,,,,,,-16.55401937,28.41723467,2016-11-23T14:27:23.897000,2016-11-23T14:27:23.897000
bar cafeteria,Agora Cafe Bar,CR,Carretera,España TF 217,14,38390,38039,Santa Úrsula,Ed City Center,,benjamin.gonzalez.rivero@gmail.com,922303597.0,,-16.4907475,28.42523908,2016-05-09T12:45:15.374000,2018-04-10T14:32:20.221000
restaurante,Agricola,CR,Carretera,General TF 28 Sur,47,38530,38011,Candelaria,Igueste de Candelaria,,,922501402.0,,-16.36481361,28.384382,2016-05-09T12:45:15.374000,2015-08-04T10:51:48.627000
