actividad_tipo,nombre,tipo_via_codigo,tipo_via_descripcion,direccion_nombre_via,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,referencia,web,email,telefono,fax,longitud,latitud,fecha_creacion,fecha_actualizacion
actividades deporte ocio,Actividades Subacuaticas Mugi y El Mar,AV,Avenida,Maritima,165,38520,38011,Candelaria,,,,922506245.0,,-16.36220786,28.37715333,2018-05-15T14:03:55.511000,2018-05-15T14:03:55.511000
actividades deporte ocio,AFOCAMU Asociacion para el fomento de la Caza del Muflon ,CL,Calle,Lomo Tolorenzo ,6,38280,38046,Tegueste,,,,922153282.0,,-16.32154515,28.51990601,2018-05-16T13:25:13.815000,2018-05-16T13:25:13.815000
actividades deporte ocio,Alejandro Club Sport,CL,Calle,Santo Domingo,28,38280,38046,Tegueste,El Socorro,,,696203285.0,,-16.36438831,28.51466886,2018-05-16T13:30:07.135000,2018-05-16T13:30:07.135000
actividades deporte ocio,Alena Pilares Studio,Av,Avenida,Canarias,37,38410,38031,Los Realejos,Loc 3,,Alenapilatesstudio@gmail.com,616385035.0,,-16.5847663,28.38695198,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
actividades deporte ocio,Almaxximo,CR,Carretera,Provincial TF 217,59,38390,38039,Santa Úrsula,Ed Aurora Lc 08,www.almaxximo.com,info@almaxximo.com,922330419.0,,-16.49617142,28.42461915,2016-05-09T12:45:15,2018-04-10T14:34:41.046000
actividades deporte ocio,Amigos del Tenis de Garachico,AV,Avenida,Tome Cano,3,38450,38015,Garachico,,,,922133377.0,,-16.76493529,28.37485318,2018-05-16T11:51:52.692000,2018-05-16T11:51:52.692000
actividades deporte ocio,Anetea Moto Club,AV,Avenida,Los Geranios,3,38530,38011,Candelaria,Pta 503,,,609964782.0,,-16.3632643,28.37460259,2018-05-15T12:13:22.431000,2018-05-15T12:13:22.431000
actividades deporte ocio,Antonio Lopez Team Sport Competition,CL,Calle,Los Pobres,67,38280,38046,Tegueste,,,,,,-16.34279834,28.52403846,2018-05-16T13:39:48.386000,2018-05-16T13:39:48.386000
actividades deporte ocio,Apnea Academy West Europe,CL,Calle,Las Artes,0,38679,38001,Adeje,La Caleta de Adeje Cj Polideportivo,apneaacademywe.com,,609048351.0,,-16.75626301,28.10223361,2017-08-08T14:04:19.821000,2017-08-08T14:04:19.821000
actividades deporte ocio,Aqua Club Termal,CL,Calle,Galicia,6,38660,38001,Adeje,Torviscas Alto Club Termal,www.aquaclubtermal.com,recepcion@aquaclubtermal.com,922716555.0,922717782.0,-16.72473322,28.08733341,2016-11-02T09:31:46.771000,2016-11-02T09:31:46.771000
actividades deporte ocio,Aqualand,AV,Avenida,Austria,15,38677,38001,Adeje,San Eugenio Alto Au Sur TF 1 - Salida 29,www.aqualand.es,,922715266.0,922714270.0,-16.72856696,28.0796743,2016-05-09T12:45:15,2017-11-14T14:14:25.458000
actividades deporte ocio,Arafo Balompie,CL,Calle,Luis Braille,30,38550,38004,Arafo,Campo Municipal de Futbol,,,922513073.0,,-16.42050185,28.33440964,2018-05-15T08:13:32.714000,2018-05-29T10:06:16.588000
actividades deporte ocio,Arico Abona CB,CL,Calle,La Vera,7,38580,38005,Arico,Villa de Arino,,,659684243.0,,-16.50069093,28.16444308,2018-05-15T09:16:08.312000,2018-05-15T09:16:08.312000
actividades deporte ocio,Asociacion Club Deportiva Discapagua,CL,Calle,Santa Catalina de Siena,3,38320,38023,La Laguna,La Cuesta,,,669042012.0,,-16.28847724,28.46711836,2018-04-09T12:49:42.185000,2018-04-09T12:49:42.185000
actividades deporte ocio,Asociacion de Buchones Los Mirlos de Tacoronte,CL,Calle,Francisco Pizarro,25,38108,38023,La Laguna,Los Andenes Taco,,,670954638.0,,-16.30283784,28.44670201,2018-04-10T10:44:41.290000,2018-04-10T10:44:41.290000
actividades deporte ocio,Asociacion de Criaderos de Palomos Buchones El Rajao La Cuesta,CL,Calle,Francisco Pizarro,25,38108,38023,La Laguna,Los Andenes Taco,,,670954638.0,,-16.30283757,28.44670201,2018-04-10T10:44:41.290000,2018-04-10T10:44:41.290000
actividades deporte ocio,Asociacion de Criaderos de Palomos Los Gorgojos,CL,Calle,Candelaria,32,38108,38023,La Laguna,Taco,,,662501778.0,,-16.2977757,28.44432113,2018-04-10T09:42:44.369000,2018-04-10T09:42:44.369000
actividades deporte ocio,Asociacion de Criadores del Buchon de la Tierra Tacuense,CL,Calle,Francisco Pizarro,25,38108,38023,La Laguna,Los Andenes Taco,,,670954638.0,,-16.3028373,28.44670227,2018-04-10T10:44:41.290000,2018-04-10T10:44:41.290000
actividades deporte ocio,Asociacion Deportiva Club Colombofilo Mensajeras de Aguere,CM,Camino,Las Gavias,121,38206,38023,La Laguna,,,,922256645.0,,-16.33225659,28.49814427,2018-04-09T13:46:23.802000,2018-04-09T13:46:23.802000
actividades deporte ocio,Asociacion Deportiva Cultural Chineh,CL,Calle,Pasaje Guayre,1,38110,38038,Santa Cruz de Tenerife,Los Alisios II Lc 2,,,922622972.0,,-16.30519081,28.42773168,2018-04-17T11:11:49.748000,2018-05-29T10:22:25.516000
actividades deporte ocio,Asociacion Deportiva El Herrador-El Tanque,CL,Calle,Don Miguel de Cervantes,4,38435,38044,El Tanque,Cruz Grande,,,922136515.0,,-16.77437031,28.35733759,2018-05-16T09:24:34.662000,2022-04-28T14:08:16.334000
actividades deporte ocio,Asociación Deportiva Jardina Atletico,CM,Camino,Jardina,88,38293,38023,La Laguna,,,,922257619.0,,-16.28723203,28.51727937,2018-04-09T13:32:24.652000,2018-04-09T13:32:24.652000
actividades deporte ocio,Asociacion Deportiva Sociedad de Cazadores el Tanque-Guayero,CL,Calle,Rector Antonio Bethencourt,29,38320,38023,La Laguna,La Cuesta Salud Alto Ur El Rocio,,,,,-16.28104557,28.47207114,2018-04-09T13:32:24.652000,2018-05-29T10:33:05.484000
actividades deporte ocio,Asociacion Deportiva Verdellada,CL,Calle,Francisco Afonso Carrillo,49,38207,38023,La Laguna,Centro Cuidadano La Verdellada,,,922263092.0,,-16.30650212,28.48034476,2018-04-09T13:32:24.652000,2018-11-30T13:51:38.505000
actividades deporte ocio,Asociacion Juvenil y Deportiva Punta de Hidalgo,CL,Calle,Manuel Diaz Alonso El Petaco,1,38240,38023,La Laguna,Punta de Hidalgo Urbanización Las Furnias,,,,,-16.32892617,28.56906673,2018-04-10T09:42:44.369000,2021-07-15T11:47:07.177000
actividades deporte ocio,Atletico Studio 54,CL,Calle,Fuente El Milagro,1,38280,38046,Tegueste,,,,653143009.0,,-16.34165288,28.52399448,2018-05-16T13:42:41.085000,2018-05-16T13:42:41.085000
actividades deporte ocio,Atletismo Trotamundos de Candelaria,CL,Calle,Barranquillo Hondo,40,38530,38011,Candelaria,,,,922502360.0,,-16.37582627,28.35083432,2018-05-15T12:29:05.625000,2018-05-15T12:29:05.625000
actividades deporte ocio,Atuey de Tegueste,CL,Calle,Camino Hondo,5,38280,38046,Tegueste,,,,922153188.0,,-16.31699549,28.5213861,2018-05-16T13:44:19.301000,2018-05-16T13:44:19.301000
actividades deporte ocio,Avenida,CL,Calle,Diecinueve de Marzo,4,38428,38034,San Juan de la Rambla,San Jose,,,,,-16.647791,28.38084799,2016-05-09T12:45:15.374000,2015-08-04T13:13:28.674000
actividades deporte ocio,Ayto Los Realejos Escuela Municipal Futbol Sala,CL,Calle,Gordejuela,9,38410,38031,Los Realejos,,www.ayto-realejos.es,,,,-16.5864755,28.38967127,2016-05-09T12:45:15.374000,2018-01-29T09:22:29.662000
actividades deporte ocio,Ayto Los Realejos Pabellon Polideportivo Municipal,CL,Calle,Los Cuartos,61,38410,38031,Los Realejos,La Carrera,www.ayto-realejos.es,,,,-16.57969116,28.3892257,2016-05-09T12:45:15,2018-03-20T14:19:39.274000
actividades deporte ocio,Ayto San Juan de la Rambla Pabellon Municipal Deportes,CL,Calle,Manuel Borges Cedres,3,38428,38034,San Juan de la Rambla,,www.sanjuandelarambla.es,gerencia@islavision.com,922350496.0,,-16.644888,28.37815899,2016-05-09T12:45:15.374000,2018-01-29T09:22:29.662000
actividades deporte ocio,Bahia Surf Shop,CL,Calle,Evaristo Gomez Gonzalez,11,38612,38017,Granadilla de Abona,El Medano local 5,,,922178557.0,,-16.53921641,28.04516296,2016-05-09T12:45:15.374000,2018-03-23T07:59:05.447000
actividades deporte ocio,Bahriyeli,PS,Paseo,Rincon del Puerto,4,38650,38006,Arona,Los Cristianos,www.mardeons-tenerife.com,info@mardeons-tenerife.com,922751576.0,922751765.0,-16.71978311,28.05015647,2016-05-09T12:45:15.374000,2015-08-04T12:41:33.715000
actividades deporte ocio,Bailaflor,CL,Calle,Castaños,5,38613,38052,Vilaflor,,,,636189665.0,,-16.63593175,28.15876206,2018-05-16T12:58:54.433000,2018-05-16T12:58:54.433000
actividades deporte ocio,Beisbol Sofbol CF,CL,Calle,La Gaviota,19,38618,38017,Granadilla de Abona,Los Abrigos,www.granadilladeabona.org,deportes@granadilladeabona.org,922759993.0,,-16.59203287,28.03174872,2016-05-09T12:45:15.374000,2016-02-18T14:13:12.174000
actividades deporte ocio,Bicicletas Teneriffa kreaktiv,CL,Calle,Chasagua,1,38649,38006,Arona,Montaña Fria,www.teneriffa-kreaktiv.com,info@teneriffa-kreaktiv.com,922725282.0,922725282.0,-16.68638624,28.09185324,2016-05-09T12:45:15.374000,2015-08-04T12:11:58.847000
actividades deporte ocio,Bicicletas y Motos Tene-Bici,AV,Avenida,Antonio Dominguez Alfonso,9,38650,38006,Arona,Py Americas CC El Camison,,,922752009.0,922752009.0,-16.725296,28.05650907,2016-05-09T12:45:15.374000,2017-08-17T10:19:40.788000
actividades deporte ocio,Bicistar,CL,Calle,Mendez Nuñez,102,38001,38038,Santa Cruz de Tenerife,,,,922299181.0,0.0,-16.25019654,28.47419874,2016-05-09T12:45:15.374000,2016-06-06T12:40:44.174000
actividades deporte ocio,Big Game Fishing Las Galletas Pesca de Altura,CL,Calle,Quezal,26,38632,38006,Arona,El Palmar,www.biggamefishinglasgalletas.com,info@bgftenerife.com,922748369.0,0.0,-16.69731502,28.02489721,2016-05-09T12:45:15.374000,2015-08-04T12:35:04.641000
actividades deporte ocio,Bike4walk,CL,Calle,Viana,35,38201,38023,La Laguna,,,,822179078.0,,-16.31447926,28.48911104,2016-05-09T12:45:15,2016-07-26T09:05:08
actividades deporte ocio,BMX Park,CL,Calle,San Rafael,13,38400,38028,Puerto de la Cruz,San Antonio,,,,,-16.55017812,28.4057741,2017-11-20T14:08:56,2017-11-20T14:08:56
actividades deporte ocio,Body Factory,CL,Calle,Fragata Danmark,8,38005,38038,Santa Cruz de Tenerife,Ed Corales II,,,0.0,0.0,-16.263284,28.4586959,2016-05-09T12:45:15.374000,2016-11-22T12:46:37.536000
actividades deporte ocio,Body King,CL,Calle,Corriente del Mar,s/n,38687,38019,Guía de Isora,Playa de San Juan,,bodyking@hotmail.com,922138072.0,,-16.818795,28.18664545,2016-05-09T12:45:15.374000,2019-04-12T11:56:20.113000
actividades deporte ocio,Body Training Center,CL,Calle,Tijarafe,5,38108,38023,La Laguna,,www.bodytrainingcenter.es,info@bodytrainingcenter.es,922823257.0,,-16.30414009,28.45582597,2016-05-09T12:45:15.374000,2015-11-12T08:47:28.324000
actividades deporte ocio,Body Training Center,CL,Calle,Nuestra Señora de la Ternura,0,38108,38023,La Laguna,Pg Poligono 5,www.bodytrainingcenter.es,bodytrainigcenter@gmail.com,625473619.0,,-16.30384259,28.45596689,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
actividades deporte ocio,Boxeo Pedro Luis ,CL,Calle,Los Realejos,21,38440,38018,La Guancha,Ur El Risco,,,,,-16.65082486,28.38093119,2018-05-16T12:18:19.574000,2018-05-29T10:17:29.258000
actividades deporte ocio,Buceo Tenerife Bazar,CL,Calle,Maria del Carmen Garcia,22,38631,38006,Arona,Las Galletas,www.buceotenerife.com,,922731015.0,0.0,-16.65710699,28.00753268,2016-05-09T12:45:15.374000,2015-08-04T12:36:55.984000
actividades deporte ocio,Buenavista Golf,Cl,Calle,Vista La Monja,sn,38480,38010,Buenavista del Norte,Club Campo de Golf,www.buenavistagolf.es,www.buenavistagolf.es/contacto.asp,922129034.0,922128044.0,-16.8631875,28.37300358,2017-06-21T12:40:21.142000,2023-10-18T14:04:54.665000
actividades deporte ocio,Bulldog Gym Tenerife,CL,Calle,Caracas,10,38639,38035,San Miguel,P I Las Chafiras,www.bulldoggymtenerife.com,,629941210.0,,-16.6193635,28.04739042,2017-02-15T11:40:07.893000,2017-02-16T13:51:26.067000
actividades deporte ocio,Bulldog Gym Tenerife,CL,Calle,Caracas,8,38639,38035,San Miguel,P I Las Chafiras,www.bulldoggymtenerife.com,,629941210.0,,-16.61916899,28.04742508,2017-02-15T11:40:07.893000,2017-02-16T13:51:26.067000
actividades deporte ocio,Campo Beisbol Aldea Blanca,CL,Calle,Hermano Pedro,18,38628,38035,San Miguel,Aldea Blanca,,,,,-16.62822754,28.06548002,2017-06-02T14:22:00,2017-06-02T14:22:00
actividades deporte ocio,Campo Beisbol Tijoco,CL,Calle,Manuel Prieto Medina,4,38677,38001,Adeje,Tijoco,,,,,-16.76828597,28.15581667,2018-02-19T09:12:12,2018-02-19T09:12:12
actividades deporte ocio,Campo de Tiro,CL,Calle,Lomo Piedras,236,38359,38041,El Sauzal,La Caldereta,,,922584564.0,922585235.0,-16.41565825,28.44934014,2016-05-09T12:45:15,2015-09-04T09:48:46
actividades deporte ocio,Campo de Tiro Arona,CM,Camino,Campo de Tiro,20,38649,38006,Arona,Vento,,,,,-16.68358786,28.10765153,2016-05-09T12:45:15,2018-03-07T13:59:27.653000
actividades deporte ocio,Campo Futbol Abades,AV,Avenida,Ocira,0,38588,38005,Arico,Abades Plaza,,,,,-16.44175836,28.14428129,2016-05-09T12:45:15,2018-02-08T12:36:45
actividades deporte ocio,Campo Futbol Adeje,AV,Avenida,Palo Mayor,12,38670,38001,Adeje,El Galeon,,,,,-16.73104528,28.11435013,2016-05-09T12:45:15,2015-08-04T12:45:37
actividades deporte ocio,Campo Futbol Aguadulce,CL,Calle,Viñatigo,0,38687,38019,Guía de Isora,Aguadulce,,,,,-16.80188585,28.17856596,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
actividades deporte ocio,Campo Futbol Aldea Blanca,CL,Calle,Hermano Pedro,18,38628,38035,San Miguel,Aldea Blanca,,,,,-16.62821921,28.06585484,2017-06-02T14:22:00.387000,2017-06-02T14:22:00.387000
actividades deporte ocio,Campo Futbol Anexo Antonio Dominguez,AV,Avenida,Arquitecto Gomez Cuesta,0,38650,38006,Arona,Py Americas,www.arona.org,deportes@arona.org,922796862.0,,-16.72598553,28.06165665,2016-05-09T12:45:15,2017-06-21T12:24:23.504000
actividades deporte ocio,Campo Futbol Anexo Francisco Peraza,CM,Camino,Fuente Cañizares,0,38206,38023,La Laguna,,www.aytolalaguna.com,deportes@oadlalaguna.com,922263942.0,,-16.32061284,28.49694065,2016-05-09T12:45:15,2018-02-16T13:14:04.834000
actividades deporte ocio,Campo Futbol Antonio Hernandez Hernandez La Perdoma,CM,Camino,La Arbeja,130,38312,38026,La Orotava,La Perdoma,,,,,-16.55233806,28.38465001,2016-05-09T12:45:15.374000,2015-08-04T13:23:16.807000
actividades deporte ocio,Campo Futbol Antonio Yeoward,CL,Calle,El Monturrio,0,38418,38031,Los Realejos,El Toscal Longuera,,,,,-16.58084094,28.39635453,2016-05-09T12:45:15.374000,2023-10-18T14:39:08.082000
actividades deporte ocio,Campo Futbol Añaza La Bombonera,CL,Calle,Decano Consular Jesus Ramos Gonzalez,14,38111,38038,Santa Cruz de Tenerife,Añaza,,,922606300.0,,-16.3012289,28.42078973,2016-05-09T12:45:15.374000,2018-02-16T11:56:05.855000
actividades deporte ocio,Campo Futbol Argelio Tabares Santa Ursula,CL,Calle,Finca Pastor,17,38390,38039,Santa Úrsula,,,,,,-16.48455044,28.42625496,2016-05-09T12:45:15.374000,2015-08-04T13:34:28.221000
actividades deporte ocio,Campo Futbol Armeñime,CL,Calle,Ruben Dario,6,38678,38001,Adeje,Armeñime,,,,,-16.75226134,28.13122951,2017-03-29T11:00:39.022000,2017-03-29T11:00:39.022000
actividades deporte ocio,Campo Futbol Barranco Grande,CL,Calle,La Pintadera,27,38107,38038,Santa Cruz de Tenerife,El Sobradillo,,,922606300.0,,-16.30665367,28.4394516,2016-05-09T12:45:15.374000,2015-08-04T10:46:09.756000
actividades deporte ocio,Campo Futbol Barranco Las Lajas Los Andes,CL,Calle,Los Andes,27,38355,38043,Tacoronte,Barranco Las Lajas,,,,,-16.37900482,28.47009336,2016-05-09T12:45:15,2018-02-16T14:01:55.042000
actividades deporte ocio,Campo Futbol Barrio de Fatima,CM,Camino,Melozal,1,38500,38020,Güimar,Chogo,,,,,-16.41835065,28.32773769,2016-05-09T12:45:15,2016-11-08T13:15:49
actividades deporte ocio,Campo Futbol Blas Reyes,CL,Calle,Luis Braille,30,38550,38004,Arafo,,,,922513073.0,,-16.42049125,28.33436038,2016-05-09T12:45:15,2018-05-29T10:07:51.586000
actividades deporte ocio,Campo Futbol Candelaria Punta Larga,CL,Calle,Jose Rodriguez Ramirez,8,38509,38011,Candelaria,Punta Larga,,,,,-16.36740455,28.36722375,2016-05-09T12:45:15,2018-02-16T14:11:33.558000
actividades deporte ocio,Campo Futbol Clementina Bello,CL,Calle,Ildefonso Bello,1,38627,38006,Arona,Buzanada,www.arona.org,,638176993.0,,-16.65370759,28.06673844,2016-05-09T12:45:15.374000,2016-02-17T10:51:30.563000
actividades deporte ocio,Campo Futbol Colegio Aleman,CL,Calle,Drago,2,38190,38032,El Rosario,Tabaiba Alta,,dstenerife@dstenerife.eu,922681322.0,,-16.33334206,28.41229256,2016-05-09T12:45:15,2015-08-04T10:48:27
actividades deporte ocio,Campo Futbol Chano Hernandez Brito,CL,Calle,Kenia,1,38320,38023,La Laguna,Ofra,,,,,-16.28872062,28.46218811,2017-06-13T12:10:28,2019-04-12T13:21:56.532000
actividades deporte ocio,Campo Futbol Charco del Pino,CL,Calle,Orchilla,7,38595,38017,Granadilla de Abona,Charco del Pino,,,922759993.0,,-16.58439305,28.10186137,2016-05-09T12:45:15.374000,2018-02-19T08:53:35.794000
actividades deporte ocio,Campo Futbol Dionisio Gonzalez,CL,Calle,Fuerteventura,99,38632,38006,Arona,El Fraile,www.arona.org,deportes@arona.org,922733510.0,,-16.67142288,28.0105625,2016-05-09T12:45:15.374000,2015-08-04T12:35:04.641000
actividades deporte ocio,Campo Futbol El Burgado,CM,Camino,Burgado,0,38400,38028,Puerto de la Cruz,Punta Brava,,puertodeportes@hotmail.com,922380755.0,,-16.56819316,28.40611029,2016-05-09T12:45:15,2016-11-09T09:37:12
actividades deporte ocio,Campo Futbol El Cantillo Avencio Hernandez,CL,Calle,Avencio Hernandez Abreu,0,38350,38043,Tacoronte,El Cantillo,www.tacoronte.es,deportes@tacoronte.es,,,-16.40356087,28.48039895,2016-05-09T12:45:15.374000,2018-02-16T11:44:46.247000
actividades deporte ocio,Campo Futbol El Centenero,AV,Avenida,El Centenero,17,38296,38023,La Laguna,Los Baldios,,,677948344.0,,-16.32650438,28.45465055,2016-05-09T12:45:15.374000,2015-08-03T12:35:58.453000
actividades deporte ocio,Campo Futbol El Cercado,Cl,Calle,Palo Blanco,67,38415,38031,Los Realejos,Palo Blanco Paraje Cercado,,,922355412.0,,-16.57671931,28.3634772,2016-05-09T12:45:15.374000,2023-10-18T14:04:54.665000
actividades deporte ocio,Campo Futbol El Colon Tamaimo,CL,Calle,Malpais,29,38684,38040,Santiago del Teide,Tamaimo,www.santiagodelteidedeportes.com,coordinador@santiagodelteide.com,922868108.0,,-16.81953604,28.26322504,2016-05-09T12:45:15.374000,2018-02-19T09:16:46.414000
actividades deporte ocio,Campo Futbol El Culantro Oscar Perez,CL,Calle,El Terrero,19,38626,38006,Arona,Valle San Lorenzo,,,,,-16.65705257,28.09341486,2018-02-19T09:02:10.531000,2018-02-19T09:02:10.531000
actividades deporte ocio,Campo Futbol El Charcon,CM,Camino,Las Mantecas,14,38320,38023,La Laguna,Las Mantecas,,,922648202.0,,-16.29914541,28.46935693,2016-05-09T12:45:15,2017-07-04T13:46:27
actividades deporte ocio,Campo Futbol El Draguillo,CL,Calle,Peregrinos,0,38107,38038,Santa Cruz de Tenerife,Barranco Grande,,,922606300.0,,-16.30341807,28.43773445,2016-05-09T12:45:15,2017-11-10T09:15:01.667000
actividades deporte ocio,Campo Futbol El Mayato Chio,PS,Paseo,La Libertad,16,38689,38019,Guía de Isora,Chio,,,,,-16.79933245,28.24522577,2016-05-09T12:45:15,2015-11-30T11:50:51
actividades deporte ocio,Campo Futbol El Mayorazgo,CL,Calle,Juan Ortiz de Zarate,10,38300,38026,La Orotava,El Mayorazgo,www.villadelaorotava.org,deportes@villadelaorotava.org,922328017.0,,-16.52954404,28.39429022,2016-05-09T12:45:15.374000,2015-08-04T13:30:57.348000
actividades deporte ocio,Campo Futbol El Mirador Alcala,CL,Calle,Aponte,6,38686,38019,Guía de Isora,Alcala,,,,,-16.82845478,28.20359981,2017-02-23T09:08:35.208000,2018-02-19T09:16:46.414000
actividades deporte ocio,Campo Futbol El Mocan San Miguel,CM,Camino,Mocan,4,38628,38035,San Miguel,El Mocan,,,,652243916.0,-16.62645161,28.09864451,2016-07-11T10:44:32.017000,2018-02-19T09:02:10.515000
actividades deporte ocio,Campo Futbol El Molino,CL,Calle,Antonio Perez Diaz,1,38430,38022,Icod de los Vinos,,,,,,-16.71166056,28.37437053,,2018-02-16T14:56:18.818000
actividades deporte ocio,Campo Futbol El Peñon,CL,Calle,Luis Lavaggi,2,38400,38028,Puerto de la Cruz,,,,,,-16.5572042,28.41555815,2016-08-04T08:42:34,2016-08-04T08:44:14
actividades deporte ocio,Campo Futbol El Roque,CR,Carretera,General TF 565 La Escalona,0,38629,38035,San Miguel,El Roque,,,,,-16.63957523,28.10008677,2017-08-22T10:23:50.176000,2017-08-22T10:23:50.176000
actividades deporte ocio,Campo Futbol El Salguero Vilaflor,CM,Camino,San Roque,9,38613,38052,Vilaflor,,www.vilaflordechasna.com,culturaydeportes@vilaflordechasna.com,922709802.0,922709104.0,-16.64326864,28.16132062,2016-05-17T10:36:34,2018-02-19T09:16:46.414000
actividades deporte ocio,Campo Futbol El Sauzal,CL,Calle,Olimpio,2,38360,38041,El Sauzal,Complejo Deportivo El Sauzal,,,,,-16.4308734,28.47962569,2018-05-16T10:30:44,2018-07-02T13:44:19.032000
actividades deporte ocio,Campo Futbol El Sobradillo,CL,Calle,Galan,5,38107,38038,Santa Cruz de Tenerife,El Sobradillo,,,922537282.0,,-16.3202629,28.44353076,2016-05-09T12:45:15.374000,2018-02-16T11:56:05.855000
actividades deporte ocio,Campo Futbol El Tablero,CL,Calle,Castaño,6,38107,38038,Santa Cruz de Tenerife,El Tablero,,,,,-16.3329513,28.42150255,2016-05-09T12:45:15.374000,2015-08-04T10:46:09.756000
actividades deporte ocio,Campo Futbol El Volcan Las Aguas,CL,Calle,Nueva,18,38429,38034,San Juan de la Rambla,Las Aguas,,,,,-16.64227892,28.39689229,2017-02-17T13:45:52.041000,2018-02-19T08:01:07.218000
actividades deporte ocio,Campo Futbol Fañabe,CL,Calle,Isla de La Graciosa,0,38679,38001,Adeje,Fañabe,,,,,-16.72971698,28.10823326,2016-05-09T12:45:15,2015-08-04T12:43:52
actividades deporte ocio,Campo Futbol Fernando Perez,CL,Calle,Jose Antonio Tavio,25,38640,38006,Arona,,www.arona.org,deportes@arona.org,922725047.0,,-16.67754932,28.1006159,2016-05-09T12:45:15.374000,2015-08-04T12:12:35.096000
actividades deporte ocio,Campo Futbol Francisco Javier Felip,CR,Carretera,General TF 263 San Miguel de Geneto,104,38291,38023,La Laguna,San Miguel de Geneto,,,,,-16.31699137,28.46603361,2017-02-24T14:01:24,2018-02-16T13:56:48.112000
actividades deporte ocio,Campo Futbol Francisco Reyes,CR,Carretera,General TF 28 Sur,160,38107,38038,Santa Cruz de Tenerife,El Chorrillo,,,922618245.0,,-16.31999618,28.42204989,2016-05-09T12:45:15,2018-02-16T13:12:15.087000
actividades deporte ocio,Campo Futbol Francisco Rodriguez de Acero,CL,Calle,Trece de Septiembre,15,38589,38005,Arico,Arico Nuevo,,,922768242.0,,-16.47629981,28.17766255,2016-05-09T12:45:15,2018-05-29T10:09:45.927000
actividades deporte ocio,Campo Futbol Francisco Suarez,CR,Carretera,General TF 21 Vilaflor,0,38600,38017,Granadilla de Abona,,,,922759993.0,,-16.58190409,28.11829571,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
actividades deporte ocio,Campo Futbol Garcia Escamez,CL,Calle,Nuñez de la Peña,6,38009,38038,Santa Cruz de Tenerife,Barrio Garcia Escamez,,,922209976.0,,-16.27197539,28.45628228,2016-05-09T12:45:15,2018-02-16T11:56:05.855000
